device_id,connection_date,connection_time
882,2/25/2023,20:54:46
157,2/22/2023,08:28:14
151,2/18/2023,15:37:34
73,1/16/2023,04:47:41
700,2/23/2023,05:31:18
259,3/23/2023,04:21:08
540,2/12/2023,07:12:02
378,1/31/2023,14:50:58
533,2/6/2023,23:50:48
816,2/9/2023,15:40:27
140,2/4/2023,03:37:05
346,1/8/2023,23:34:08
666,1/28/2023,22:28:35
744,2/15/2023,04:27:50
512,3/7/2023,04:42:54
721,2/15/2023,05:06:24
349,1/7/2023,16:13:46
592,2/6/2023,13:09:23
15,1/29/2023,23:13:33
571,1/8/2023,08:40:22
443,1/24/2023,15:44:46
210,3/28/2023,00:02:03
691,3/2/2023,15:28:17
686,3/8/2023,08:54:10
128,3/20/2023,22:43:14
809,3/1/2023,15:22:27
215,3/2/2023,17:47:42
307,2/23/2023,19:42:18
333,3/2/2023,18:24:07
678,2/13/2023,17:27:36
205,2/19/2023,06:53:04
96,2/3/2023,21:15:19
710,2/21/2023,03:26:39
969,3/22/2023,01:11:39
977,1/17/2023,21:07:37
996,2/16/2023,03:58:01
287,2/18/2023,09:20:00
254,1/8/2023,00:04:51
56,3/22/2023,00:41:22
187,1/25/2023,23:57:23
202,3/26/2023,01:02:54
729,1/29/2023,18:18:49
332,1/14/2023,22:23:15
521,1/3/2023,19:33:15
886,2/26/2023,21:38:28
448,3/7/2023,02:51:28
979,3/21/2023,20:26:45
877,1/5/2023,02:47:15
355,1/15/2023,14:48:02
316,2/18/2023,22:57:54
412,3/19/2023,09:58:07
735,1/31/2023,11:51:27
744,2/1/2023,00:00:31
526,1/11/2023,06:54:37
823,2/11/2023,12:40:46
252,3/22/2023,20:02:21
204,2/25/2023,14:18:01
97,1/24/2023,18:06:16
439,3/16/2023,10:14:34
572,3/6/2023,17:59:44
852,3/22/2023,21:09:06
405,3/9/2023,12:21:47
729,1/28/2023,12:46:20
836,3/14/2023,09:55:14
928,2/2/2023,10:02:30
770,1/8/2023,22:59:46
428,1/16/2023,23:26:17
806,1/3/2023,21:38:44
326,3/28/2023,11:50:50
848,3/9/2023,08:31:05
152,2/26/2023,12:42:02
433,3/20/2023,05:13:06
467,3/14/2023,21:42:48
250,1/17/2023,08:27:27
876,2/26/2023,02:07:03
709,1/6/2023,08:54:09
861,1/24/2023,17:06:26
254,1/12/2023,22:08:51
646,3/13/2023,05:11:35
660,2/13/2023,10:59:22
870,2/26/2023,20:40:08
430,2/24/2023,15:20:19
199,1/20/2023,19:19:40
175,2/4/2023,20:56:10
630,1/13/2023,06:22:06
313,3/2/2023,22:35:27
189,2/5/2023,04:27:34
610,1/23/2023,07:43:53
666,1/23/2023,23:13:52
783,2/6/2023,00:08:37
927,3/8/2023,15:16:06
81,1/11/2023,01:21:39
260,2/18/2023,03:57:36
320,2/5/2023,18:25:11
559,1/26/2023,22:02:19
193,3/6/2023,22:34:40
961,2/11/2023,23:59:13
95,2/23/2023,15:21:32
340,3/27/2023,23:14:37
304,1/17/2023,20:20:43
925,1/24/2023,23:47:44
396,1/4/2023,18:48:03
14,1/1/2023,04:33:55
286,1/23/2023,13:05:03
490,3/16/2023,12:44:16
993,4/1/2023,11:44:22
625,3/10/2023,00:07:44
212,2/24/2023,16:46:51
651,1/19/2023,11:56:44
628,3/4/2023,13:57:38
479,3/20/2023,06:22:11
160,1/1/2023,08:25:16
13,3/31/2023,12:01:45
961,3/19/2023,00:26:31
274,1/13/2023,02:58:03
380,3/29/2023,13:22:31
217,1/17/2023,19:45:47
292,3/12/2023,22:58:05
160,1/18/2023,00:04:13
450,2/13/2023,07:46:23
265,3/12/2023,01:48:04
345,3/18/2023,00:21:41
681,1/25/2023,02:20:33
667,2/2/2023,22:30:05
481,1/6/2023,20:31:39
305,1/13/2023,13:02:51
518,2/28/2023,13:36:40
966,3/20/2023,06:12:24
968,2/3/2023,03:24:38
200,1/29/2023,15:11:03
123,1/3/2023,17:23:52
429,4/1/2023,20:54:48
768,1/23/2023,07:41:39
125,3/9/2023,10:10:13
575,1/29/2023,01:30:38
453,3/20/2023,01:39:40
773,3/7/2023,14:44:08
39,2/28/2023,01:52:44
15,3/21/2023,13:48:29
629,3/25/2023,16:44:27
21,1/2/2023,22:23:37
685,3/20/2023,06:29:41
863,1/25/2023,14:19:40
697,1/8/2023,16:48:15
730,1/3/2023,18:29:17
16,3/3/2023,14:48:10
347,3/20/2023,02:38:05
389,2/27/2023,09:29:24
47,2/24/2023,16:12:25
59,2/1/2023,22:04:04
590,3/9/2023,01:26:35
818,3/28/2023,14:25:16
282,2/14/2023,20:34:44
232,2/28/2023,16:06:27
94,2/7/2023,20:17:39
142,2/5/2023,07:54:22
332,1/6/2023,18:43:21
766,2/6/2023,18:55:44
561,2/22/2023,22:09:16
116,2/8/2023,12:20:29
866,1/18/2023,04:53:24
269,3/14/2023,08:29:34
224,3/16/2023,03:57:33
52,3/8/2023,09:14:41
625,2/9/2023,00:09:15
835,1/15/2023,02:40:21
569,1/16/2023,10:25:24
409,2/1/2023,22:56:17
651,1/27/2023,18:22:51
597,3/5/2023,19:50:42
760,1/9/2023,18:24:12
29,2/8/2023,04:58:12
634,3/22/2023,07:21:50
217,2/9/2023,12:17:21
403,1/24/2023,13:56:58
676,3/14/2023,17:50:59
588,3/26/2023,16:46:46
1000,2/23/2023,15:54:34
31,2/18/2023,22:48:36
322,2/7/2023,12:26:22
949,2/20/2023,19:00:17
564,2/9/2023,22:58:01
604,2/5/2023,12:49:46
612,3/21/2023,18:35:46
735,3/13/2023,18:01:52
807,2/5/2023,13:58:06
863,1/11/2023,02:44:11
324,3/17/2023,06:41:38
345,1/5/2023,17:04:31
30,1/27/2023,18:15:32
748,1/13/2023,22:06:03
199,3/14/2023,23:27:24
704,1/16/2023,01:37:08
419,2/22/2023,14:50:27
236,1/14/2023,14:44:07
486,1/31/2023,03:26:12
530,3/7/2023,07:21:33
670,3/12/2023,11:40:05
928,1/29/2023,10:49:51
58,4/1/2023,01:44:15
527,3/23/2023,21:35:58
668,3/15/2023,03:34:10
100,2/25/2023,13:43:12
361,1/26/2023,13:29:54
761,1/8/2023,22:30:31
259,1/24/2023,13:50:44
415,2/22/2023,13:16:24
263,1/3/2023,02:11:58
860,3/20/2023,16:08:01
818,1/28/2023,05:29:03
26,3/23/2023,21:52:13
107,3/13/2023,02:12:23
451,3/23/2023,05:19:08
868,3/21/2023,08:42:44
413,1/24/2023,16:40:49
962,3/9/2023,10:19:50
878,2/6/2023,07:45:59
434,1/13/2023,01:37:51
790,2/6/2023,18:24:08
959,2/7/2023,07:18:27
801,1/19/2023,08:34:39
405,1/17/2023,15:33:26
849,2/1/2023,21:04:58
168,1/10/2023,15:56:06
375,1/30/2023,09:58:49
945,2/21/2023,11:01:51
39,1/18/2023,05:17:46
178,3/10/2023,15:44:13
379,2/23/2023,00:49:28
381,2/4/2023,14:43:29
666,2/14/2023,13:55:31
827,2/13/2023,09:36:02
633,2/22/2023,04:40:43
807,3/31/2023,06:03:11
158,2/22/2023,21:21:11
153,3/24/2023,14:56:47
174,1/12/2023,21:16:29
583,1/29/2023,15:02:56
829,2/25/2023,06:07:32
87,2/19/2023,00:40:24
319,2/4/2023,20:52:39
433,2/23/2023,05:30:21
562,2/2/2023,16:56:59
813,3/9/2023,10:58:00
727,1/22/2023,05:55:31
667,2/18/2023,10:26:35
657,1/2/2023,01:47:07
623,3/29/2023,03:10:20
999,3/25/2023,02:29:53
305,1/17/2023,00:03:26
851,1/18/2023,13:39:49
852,3/27/2023,10:26:40
4,2/18/2023,04:14:14
37,2/22/2023,11:44:46
892,1/16/2023,21:26:43
605,1/23/2023,08:39:52
38,2/26/2023,14:43:32
849,2/5/2023,14:21:49
758,2/16/2023,21:52:08
732,3/9/2023,17:57:27
513,3/28/2023,07:51:24
584,1/17/2023,22:12:36
307,3/27/2023,17:59:40
773,3/16/2023,01:44:10
582,1/13/2023,19:52:55
48,3/5/2023,01:27:02
42,3/26/2023,19:13:20
35,2/28/2023,08:11:34
959,1/29/2023,16:02:13
389,2/16/2023,06:55:53
381,3/21/2023,10:23:42
381,3/7/2023,11:40:22
496,3/29/2023,12:16:05
501,2/2/2023,04:37:06
759,1/30/2023,14:19:59
315,2/25/2023,11:37:10
579,2/9/2023,03:30:03
322,3/21/2023,03:22:54
418,3/5/2023,13:19:28
535,3/4/2023,20:59:20
239,1/16/2023,03:17:53
494,2/24/2023,11:31:20
338,3/6/2023,19:41:43
653,3/25/2023,17:18:35
754,2/24/2023,13:09:28
687,1/20/2023,11:41:33
325,1/2/2023,07:56:24
309,3/11/2023,12:10:17
488,3/19/2023,15:02:19
525,1/27/2023,19:52:30
500,2/20/2023,23:13:22
342,2/23/2023,00:07:38
276,1/8/2023,16:28:05
104,1/10/2023,18:06:38
377,1/17/2023,02:24:18
712,1/24/2023,04:32:01
859,2/4/2023,19:56:51
779,1/31/2023,05:46:22
955,2/11/2023,20:47:32
538,3/12/2023,13:43:19
957,1/29/2023,17:16:22
966,2/23/2023,19:27:32
533,2/13/2023,16:34:55
629,1/28/2023,02:35:33
452,1/7/2023,17:03:15
111,3/26/2023,06:51:50
641,2/17/2023,02:08:35
821,2/13/2023,17:48:21
803,2/19/2023,06:52:10
289,1/22/2023,08:58:00
742,3/19/2023,01:06:37
444,2/20/2023,18:56:39
368,2/17/2023,22:53:43
561,2/4/2023,13:06:19
320,3/24/2023,09:08:55
111,1/7/2023,03:07:45
728,2/10/2023,14:08:33
28,1/27/2023,09:34:04
28,1/15/2023,15:31:08
63,2/7/2023,05:49:03
896,3/13/2023,14:53:54
398,1/16/2023,17:39:27
708,3/12/2023,10:45:03
988,3/16/2023,19:24:46
430,3/3/2023,10:31:28
884,3/30/2023,20:47:26
642,3/28/2023,06:01:50
234,2/28/2023,10:58:04
232,2/16/2023,23:28:55
362,2/27/2023,21:04:39
103,2/12/2023,18:42:30
530,2/11/2023,05:20:35
469,4/1/2023,04:27:12
169,1/15/2023,22:43:59
910,3/28/2023,07:27:08
154,1/11/2023,03:57:17
732,3/5/2023,13:48:05
967,1/19/2023,16:50:04
660,3/25/2023,08:56:58
391,2/3/2023,21:01:50
952,3/23/2023,09:50:31
546,3/7/2023,06:08:28
137,2/25/2023,20:45:44
468,1/1/2023,07:08:01
534,2/11/2023,18:43:07
386,2/23/2023,06:41:28
599,2/19/2023,20:59:06
974,1/25/2023,00:54:29
609,3/1/2023,18:15:06
40,2/26/2023,10:08:37
711,3/31/2023,01:52:07
810,1/28/2023,17:05:29
87,3/25/2023,20:25:49
673,3/14/2023,10:37:36
542,3/11/2023,06:05:45
395,2/4/2023,11:08:35
168,3/17/2023,15:13:47
26,1/9/2023,21:36:48
992,3/23/2023,15:26:01
877,2/10/2023,14:17:54
857,1/25/2023,09:08:02
32,2/10/2023,15:42:12
928,2/22/2023,01:08:49
682,1/30/2023,04:10:25
469,2/23/2023,20:58:05
687,2/22/2023,19:02:59
98,1/14/2023,09:39:29
913,1/29/2023,04:51:06
41,4/1/2023,11:46:38
249,2/3/2023,18:32:28
144,2/8/2023,11:03:18
505,2/18/2023,01:45:17
335,3/22/2023,21:09:21
889,2/14/2023,23:29:40
980,1/10/2023,07:50:55
348,3/27/2023,21:15:29
631,3/22/2023,10:05:11
283,2/7/2023,20:47:28
639,2/16/2023,13:08:29
585,2/3/2023,01:38:33
860,1/24/2023,08:45:55
985,2/9/2023,04:42:42
824,1/4/2023,03:35:05
584,2/27/2023,09:05:06
988,1/15/2023,21:06:16
109,3/26/2023,12:30:34
377,3/17/2023,15:56:07
66,2/3/2023,10:31:05
508,1/2/2023,22:13:49
947,2/8/2023,21:42:58
909,3/28/2023,03:21:10
66,2/8/2023,23:55:28
458,2/21/2023,21:03:38
408,1/23/2023,18:08:37
305,2/22/2023,21:30:46
919,4/1/2023,20:49:49
112,1/10/2023,19:37:45
452,1/28/2023,08:27:47
553,2/6/2023,05:02:50
164,3/27/2023,15:35:19
353,1/15/2023,11:30:56
102,2/9/2023,20:06:44
61,2/11/2023,08:17:58
614,1/24/2023,02:26:23
914,3/17/2023,04:41:43
383,1/19/2023,09:41:26
384,1/24/2023,03:31:34
678,3/5/2023,00:03:13
713,1/12/2023,22:41:59
690,1/9/2023,10:54:33
126,3/22/2023,23:52:16
7,3/12/2023,06:30:58
161,1/27/2023,16:48:45
167,2/7/2023,05:54:50
603,3/14/2023,22:59:47
721,3/16/2023,21:21:01
478,3/13/2023,03:16:24
864,1/8/2023,12:36:02
213,3/17/2023,05:25:24
720,1/5/2023,16:25:39
794,3/8/2023,11:41:38
690,3/6/2023,15:50:53
118,1/17/2023,02:52:35
810,3/9/2023,04:09:25
858,1/17/2023,21:53:07
405,2/6/2023,13:15:53
567,2/4/2023,14:28:02
293,1/27/2023,15:57:56
452,3/21/2023,09:54:24
170,1/23/2023,19:51:10
797,1/13/2023,23:21:45
712,3/20/2023,00:44:20
743,3/18/2023,16:51:56
322,3/30/2023,07:11:44
488,1/22/2023,07:14:31
975,2/23/2023,02:54:30
849,2/10/2023,15:50:51
112,2/23/2023,15:30:40
326,2/12/2023,08:23:03
853,3/18/2023,08:36:10
657,2/5/2023,07:29:07
49,1/8/2023,12:41:01
993,3/18/2023,03:03:54
245,2/3/2023,00:06:34
591,3/26/2023,05:28:54
974,1/27/2023,05:15:21
891,1/29/2023,01:59:20
739,1/1/2023,18:56:38
725,1/8/2023,23:39:43
494,3/31/2023,09:33:10
714,2/3/2023,14:23:43
164,2/3/2023,12:20:05
680,1/30/2023,17:51:10
120,1/2/2023,00:50:58
950,1/11/2023,22:29:55
231,3/13/2023,18:44:46
565,3/21/2023,07:44:19
32,3/23/2023,20:32:44
795,2/13/2023,19:58:17
760,2/16/2023,07:12:04
394,1/24/2023,07:44:54
389,3/22/2023,00:24:07
790,1/9/2023,17:44:41
887,2/2/2023,05:16:36
865,1/7/2023,07:45:57
408,2/24/2023,05:23:02
964,1/3/2023,23:28:16
21,1/16/2023,20:50:11
811,2/28/2023,22:18:24
158,1/1/2023,21:26:23
554,2/5/2023,18:05:56
855,1/22/2023,12:45:43
890,3/11/2023,08:41:11
243,3/6/2023,01:14:38
467,3/19/2023,11:06:14
81,3/20/2023,14:13:08
841,2/15/2023,08:38:38
547,3/17/2023,16:11:33
483,3/18/2023,15:49:53
510,3/27/2023,20:19:15
959,1/24/2023,10:33:43
130,3/23/2023,08:05:47
940,3/19/2023,00:09:26
656,2/2/2023,16:01:24
631,1/30/2023,16:02:58
919,3/25/2023,11:33:32
889,2/9/2023,21:08:01
228,1/27/2023,13:57:34
150,1/6/2023,05:01:29
501,3/11/2023,06:46:27
558,3/1/2023,19:39:11
245,2/17/2023,11:42:35
156,2/19/2023,21:49:25
570,3/1/2023,16:21:36
526,3/23/2023,06:35:10
272,3/3/2023,11:46:07
555,3/1/2023,14:08:31
217,1/25/2023,20:33:10
695,3/19/2023,22:54:23
35,2/10/2023,13:24:17
489,1/22/2023,15:57:59
82,1/2/2023,15:23:47
668,2/20/2023,21:36:49
454,4/1/2023,05:10:09
875,3/6/2023,20:50:26
22,3/21/2023,09:05:43
216,3/28/2023,01:54:35
125,2/2/2023,23:06:15
17,2/15/2023,21:41:13
97,2/17/2023,05:30:01
622,3/26/2023,13:48:30
658,3/18/2023,19:39:17
260,2/16/2023,02:32:47
576,3/5/2023,08:41:06
980,2/8/2023,10:53:30
231,3/29/2023,12:20:46
553,3/30/2023,17:33:39
994,1/13/2023,11:24:36
417,2/10/2023,16:18:28
50,3/14/2023,18:43:33
444,2/20/2023,07:14:13
515,1/8/2023,05:40:34
351,2/9/2023,22:22:43
234,2/20/2023,20:36:26
406,2/6/2023,13:35:30
344,2/15/2023,07:37:33
90,3/29/2023,02:43:15
114,3/30/2023,03:40:24
442,2/16/2023,05:34:32
493,1/7/2023,11:18:18
32,2/23/2023,18:59:27
789,2/22/2023,21:04:17
627,1/30/2023,09:50:02
149,1/4/2023,13:57:26
332,1/10/2023,09:24:04
403,2/27/2023,13:48:54
1000,2/13/2023,01:57:06
449,2/15/2023,06:58:16
566,3/7/2023,21:52:28
981,1/24/2023,07:17:07
951,3/12/2023,16:04:11
252,1/2/2023,23:04:53
507,1/19/2023,11:53:52
194,2/24/2023,15:16:04
351,2/14/2023,10:10:44
855,3/15/2023,08:27:10
385,3/4/2023,12:11:46
298,1/18/2023,03:49:33
276,2/5/2023,19:09:20
780,3/16/2023,06:33:19
771,1/16/2023,11:40:43
260,2/26/2023,18:21:26
255,1/1/2023,06:42:56
671,3/13/2023,15:46:00
728,1/27/2023,20:08:37
948,3/11/2023,08:54:19
962,2/14/2023,10:57:23
541,3/9/2023,09:35:47
30,3/2/2023,20:34:49
739,2/26/2023,17:16:11
1,1/14/2023,00:25:08
587,1/27/2023,02:43:55
296,2/28/2023,00:37:49
46,3/19/2023,00:23:49
838,1/26/2023,10:13:10
583,2/13/2023,06:14:36
657,2/19/2023,05:03:36
24,2/23/2023,09:31:30
873,2/26/2023,05:56:24
737,3/14/2023,07:36:19
597,2/9/2023,20:34:02
247,2/25/2023,04:59:11
49,1/17/2023,03:12:52
581,1/7/2023,03:21:37
857,1/25/2023,06:33:33
113,3/28/2023,15:37:23
393,1/9/2023,03:15:59
57,1/30/2023,22:37:29
75,2/13/2023,03:40:20
943,2/7/2023,22:12:18
83,1/25/2023,05:02:48
816,3/5/2023,09:02:59
522,3/6/2023,11:56:03
995,2/1/2023,03:35:52
341,1/10/2023,14:09:21
70,2/23/2023,14:03:52
221,1/13/2023,22:17:41
532,2/12/2023,08:04:58
792,1/1/2023,22:53:53
924,3/3/2023,14:29:16
54,3/22/2023,15:08:45
97,3/8/2023,13:02:51
960,3/25/2023,23:04:29
890,3/19/2023,19:29:27
716,3/23/2023,07:36:00
205,3/11/2023,10:42:27
166,3/19/2023,10:38:04
301,1/9/2023,22:19:11
998,3/10/2023,21:33:54
47,1/19/2023,04:43:04
997,1/26/2023,21:20:51
658,3/23/2023,00:40:15
25,3/22/2023,12:53:52
473,1/4/2023,21:00:53
327,3/30/2023,05:15:04
115,2/27/2023,03:12:37
649,3/22/2023,18:53:26
275,2/15/2023,11:28:34
349,2/16/2023,22:51:17
426,2/20/2023,15:00:10
11,2/22/2023,11:47:46
884,3/23/2023,15:55:07
730,2/9/2023,04:57:35
997,3/12/2023,01:12:09
270,2/20/2023,07:01:40
518,1/26/2023,23:43:48
696,3/27/2023,08:45:34
254,3/30/2023,22:02:46
33,2/22/2023,23:54:03
667,3/29/2023,06:44:15
876,2/13/2023,22:46:29
378,3/10/2023,00:55:34
226,1/3/2023,21:10:42
510,1/17/2023,13:20:53
29,3/6/2023,19:21:01
476,1/20/2023,09:49:43
511,3/9/2023,14:26:14
621,2/25/2023,08:53:55
192,2/3/2023,08:02:07
789,1/15/2023,22:51:14
164,1/31/2023,05:47:50
290,1/28/2023,08:54:06
280,1/16/2023,04:44:04
154,3/5/2023,11:11:42
48,1/20/2023,18:26:44
463,2/28/2023,07:54:57
930,2/1/2023,20:36:18
142,3/22/2023,15:08:27
998,3/19/2023,03:04:36
383,3/4/2023,21:49:47
253,3/9/2023,14:18:26
213,2/9/2023,03:12:54
524,1/2/2023,19:03:44
49,3/16/2023,19:52:15
721,1/7/2023,01:36:02
984,1/13/2023,14:12:58
538,1/11/2023,20:39:13
89,4/1/2023,15:16:20
951,2/17/2023,10:42:50
903,1/2/2023,23:44:34
571,3/27/2023,20:08:26
736,3/13/2023,04:12:35
688,3/9/2023,11:50:18
908,1/13/2023,14:54:29
722,1/31/2023,07:03:59
497,1/12/2023,07:39:13
649,1/17/2023,15:50:06
753,1/15/2023,06:07:07
869,1/24/2023,14:47:41
474,2/8/2023,02:36:30
432,2/2/2023,00:24:13
701,1/14/2023,14:17:38
558,2/20/2023,03:31:54
579,2/10/2023,17:48:55
419,2/17/2023,19:22:51
653,2/15/2023,15:34:54
149,2/15/2023,12:58:02
17,2/9/2023,12:13:19
312,2/8/2023,03:19:29
794,1/14/2023,15:58:41
260,2/14/2023,04:44:08
792,2/17/2023,01:11:43
990,2/16/2023,18:12:56
143,3/26/2023,03:08:45
849,3/13/2023,22:28:19
773,3/23/2023,07:42:16
904,2/23/2023,16:57:07
530,2/2/2023,03:13:14
956,3/29/2023,03:10:36
615,2/14/2023,17:09:56
803,2/15/2023,15:46:46
521,2/14/2023,09:57:53
93,1/4/2023,18:36:25
560,3/9/2023,23:59:08
136,2/3/2023,05:03:05
33,3/7/2023,02:29:12
109,2/2/2023,10:36:13
221,2/12/2023,01:33:37
242,3/19/2023,08:05:32
144,3/10/2023,05:32:22
488,3/24/2023,06:08:30
164,1/2/2023,09:41:11
700,1/2/2023,13:47:48
299,1/3/2023,04:10:36
260,1/2/2023,21:13:59
939,1/24/2023,19:47:31
451,1/24/2023,07:25:07
814,3/14/2023,01:27:30
281,3/29/2023,09:26:51
695,2/6/2023,16:48:11
927,2/12/2023,11:16:43
811,3/14/2023,22:17:26
597,2/3/2023,08:06:31
592,2/24/2023,23:04:39
71,2/7/2023,22:43:39
889,2/6/2023,11:33:08
114,3/23/2023,12:09:28
253,3/10/2023,19:35:33
1000,3/2/2023,07:55:51
580,2/13/2023,09:45:04
12,1/26/2023,03:29:12
917,2/12/2023,19:32:27
412,1/25/2023,06:44:17
197,1/25/2023,06:58:34
690,3/31/2023,19:46:14
971,2/23/2023,05:58:49
296,3/5/2023,06:05:04
282,1/8/2023,13:31:59
904,1/10/2023,01:42:34
575,1/3/2023,12:30:10
784,1/23/2023,02:49:52
496,2/18/2023,22:17:18
9,1/3/2023,01:51:08
380,1/23/2023,07:15:44
514,3/17/2023,15:11:44
518,1/21/2023,22:51:12
26,3/5/2023,07:38:11
982,2/20/2023,06:44:31
863,3/3/2023,23:54:29
36,3/22/2023,00:51:07
178,1/24/2023,08:56:13
956,1/23/2023,19:46:23
451,1/15/2023,21:35:57
190,3/15/2023,22:12:32
704,3/14/2023,13:26:40
285,1/15/2023,15:27:47
369,1/25/2023,10:58:06
1000,2/26/2023,11:18:46
682,1/27/2023,13:35:25
63,1/5/2023,10:19:47
415,3/2/2023,22:50:48
208,2/20/2023,20:56:19
976,2/10/2023,04:50:58
941,1/31/2023,00:39:48
302,3/4/2023,02:41:51
334,1/25/2023,03:10:30
512,2/7/2023,23:46:24
649,1/19/2023,00:21:40
917,2/11/2023,19:21:01
435,4/1/2023,17:57:21
42,1/28/2023,00:51:31
31,3/13/2023,09:36:33
157,1/29/2023,11:48:56
463,3/1/2023,07:58:30
692,3/11/2023,08:17:36
593,2/7/2023,12:57:37
308,1/17/2023,14:25:09
388,1/4/2023,22:04:53
581,2/13/2023,18:11:26
395,3/8/2023,15:17:42
710,3/27/2023,22:25:45
335,3/13/2023,20:08:04
567,3/31/2023,11:39:55
919,2/15/2023,12:08:53
734,2/15/2023,23:27:52
403,1/5/2023,02:16:04
208,3/24/2023,16:25:38
712,3/17/2023,17:03:45
265,2/27/2023,05:56:09
546,1/3/2023,05:43:34
315,3/24/2023,08:42:02
668,2/11/2023,08:25:32
943,3/10/2023,00:46:03
481,1/15/2023,15:35:40
734,1/29/2023,03:44:43
192,3/30/2023,16:26:56
937,1/1/2023,07:38:58
795,3/4/2023,06:52:37
468,1/23/2023,13:57:04
291,1/15/2023,22:43:00
785,1/28/2023,21:32:41
939,3/23/2023,07:38:15
298,2/10/2023,12:23:35
285,3/9/2023,14:20:32
461,3/16/2023,22:13:59
691,1/17/2023,01:06:29
945,1/11/2023,21:22:59
868,2/22/2023,07:52:41
430,1/23/2023,16:03:53
714,3/17/2023,01:32:15
926,2/18/2023,19:33:44
540,1/21/2023,11:15:25
158,1/21/2023,20:00:58
703,3/15/2023,07:44:48
62,3/15/2023,21:49:17
904,3/4/2023,06:12:58
723,3/27/2023,09:34:00
478,3/23/2023,08:51:19
658,2/21/2023,22:41:30
572,1/26/2023,23:20:06
31,3/12/2023,00:27:25
861,1/10/2023,16:15:15
912,2/20/2023,11:28:15
928,3/20/2023,08:28:11
138,2/8/2023,20:33:40
421,1/25/2023,06:09:08
227,1/5/2023,00:39:53
265,2/5/2023,04:58:38
173,1/10/2023,17:27:24
172,1/10/2023,02:01:25
275,2/7/2023,21:47:06
220,2/23/2023,12:38:21
705,3/28/2023,14:19:36
308,2/5/2023,15:18:24
515,2/17/2023,08:46:43
810,1/7/2023,16:34:53
496,3/15/2023,20:29:52
1000,2/25/2023,18:31:47
680,1/1/2023,11:24:27
167,3/16/2023,21:03:11
183,2/1/2023,00:38:20
475,3/13/2023,15:28:49
765,2/15/2023,02:36:13
275,2/26/2023,04:18:32
529,1/12/2023,14:23:04
710,1/10/2023,23:36:35
968,4/1/2023,09:44:35
927,3/1/2023,16:02:22
87,1/1/2023,03:06:37
325,1/19/2023,21:59:20
330,2/5/2023,23:52:53
617,4/1/2023,04:18:48
876,1/12/2023,21:25:33
268,2/8/2023,11:32:13
624,1/26/2023,13:53:31
652,2/13/2023,18:39:03
501,2/1/2023,03:38:51
482,2/10/2023,06:58:02
851,2/8/2023,08:51:42
389,2/19/2023,20:58:51
415,3/5/2023,05:53:39
931,3/8/2023,02:04:02
795,3/3/2023,10:25:28
669,1/18/2023,09:38:23
501,2/14/2023,00:11:04
748,2/11/2023,09:39:49
225,3/26/2023,01:29:04
200,2/12/2023,02:33:03
765,1/4/2023,04:15:09
468,1/27/2023,09:49:40
41,2/3/2023,13:07:13
736,3/13/2023,13:02:42
560,3/16/2023,04:35:53
771,3/26/2023,15:02:30
265,3/27/2023,03:23:18
444,3/6/2023,04:24:39
407,2/9/2023,23:19:18
477,3/6/2023,06:01:16
967,1/8/2023,05:30:22
402,2/18/2023,01:30:51
832,1/16/2023,17:29:39
995,2/20/2023,16:16:50
457,1/26/2023,14:26:37
917,3/2/2023,12:50:43
695,1/7/2023,13:01:05
662,2/5/2023,08:33:37
115,1/25/2023,18:53:22
909,3/31/2023,16:31:13
847,3/22/2023,01:31:58
505,3/11/2023,07:45:37
8,2/24/2023,21:12:52
205,3/5/2023,22:17:48
442,3/18/2023,09:25:30
334,1/7/2023,02:23:58
756,1/20/2023,12:21:40
920,1/10/2023,23:40:15
42,1/28/2023,05:04:14
690,3/31/2023,13:48:11
245,2/22/2023,18:44:02
242,3/19/2023,20:47:15
745,1/31/2023,16:24:50
931,1/26/2023,21:26:36
963,1/9/2023,02:29:48
606,2/6/2023,10:56:58
473,1/28/2023,13:54:55
358,1/3/2023,06:00:43
652,1/29/2023,12:14:15
916,2/12/2023,05:41:46
40,1/6/2023,16:38:02
377,1/14/2023,21:20:23
37,1/29/2023,05:37:41
750,1/7/2023,07:59:19
193,3/21/2023,10:24:51
822,2/5/2023,02:08:24
518,3/28/2023,14:48:33
888,2/17/2023,14:51:22
410,1/21/2023,15:43:29
301,2/9/2023,17:44:02
23,2/12/2023,06:06:59
411,2/18/2023,22:54:37
774,1/4/2023,17:12:17
42,2/12/2023,11:44:42
96,1/30/2023,04:41:31
145,1/18/2023,22:09:40
500,2/7/2023,16:42:49
978,1/13/2023,12:19:42
677,3/17/2023,19:01:18
914,1/10/2023,02:54:40
257,3/11/2023,23:08:34
608,1/3/2023,13:12:35
918,1/27/2023,11:20:38
22,3/3/2023,13:45:27
107,2/14/2023,00:02:07
548,2/4/2023,22:34:13
49,1/29/2023,15:56:57
438,4/1/2023,05:36:09
583,1/1/2023,12:41:31
591,2/11/2023,16:52:19
588,1/20/2023,15:22:36
254,2/3/2023,22:47:23
308,1/14/2023,06:29:36
761,1/25/2023,19:48:16
17,1/29/2023,13:15:23
814,2/17/2023,11:40:43
467,3/7/2023,13:14:40
768,3/29/2023,23:57:02
695,2/3/2023,17:19:44
504,3/9/2023,03:49:54
410,1/21/2023,15:36:12
163,2/18/2023,20:58:14
845,3/27/2023,01:53:11
198,1/3/2023,12:31:03
