device_id,power_date,power_time,powered_on
444,2023-02-01,19:02:10,0
744,2023-03-04,12:35:37,1
490,2023-03-14,19:40:22,1
187,2023-01-15,02:19:25,0
599,2023-01-25,01:54:27,0
129,2023-02-25,17:06:15,1
960,2023-01-01,15:06:35,0
302,2023-01-30,09:00:48,0
850,2023-01-27,04:58:45,1
580,2023-03-22,21:52:26,0
47,2023-02-12,02:37:43,1
584,2023-01-08,08:45:42,1
856,2023-02-15,06:10:35,0
371,2023-02-06,03:48:02,0
79,2023-01-11,10:00:58,1
562,2023-01-22,03:57:24,0
343,2023-01-01,07:28:28,0
396,2023-01-12,17:49:47,0
357,2023-02-11,04:32:26,0
373,2023-02-07,00:22:50,0
32,2023-03-27,21:02:03,0
414,2023-03-13,20:33:25,0
113,2023-03-25,19:40:31,0
192,2023-02-07,07:09:36,1
127,2023-02-01,11:54:20,0
191,2023-02-13,14:45:48,0
908,2023-02-19,00:12:16,0
982,2023-01-28,20:09:19,0
895,2023-02-02,18:56:05,0
330,2023-03-15,10:26:29,0
680,2023-02-10,18:45:14,0
350,2023-03-18,03:12:10,1
893,2023-03-28,15:27:58,1
37,2023-02-12,04:09:04,0
576,2023-01-22,04:26:22,1
209,2023-03-20,04:24:20,0
177,2023-02-02,06:34:30,0
528,2023-02-12,12:06:38,0
748,2023-01-09,11:50:52,0
584,2023-02-17,02:29:29,1
984,2023-03-30,04:05:54,1
657,2023-02-28,22:00:49,1
329,2023-02-20,23:42:28,1
450,2023-02-08,22:09:24,1
721,2023-02-06,12:00:49,1
306,2023-01-23,06:57:29,0
229,2023-03-06,21:51:30,1
622,2023-02-09,16:06:30,0
683,2023-01-19,02:53:43,1
533,2023-03-01,01:23:47,1
783,2023-01-20,21:49:06,1
77,2023-01-03,20:56:01,1
919,2023-01-11,08:29:52,0
622,2023-02-14,12:25:39,0
682,2023-03-14,14:03:04,0
611,2023-02-27,21:19:13,1
670,2023-02-26,20:06:28,0
811,2023-01-26,18:58:37,1
136,2023-03-19,05:25:32,0
499,2023-01-09,23:58:38,1
63,2023-03-20,23:03:17,0
707,2023-02-06,19:26:30,1
682,2023-02-09,13:47:53,1
283,2023-03-18,06:21:52,1
909,2023-02-12,01:42:07,1
823,2023-03-24,15:13:32,1
793,2023-02-21,06:09:12,1
517,2023-01-23,02:56:44,0
878,2023-01-30,22:21:49,0
705,2023-03-15,19:05:30,1
847,2023-02-03,13:07:09,0
749,2023-01-10,16:42:43,0
318,2023-02-26,06:15:31,1
518,2023-03-04,03:59:41,0
969,2023-01-25,00:31:17,0
662,2023-02-09,23:07:12,1
828,2023-01-31,04:20:06,1
86,2023-03-27,18:51:27,1
975,2023-01-20,16:03:03,0
839,2023-01-07,11:52:26,1
609,2023-01-16,00:12:46,1
855,2023-03-16,03:36:11,0
352,2023-02-21,10:57:51,0
7,2023-01-07,21:54:58,0
857,2023-01-14,11:03:29,0
693,2023-02-28,10:20:59,0
440,2023-01-14,17:16:50,1
227,2023-02-04,09:04:17,1
307,2023-01-30,13:24:40,0
111,2023-03-07,15:28:53,1
831,2023-01-13,01:43:45,0
875,2023-01-03,09:03:06,1
750,2023-01-29,23:31:55,1
396,2023-01-31,21:17:59,0
400,2023-01-27,10:54:05,0
857,2023-02-01,19:17:04,1
294,2023-02-28,04:13:15,0
363,2023-02-08,03:08:23,1
347,2023-02-21,02:24:15,1
320,2023-02-19,22:30:45,0
899,2023-03-27,15:31:12,1
435,2023-01-02,13:40:37,0
912,2023-01-09,23:17:02,1
560,2023-02-12,20:03:49,0
680,2023-01-19,15:37:27,0
380,2023-01-08,13:14:41,1
956,2023-02-03,02:56:04,1
769,2023-02-12,14:20:27,0
398,2023-03-16,07:45:19,1
135,2023-01-07,12:25:23,0
64,2023-03-01,04:46:09,0
933,2023-03-02,06:32:17,0
272,2023-01-03,01:32:23,1
511,2023-02-20,00:17:21,1
138,2023-03-25,22:43:25,0
303,2023-02-08,23:37:47,0
164,2023-02-01,02:07:04,1
880,2023-02-17,00:01:42,0
484,2023-03-01,13:09:10,0
588,2023-01-12,06:49:27,1
560,2023-03-09,02:46:44,0
841,2023-03-27,08:27:03,0
840,2023-03-14,20:06:12,1
420,2023-01-28,14:20:49,0
1000,2023-01-11,18:06:12,1
799,2023-03-17,18:44:43,0
887,2023-02-08,23:20:46,1
165,2023-01-22,02:07:28,0
988,2023-03-28,17:40:52,1
989,2023-03-01,21:10:42,0
5,2023-01-08,02:53:55,1
247,2023-02-25,09:50:25,1
344,2023-01-10,09:02:21,1
867,2023-01-08,00:11:46,1
145,2023-02-13,05:52:49,0
236,2023-03-13,06:15:30,1
238,2023-02-14,00:59:26,1
6,2023-02-26,21:55:11,1
519,2023-02-14,02:59:09,1
888,2023-01-21,08:34:32,1
327,2023-03-16,00:43:55,1
847,2023-03-22,11:45:55,1
899,2023-01-18,21:38:54,0
793,2023-02-23,06:45:21,0
996,2023-01-20,20:11:37,1
383,2023-02-15,14:48:51,0
538,2023-02-04,00:42:17,1
771,2023-02-01,15:48:09,1
744,2023-03-11,03:50:54,1
106,2023-02-08,23:31:27,1
238,2023-03-09,01:26:15,0
410,2023-01-19,00:38:30,1
987,2023-01-10,04:35:18,0
737,2023-01-01,06:10:30,0
757,2023-03-16,06:06:48,1
669,2023-01-09,19:33:12,1
459,2023-01-05,10:28:17,0
543,2023-02-27,23:35:07,0
730,2023-02-08,17:44:25,0
816,2023-01-10,16:57:19,1
136,2023-03-10,08:42:55,1
172,2023-02-26,22:16:48,1
22,2023-03-29,10:59:55,1
871,2023-03-27,21:38:11,0
333,2023-01-05,14:24:30,1
213,2023-01-31,13:41:53,1
778,2023-01-06,14:05:23,1
221,2023-03-24,07:41:42,0
292,2023-02-14,00:06:54,1
51,2023-01-05,01:53:39,1
381,2023-01-11,15:41:33,1
794,2023-03-17,14:39:59,0
350,2023-03-18,23:20:11,0
724,2023-02-08,23:32:24,0
494,2023-03-29,02:36:17,1
525,2023-03-11,21:40:47,0
382,2023-03-31,04:37:32,1
359,2023-02-04,08:11:40,0
531,2023-02-01,22:18:57,0
349,2023-01-10,03:46:00,1
890,2023-02-13,20:52:53,1
377,2023-03-01,12:33:44,1
967,2023-01-11,10:41:05,0
675,2023-03-16,22:46:35,0
163,2023-03-24,00:50:10,0
720,2023-02-24,03:24:00,0
87,2023-02-04,03:27:50,0
683,2023-03-18,03:05:05,1
383,2023-04-01,09:03:05,0
939,2023-01-08,04:06:06,0
920,2023-01-12,18:29:19,0
568,2023-01-08,21:27:20,1
397,2023-01-29,00:34:55,1
799,2023-01-16,05:31:26,1
521,2023-02-15,06:09:53,0
850,2023-03-16,19:49:01,1
715,2023-04-01,20:21:30,0
595,2023-02-22,18:37:52,1
111,2023-03-23,02:12:32,0
121,2023-01-29,16:52:59,0
618,2023-02-18,21:17:15,1
275,2023-02-27,22:55:31,1
672,2023-03-18,03:11:16,1
303,2023-03-19,18:25:45,1
695,2023-02-20,17:35:08,0
482,2023-02-10,14:26:50,1
108,2023-01-15,02:58:09,1
161,2023-02-22,20:37:47,0
168,2023-02-17,07:03:32,1
354,2023-01-07,06:41:01,0
936,2023-03-30,06:37:38,0
958,2023-03-04,10:42:04,1
274,2023-01-13,21:32:47,0
118,2023-02-02,13:37:39,1
626,2023-01-23,01:53:06,1
67,2023-02-03,18:41:45,1
24,2023-02-24,06:48:13,1
215,2023-01-10,15:34:43,1
153,2023-02-10,06:15:25,1
724,2023-02-22,00:28:01,0
307,2023-02-08,00:23:51,1
89,2023-03-10,18:46:33,0
651,2023-02-01,13:36:38,0
821,2023-01-04,03:20:01,0
887,2023-03-15,23:57:30,0
96,2023-02-17,14:52:38,1
818,2023-01-29,19:02:57,1
463,2023-02-07,19:36:21,0
771,2023-02-15,07:44:46,1
547,2023-03-26,03:28:37,0
816,2023-04-01,16:28:12,0
590,2023-01-26,06:52:05,0
549,2023-01-04,02:59:46,1
877,2023-03-21,04:28:33,0
989,2023-03-01,01:09:19,1
813,2023-03-19,13:00:08,1
708,2023-02-24,09:02:36,1
360,2023-03-08,11:44:24,1
690,2023-03-12,09:42:33,1
239,2023-03-19,23:24:53,1
808,2023-01-18,00:50:35,1
24,2023-01-08,15:15:31,1
193,2023-02-13,23:22:15,1
138,2023-02-05,16:13:06,1
990,2023-03-19,20:57:14,0
444,2023-03-12,10:32:05,0
914,2023-03-10,20:28:51,1
781,2023-03-31,01:35:43,0
420,2023-01-18,04:03:55,1
528,2023-01-19,13:22:35,1
411,2023-03-26,14:43:55,0
835,2023-02-10,21:24:17,1
890,2023-02-01,22:37:24,1
42,2023-03-29,12:12:52,0
773,2023-01-07,04:10:08,0
663,2023-02-11,09:53:59,0
300,2023-02-19,12:47:46,0
447,2023-03-10,09:59:19,1
226,2023-03-18,04:03:13,0
601,2023-02-04,19:54:46,0
600,2023-01-01,14:53:30,1
648,2023-02-13,09:23:31,0
81,2023-02-24,17:01:58,0
25,2023-01-22,10:31:22,1
966,2023-02-02,17:48:39,0
241,2023-03-19,14:19:51,1
282,2023-02-15,10:11:12,1
427,2023-01-08,12:12:44,1
640,2023-03-07,02:00:48,1
196,2023-01-24,17:01:35,0
318,2023-01-17,07:57:32,1
539,2023-03-31,01:47:07,1
229,2023-01-09,23:32:09,0
609,2023-03-17,08:03:39,0
250,2023-02-15,11:54:30,0
255,2023-03-12,01:16:19,0
451,2023-01-24,03:53:12,1
138,2023-03-21,17:38:37,0
125,2023-01-29,20:07:54,0
277,2023-02-22,20:03:14,1
58,2023-01-25,16:02:46,0
116,2023-03-07,22:39:58,1
157,2023-03-17,04:48:26,1
764,2023-01-05,04:35:18,1
872,2023-02-13,13:59:25,0
47,2023-03-30,08:25:32,1
7,2023-03-05,22:37:44,1
337,2023-03-17,18:50:15,0
295,2023-02-10,04:36:09,1
597,2023-01-28,06:45:56,1
556,2023-03-23,05:51:50,0
240,2023-03-18,07:00:40,1
517,2023-02-10,20:53:01,1
485,2023-01-03,16:09:29,1
984,2023-01-01,05:28:02,1
796,2023-03-30,22:12:25,1
864,2023-01-09,03:44:26,1
108,2023-02-23,20:41:46,1
174,2023-02-20,14:13:58,0
610,2023-02-01,03:52:07,1
349,2023-01-07,09:04:18,1
147,2023-01-26,10:30:49,0
423,2023-03-29,19:31:32,0
666,2023-01-02,20:14:51,0
209,2023-01-07,12:24:04,0
317,2023-03-22,10:38:29,1
59,2023-02-21,00:40:25,0
487,2023-01-20,02:07:02,1
707,2023-01-04,06:59:14,0
796,2023-01-18,08:34:03,0
376,2023-03-06,20:02:58,0
161,2023-02-25,07:41:10,1
427,2023-01-19,13:57:43,1
749,2023-03-02,21:15:19,0
184,2023-01-31,23:41:58,1
430,2023-02-26,18:29:59,1
748,2023-03-07,02:01:20,0
644,2023-02-15,04:55:19,0
294,2023-02-03,12:40:21,0
146,2023-01-23,15:06:34,1
857,2023-02-25,07:22:59,1
889,2023-02-02,05:39:46,0
959,2023-02-04,11:33:52,1
667,2023-03-26,09:13:28,0
210,2023-01-02,18:08:35,1
272,2023-01-22,13:36:08,1
749,2023-01-29,02:28:28,1
804,2023-03-02,10:13:47,0
956,2023-02-12,20:49:07,0
387,2023-01-07,18:54:28,1
561,2023-03-31,08:26:02,1
523,2023-03-09,12:22:14,1
771,2023-03-19,04:59:07,1
36,2023-02-16,02:35:42,0
633,2023-03-23,14:49:30,0
188,2023-02-20,02:03:11,0
481,2023-03-22,18:29:02,0
264,2023-03-14,23:41:03,0
788,2023-02-21,21:52:26,0
712,2023-04-01,18:26:56,1
34,2023-03-06,09:08:59,1
984,2023-01-30,06:11:07,1
919,2023-02-24,08:52:36,1
113,2023-02-20,16:25:51,1
875,2023-03-01,00:47:23,0
844,2023-01-16,12:46:32,0
924,2023-01-24,18:05:37,0
490,2023-02-07,13:17:49,0
986,2023-01-25,09:30:07,1
17,2023-02-05,20:03:38,0
335,2023-01-10,07:59:07,0
141,2023-03-31,17:20:01,1
6,2023-01-24,02:18:00,1
951,2023-03-08,19:01:04,0
924,2023-03-16,08:36:00,1
596,2023-01-23,13:10:34,0
534,2023-02-03,15:30:58,0
255,2023-03-24,09:14:47,0
614,2023-03-14,09:16:40,1
225,2023-01-08,13:28:27,0
134,2023-02-27,07:06:10,0
236,2023-02-22,07:55:58,1
80,2023-01-04,07:56:15,1
143,2023-03-01,03:25:11,0
809,2023-03-06,14:45:06,1
759,2023-01-19,06:03:42,1
380,2023-01-23,19:12:59,0
326,2023-03-06,20:00:29,1
859,2023-03-22,17:44:23,0
959,2023-01-16,01:11:33,1
103,2023-02-27,06:17:59,1
97,2023-02-11,06:35:27,1
674,2023-01-06,14:30:42,1
981,2023-03-01,05:06:23,0
539,2023-03-12,18:22:19,0
102,2023-02-24,16:47:10,1
804,2023-03-10,15:47:05,1
894,2023-03-17,05:31:55,0
292,2023-03-18,09:14:09,0
364,2023-01-03,08:20:21,0
514,2023-02-14,23:41:44,1
739,2023-02-11,18:06:54,0
765,2023-03-11,12:28:17,1
848,2023-01-10,02:57:46,0
847,2023-01-08,07:05:01,0
268,2023-01-07,19:16:30,0
33,2023-02-16,19:36:17,0
622,2023-01-04,10:37:51,0
665,2023-03-21,07:23:59,1
384,2023-02-24,04:08:19,0
208,2023-01-23,19:35:21,1
155,2023-02-02,16:22:40,0
573,2023-01-19,07:34:39,1
669,2023-03-01,18:05:38,0
585,2023-03-13,02:26:37,0
419,2023-03-10,03:27:03,0
217,2023-04-01,13:19:00,1
95,2023-01-13,00:53:58,0
514,2023-03-30,18:48:47,1
153,2023-02-21,18:31:54,0
223,2023-01-23,16:25:38,1
299,2023-03-30,04:23:55,0
190,2023-01-15,22:17:55,0
320,2023-02-02,16:06:49,1
439,2023-03-31,02:11:52,1
411,2023-03-22,02:37:15,1
654,2023-03-04,18:22:26,0
890,2023-03-22,03:46:56,0
928,2023-02-28,04:13:31,1
661,2023-03-12,22:44:55,1
88,2023-02-09,11:10:48,0
483,2023-01-10,11:04:27,0
915,2023-02-21,10:49:15,1
501,2023-03-05,07:38:08,0
668,2023-02-10,02:59:34,1
10,2023-02-15,15:43:43,0
76,2023-01-21,02:43:16,0
377,2023-01-21,22:07:16,0
217,2023-02-03,10:47:55,0
545,2023-01-30,17:10:50,0
959,2023-02-10,07:20:39,1
889,2023-01-31,02:13:22,0
971,2023-01-14,11:23:13,1
218,2023-03-02,16:06:36,0
741,2023-03-18,10:04:41,0
850,2023-02-20,22:25:40,1
862,2023-02-25,21:43:17,0
559,2023-01-25,16:38:11,1
392,2023-01-19,05:06:47,0
918,2023-02-02,15:50:24,0
431,2023-01-01,04:10:50,1
20,2023-02-01,02:21:39,0
263,2023-01-01,09:10:02,1
778,2023-01-03,00:23:36,1
819,2023-03-08,19:42:53,1
107,2023-03-17,11:44:44,1
621,2023-03-12,03:59:18,1
278,2023-02-16,05:58:25,0
629,2023-04-01,16:50:32,1
354,2023-01-01,21:41:47,1
752,2023-02-16,09:20:30,1
144,2023-01-21,05:30:14,1
688,2023-01-12,10:33:47,1
472,2023-02-21,01:12:41,0
902,2023-03-24,23:03:14,0
269,2023-01-24,23:41:33,1
51,2023-01-15,19:42:30,0
713,2023-01-24,05:46:08,1
667,2023-01-12,10:40:43,0
78,2023-03-24,09:56:19,0
882,2023-02-23,03:59:35,0
752,2023-02-15,18:23:07,0
243,2023-02-05,20:09:40,0
581,2023-02-02,08:46:26,0
109,2023-02-26,07:22:22,0
2,2023-02-05,22:45:05,0
453,2023-01-29,18:09:00,0
477,2023-03-06,23:09:52,0
115,2023-04-01,18:08:21,1
782,2023-02-20,23:54:28,0
649,2023-01-15,11:59:43,0
797,2023-01-20,19:31:42,1
722,2023-03-14,14:07:49,1
890,2023-03-25,15:00:50,0
124,2023-02-17,17:56:41,0
996,2023-01-06,15:47:02,1
864,2023-02-01,17:34:29,0
328,2023-03-21,06:17:31,0
57,2023-04-01,14:36:50,0
119,2023-03-10,22:44:20,0
454,2023-01-08,14:17:26,0
20,2023-01-28,17:47:22,1
21,2023-01-10,03:01:52,0
902,2023-03-02,03:23:01,0
561,2023-02-15,14:33:57,1
33,2023-02-28,11:40:34,1
18,2023-02-16,23:12:07,1
878,2023-02-02,00:32:33,1
423,2023-02-15,13:51:25,1
501,2023-03-07,19:47:19,1
387,2023-01-17,00:24:14,0
437,2023-01-22,00:40:29,1
389,2023-01-13,16:55:55,1
850,2023-02-19,16:04:18,1
674,2023-03-10,20:29:39,0
74,2023-01-08,15:01:08,0
199,2023-02-27,10:01:51,0
6,2023-02-18,07:23:33,1
437,2023-02-23,17:55:11,0
555,2023-01-29,12:08:29,1
816,2023-03-05,23:10:12,0
799,2023-03-09,16:25:15,1
57,2023-03-19,04:14:19,1
43,2023-02-22,17:50:00,0
311,2023-02-17,14:48:59,0
691,2023-02-24,07:49:25,1
131,2023-01-25,08:17:42,1
28,2023-01-28,02:53:22,1
617,2023-01-07,00:29:14,0
899,2023-01-13,03:23:44,0
535,2023-01-09,23:27:37,0
631,2023-01-15,01:51:02,0
151,2023-02-10,06:07:49,0
267,2023-02-07,10:45:36,1
113,2023-03-29,23:17:19,1
433,2023-02-08,10:54:28,0
593,2023-02-05,08:36:39,1
152,2023-02-27,20:57:14,1
913,2023-03-13,22:42:16,1
106,2023-03-14,21:12:12,0
248,2023-01-21,22:28:02,0
329,2023-03-14,11:53:35,1
860,2023-03-23,16:47:15,1
652,2023-01-30,10:06:08,0
163,2023-01-03,09:37:53,0
542,2023-01-29,07:40:48,0
588,2023-02-01,13:21:13,1
930,2023-01-15,10:04:45,1
376,2023-02-24,20:23:16,0
3,2023-01-10,23:32:38,1
909,2023-02-02,19:12:34,1
314,2023-03-13,16:16:08,0
856,2023-03-21,12:33:18,1
979,2023-03-12,06:29:52,0
23,2023-03-24,13:23:10,0
211,2023-01-24,05:10:41,1
353,2023-01-01,04:22:31,0
680,2023-02-10,19:09:50,0
380,2023-01-26,17:31:44,1
595,2023-01-17,19:04:12,0
135,2023-03-19,08:26:51,0
88,2023-02-09,14:22:19,0
168,2023-03-24,03:15:42,0
418,2023-01-05,00:07:21,0
952,2023-01-12,03:52:41,0
584,2023-01-01,01:43:17,1
126,2023-02-15,03:22:40,0
416,2023-03-15,10:18:35,0
553,2023-01-21,02:54:28,0
35,2023-03-16,14:09:23,0
454,2023-01-30,15:40:43,0
58,2023-01-28,19:29:23,1
105,2023-03-12,01:11:38,0
60,2023-03-18,02:42:42,0
479,2023-03-13,03:33:17,1
426,2023-01-04,13:03:16,1
160,2023-03-11,23:28:49,0
649,2023-02-28,14:42:18,1
826,2023-02-28,19:18:57,1
20,2023-02-28,06:10:08,0
175,2023-02-23,04:03:56,1
221,2023-03-13,06:39:58,1
337,2023-03-27,21:44:23,1
887,2023-03-13,22:18:45,0
635,2023-02-07,06:25:30,0
592,2023-01-27,08:13:48,1
570,2023-01-18,11:45:30,0
841,2023-01-31,18:27:38,1
627,2023-01-16,06:56:13,0
360,2023-03-14,23:47:56,1
119,2023-03-17,10:44:42,1
641,2023-03-05,05:43:40,0
37,2023-03-05,01:24:37,0
299,2023-01-17,07:21:37,1
26,2023-02-21,03:24:38,1
742,2023-03-09,06:23:03,1
599,2023-03-01,04:37:38,0
644,2023-03-21,00:28:14,1
954,2023-01-09,17:58:53,1
436,2023-01-07,05:05:47,1
614,2023-01-03,14:27:42,1
53,2023-02-11,22:04:07,1
296,2023-01-15,08:56:57,1
703,2023-02-13,01:26:50,1
917,2023-02-26,04:28:29,0
765,2023-02-14,04:12:09,0
258,2023-03-02,04:25:10,0
807,2023-02-13,02:13:51,0
545,2023-03-22,16:49:21,1
205,2023-02-27,00:51:37,1
732,2023-01-13,17:41:39,1
684,2023-01-30,22:50:44,1
364,2023-03-31,10:16:23,0
877,2023-02-17,08:14:08,1
754,2023-02-16,02:26:34,1
682,2023-03-25,17:42:56,0
530,2023-02-28,12:05:21,0
974,2023-03-22,04:19:59,1
261,2023-03-03,02:53:35,1
265,2023-02-23,12:34:16,0
809,2023-03-30,01:02:30,1
847,2023-03-17,17:08:20,0
77,2023-02-01,09:11:45,0
133,2023-01-10,12:50:29,1
339,2023-01-19,21:33:07,0
811,2023-03-16,22:51:28,0
534,2023-01-03,00:57:54,1
824,2023-02-04,11:46:49,0
124,2023-01-20,13:35:38,0
945,2023-02-07,10:22:40,1
898,2023-03-24,05:35:43,0
403,2023-03-20,03:29:57,0
272,2023-01-04,15:17:31,1
561,2023-03-14,08:27:06,1
693,2023-01-11,13:31:59,0
39,2023-02-13,14:57:01,1
109,2023-01-05,17:36:28,0
580,2023-02-01,16:09:00,0
257,2023-01-02,07:46:57,1
830,2023-01-28,21:31:09,1
457,2023-01-21,19:50:13,1
19,2023-01-29,15:31:08,0
841,2023-01-11,19:19:33,0
27,2023-03-30,07:02:57,0
149,2023-03-12,23:56:31,1
830,2023-03-30,16:10:06,0
156,2023-03-03,07:57:47,0
956,2023-03-10,18:07:22,0
219,2023-01-21,00:12:27,0
784,2023-02-27,12:52:20,0
196,2023-02-23,17:44:13,0
469,2023-01-14,15:42:31,1
911,2023-02-22,02:25:44,1
951,2023-01-29,16:30:46,1
306,2023-03-28,12:11:58,1
172,2023-01-06,02:17:31,1
460,2023-03-30,20:04:23,1
886,2023-03-01,01:42:51,1
321,2023-01-25,00:39:53,0
183,2023-03-04,12:08:43,0
232,2023-01-23,21:09:11,1
459,2023-03-09,04:48:47,0
791,2023-01-02,15:24:45,1
983,2023-01-12,04:16:28,1
89,2023-03-20,20:46:21,0
663,2023-03-18,15:08:21,1
624,2023-01-29,01:06:27,1
299,2023-01-11,21:43:53,1
793,2023-02-10,02:53:32,0
53,2023-02-07,01:21:09,0
509,2023-02-26,11:27:18,0
844,2023-02-28,20:09:19,1
912,2023-04-01,11:49:34,0
603,2023-03-19,14:08:52,1
616,2023-02-17,07:07:13,0
560,2023-03-03,12:48:19,0
216,2023-02-05,11:09:09,1
963,2023-01-25,04:44:15,1
955,2023-02-08,01:53:17,0
382,2023-02-22,07:48:02,1
599,2023-02-25,04:37:32,1
680,2023-02-17,22:41:39,0
179,2023-01-15,22:50:22,1
944,2023-01-05,07:50:54,1
277,2023-02-25,00:15:20,0
79,2023-02-02,10:10:53,1
430,2023-02-01,01:21:57,0
812,2023-02-17,23:15:45,1
249,2023-02-21,18:34:36,0
445,2023-02-14,23:23:42,1
205,2023-02-24,18:12:56,1
860,2023-01-28,16:12:01,1
560,2023-03-15,01:51:22,1
571,2023-01-06,01:05:19,0
45,2023-02-02,18:54:39,0
686,2023-01-25,13:17:26,0
422,2023-01-29,13:32:11,0
881,2023-02-19,01:02:12,0
801,2023-01-15,12:20:26,1
646,2023-03-06,04:26:16,1
891,2023-03-03,05:27:36,1
374,2023-02-17,09:57:05,1
228,2023-02-16,20:44:45,0
605,2023-03-24,04:46:59,1
139,2023-01-29,03:37:04,0
181,2023-03-17,00:28:17,0
228,2023-03-13,12:16:50,0
159,2023-02-24,01:08:31,0
762,2023-01-21,10:06:30,0
780,2023-03-22,03:47:55,1
762,2023-02-16,18:49:41,1
394,2023-02-19,19:37:29,1
506,2023-03-24,15:48:34,0
425,2023-01-22,09:26:53,1
220,2023-03-14,15:03:27,0
192,2023-01-08,06:35:12,1
814,2023-03-24,07:49:21,0
655,2023-02-23,17:46:27,0
804,2023-01-10,23:10:48,1
849,2023-03-10,16:08:24,1
702,2023-02-14,10:11:57,0
80,2023-02-09,10:56:37,1
777,2023-02-15,01:58:45,0
320,2023-02-02,11:17:05,1
436,2023-02-14,04:06:49,1
368,2023-03-14,16:53:01,1
373,2023-03-10,12:10:02,1
145,2023-02-13,09:34:41,1
442,2023-01-17,07:31:18,1
136,2023-03-19,14:58:24,0
246,2023-03-24,19:48:51,1
666,2023-02-26,13:08:01,1
579,2023-02-21,15:05:18,1
529,2023-01-03,09:59:08,1
228,2023-02-07,20:38:21,1
997,2023-03-27,01:50:53,1
362,2023-03-14,05:08:21,0
68,2023-01-28,22:14:42,1
559,2023-01-07,02:09:25,0
476,2023-03-01,13:47:25,1
75,2023-01-21,22:56:07,1
933,2023-04-01,11:28:01,1
513,2023-01-17,15:48:26,0
166,2023-03-03,00:41:17,0
480,2023-02-25,02:13:23,1
387,2023-04-01,09:51:51,0
687,2023-02-19,23:10:47,1
446,2023-02-21,20:58:04,0
675,2023-02-13,03:47:19,0
721,2023-03-18,07:05:17,1
617,2023-01-12,12:00:57,1
338,2023-02-09,21:05:31,1
953,2023-02-21,01:35:26,1
255,2023-02-28,23:48:34,1
637,2023-01-07,11:49:07,1
278,2023-03-26,22:46:16,1
741,2023-02-04,05:23:43,1
155,2023-01-27,17:55:49,1
772,2023-03-08,05:30:20,1
711,2023-03-28,06:14:04,0
431,2023-03-07,21:56:26,0
549,2023-01-31,16:33:22,1
258,2023-03-28,01:48:49,0
486,2023-03-12,23:54:39,1
70,2023-02-20,16:32:04,1
344,2023-03-19,01:21:43,0
531,2023-01-16,10:41:24,1
635,2023-03-15,04:31:02,1
67,2023-01-18,14:49:54,0
710,2023-01-12,12:49:46,1
260,2023-03-22,23:54:52,1
322,2023-01-26,12:02:16,1
50,2023-01-10,19:07:40,1
957,2023-01-29,16:52:30,0
635,2023-03-08,02:29:07,1
733,2023-02-23,10:58:46,1
429,2023-03-20,09:22:45,1
44,2023-03-19,18:00:49,1
560,2023-03-21,05:24:05,1
278,2023-03-30,07:19:50,1
528,2023-01-15,22:37:35,1
850,2023-02-20,05:21:57,1
206,2023-01-01,09:31:39,1
686,2023-01-27,10:52:38,0
468,2023-03-08,05:41:39,1
694,2023-03-19,09:09:44,1
833,2023-02-27,07:46:45,1
626,2023-03-18,11:11:26,0
349,2023-02-12,19:23:50,0
355,2023-03-09,05:16:56,0
239,2023-02-20,10:38:59,1
425,2023-03-26,10:53:07,1
509,2023-01-09,11:10:21,1
236,2023-01-16,17:22:45,1
763,2023-03-01,13:52:48,1
578,2023-01-15,02:41:56,1
82,2023-02-12,03:22:42,1
938,2023-01-05,20:52:37,1
282,2023-01-13,17:52:50,0
263,2023-01-03,23:55:26,1
954,2023-01-11,11:33:26,0
768,2023-01-02,16:49:16,0
83,2023-03-02,23:29:25,1
1000,2023-01-14,18:20:05,1
403,2023-01-10,03:40:55,0
681,2023-02-01,23:36:26,0
965,2023-02-03,04:56:49,1
583,2023-03-10,19:06:32,0
407,2023-02-26,09:14:04,1
740,2023-01-01,15:37:35,1
317,2023-03-18,14:53:27,1
136,2023-03-11,06:22:20,0
336,2023-02-17,08:32:05,0
171,2023-02-11,02:22:46,0
377,2023-04-01,20:59:10,0
592,2023-02-26,22:33:49,1
217,2023-01-17,12:43:20,0
76,2023-01-04,08:16:45,0
311,2023-03-03,15:44:30,1
448,2023-02-18,08:32:15,0
365,2023-01-06,08:28:48,1
442,2023-01-15,04:46:38,0
729,2023-02-02,17:44:46,1
280,2023-03-27,02:16:58,1
68,2023-03-25,09:56:25,1
923,2023-01-03,22:13:00,0
854,2023-02-08,04:15:07,0
584,2023-01-11,01:18:00,0
11,2023-02-26,13:49:26,0
430,2023-03-27,03:33:10,1
107,2023-02-07,13:32:41,1
421,2023-02-05,07:40:40,0
957,2023-01-22,10:07:01,1
227,2023-03-13,14:40:06,1
110,2023-02-08,09:48:33,1
701,2023-03-01,02:05:19,1
10,2023-03-29,23:24:01,0
843,2023-02-16,16:23:44,1
846,2023-01-14,15:50:29,0
489,2023-01-17,05:42:13,0
290,2023-03-16,18:07:47,1
894,2023-01-04,03:15:22,1
863,2023-02-04,07:36:45,1
195,2023-01-31,03:49:55,0
670,2023-01-21,12:19:51,1
427,2023-01-10,01:27:56,1
691,2023-02-25,08:34:47,1
307,2023-04-01,13:20:28,1
972,2023-02-24,00:50:36,0
72,2023-01-05,23:49:09,1
890,2023-01-12,07:32:19,0
555,2023-03-18,07:50:58,0
