device_id,connection_date,connection_time,device_type
948,2023-01-01,2023-04-15 08:07:15,Speaker
644,2023-02-19,2023-04-15 11:15:02,Monitor
668,2023-02-07,2023-04-15 00:56:27,Monitor
156,2023-02-12,2023-04-15 10:57:38,Speaker
287,2023-02-04,2023-04-15 22:43:28,IoT Device
174,2023-03-05,2023-04-15 08:02:52,IoT Device
765,2023-03-13,2023-04-15 01:01:43,Speaker
439,2023-01-09,2023-04-15 22:04:24,IoT Device
964,2023-03-12,2023-04-15 10:50:29,Monitor
207,2023-01-19,2023-04-15 19:52:09,Monitor
227,2023-03-17,2023-04-15 19:58:17,Monitor
712,2023-01-22,2023-04-15 23:32:17,Watch
636,2023-02-24,2023-04-15 09:31:54,IoT Device
94,2023-01-28,2023-04-15 06:53:01,IoT Device
888,2023-03-22,2023-04-15 11:37:00,IoT Device
105,2023-02-07,2023-04-15 15:52:03,Watch
800,2023-02-26,2023-04-15 21:17:48,Speaker
635,2023-03-08,2023-04-15 21:46:00,IoT Device
941,2023-02-19,2023-04-15 02:08:20,Speaker
970,2023-02-07,2023-04-15 19:39:36,IoT Device
431,2023-02-26,2023-04-15 23:11:37,Monitor
283,2023-03-26,2023-04-15 11:24:25,Monitor
776,2023-02-21,2023-04-15 16:47:55,Watch
992,2023-03-30,2023-04-15 08:58:06,Speaker
730,2023-02-09,2023-04-15 17:58:07,Monitor
243,2023-02-02,2023-04-15 00:28:26,Watch
657,2023-01-06,2023-04-15 07:13:05,Speaker
68,2023-03-14,2023-04-15 16:54:52,Speaker
298,2023-03-04,2023-04-15 16:31:42,Watch
899,2023-02-07,2023-04-15 23:58:58,Watch
723,2023-01-15,2023-04-15 05:03:32,Speaker
622,2023-02-11,2023-04-15 23:29:25,Watch
881,2023-03-26,2023-04-15 06:38:43,Monitor
998,2023-01-09,2023-04-15 01:51:54,Watch
143,2023-01-18,2023-04-15 04:57:51,Monitor
330,2023-02-04,2023-04-15 05:21:49,IoT Device
227,2023-01-02,2023-04-15 17:31:08,Watch
555,2023-03-25,2023-04-15 12:55:53,Speaker
549,2023-02-11,2023-04-15 19:26:15,Speaker
861,2023-03-22,2023-04-15 07:14:49,Monitor
940,2023-03-09,2023-04-15 20:33:09,Monitor
595,2023-01-15,2023-04-15 22:35:10,IoT Device
718,2023-02-03,2023-04-15 20:15:12,Monitor
248,2023-02-15,2023-04-15 21:30:41,Monitor
616,2023-03-03,2023-04-15 16:50:51,IoT Device
456,2023-02-27,2023-04-15 13:02:12,Monitor
966,2023-03-13,2023-04-15 07:42:37,Watch
402,2023-01-26,2023-04-15 18:19:46,IoT Device
719,2023-03-06,2023-04-15 02:31:19,IoT Device
780,2023-01-21,2023-04-15 08:31:42,Monitor
243,2023-02-16,2023-04-15 00:32:54,Watch
400,2023-03-31,2023-04-15 02:11:51,Speaker
400,2023-03-12,2023-04-15 21:55:53,Monitor
923,2023-01-06,2023-04-15 04:54:29,Monitor
651,2023-02-28,2023-04-15 14:27:30,Monitor
686,2023-03-07,2023-04-15 11:52:40,Monitor
665,2023-02-25,2023-04-15 05:51:06,Monitor
687,2023-01-12,2023-04-15 10:30:54,IoT Device
12,2023-03-30,2023-04-15 16:06:34,Monitor
352,2023-03-15,2023-04-15 05:30:03,Monitor
385,2023-02-01,2023-04-15 08:58:29,Watch
190,2023-03-27,2023-04-15 19:01:23,Speaker
203,2023-02-25,2023-04-15 01:21:09,Watch
823,2023-03-25,2023-04-15 00:44:06,Speaker
422,2023-01-06,2023-04-15 17:02:46,Watch
714,2023-02-05,2023-04-15 19:17:47,IoT Device
788,2023-03-17,2023-04-15 04:46:56,Monitor
210,2023-02-27,2023-04-15 05:12:29,Watch
846,2023-01-22,2023-04-15 02:25:57,Monitor
232,2023-03-21,2023-04-15 00:38:22,Watch
371,2023-04-01,2023-04-15 15:45:18,IoT Device
782,2023-03-02,2023-04-15 11:09:28,IoT Device
787,2023-02-27,2023-04-15 07:56:10,Watch
582,2023-03-24,2023-04-15 20:22:05,IoT Device
116,2023-02-04,2023-04-15 21:20:19,Speaker
698,2023-03-14,2023-04-15 21:35:16,Watch
677,2023-02-06,2023-04-15 09:02:03,Watch
601,2023-01-27,2023-04-15 16:55:37,IoT Device
804,2023-01-22,2023-04-15 17:55:05,Speaker
877,2023-02-14,2023-04-15 09:45:53,Speaker
280,2023-01-08,2023-04-15 17:22:15,Speaker
840,2023-02-07,2023-04-15 09:51:55,Speaker
596,2023-03-31,2023-04-15 02:41:22,Watch
508,2023-02-26,2023-04-15 23:39:29,IoT Device
225,2023-02-01,2023-04-15 01:37:54,Watch
391,2023-03-13,2023-04-15 23:28:36,Watch
75,2023-01-07,2023-04-15 18:21:23,Speaker
906,2023-03-13,2023-04-15 12:55:02,IoT Device
699,2023-03-19,2023-04-15 08:23:46,Speaker
710,2023-03-04,2023-04-15 01:39:12,Speaker
435,2023-03-21,2023-04-15 05:31:06,IoT Device
463,2023-02-02,2023-04-15 13:11:36,Monitor
958,2023-01-03,2023-04-15 15:24:20,Speaker
772,2023-02-21,2023-04-15 08:58:43,Monitor
335,2023-02-09,2023-04-15 02:29:16,Speaker
102,2023-01-06,2023-04-15 23:08:33,Monitor
703,2023-02-25,2023-04-15 05:53:25,Monitor
770,2023-01-09,2023-04-15 15:40:39,IoT Device
902,2023-01-08,2023-04-15 16:18:03,Watch
492,2023-02-19,2023-04-15 13:20:37,IoT Device
497,2023-01-08,2023-04-15 02:52:56,IoT Device
260,2023-03-17,2023-04-15 12:07:11,IoT Device
999,2023-03-25,2023-04-15 13:41:21,IoT Device
337,2023-01-04,2023-04-15 11:36:30,IoT Device
580,2023-03-26,2023-04-15 20:43:14,Watch
645,2023-01-06,2023-04-15 21:46:08,IoT Device
703,2023-02-26,2023-04-15 00:01:01,Watch
802,2023-02-06,2023-04-15 01:18:38,Watch
183,2023-01-14,2023-04-15 22:22:15,Monitor
228,2023-01-31,2023-04-15 23:26:43,Monitor
704,2023-01-05,2023-04-15 11:14:32,Monitor
381,2023-01-11,2023-04-15 12:01:31,Monitor
197,2023-02-22,2023-04-15 10:01:51,Watch
417,2023-03-01,2023-04-15 03:51:52,Monitor
580,2023-01-19,2023-04-15 21:10:15,IoT Device
661,2023-03-01,2023-04-15 23:25:01,Monitor
472,2023-02-10,2023-04-15 23:09:39,Speaker
864,2023-02-02,2023-04-15 20:21:37,IoT Device
122,2023-02-16,2023-04-15 18:16:59,Speaker
853,2023-01-08,2023-04-15 01:08:38,Speaker
648,2023-02-06,2023-04-15 17:26:46,Speaker
585,2023-03-19,2023-04-15 03:06:16,Watch
14,2023-03-13,2023-04-15 13:28:18,Watch
55,2023-02-14,2023-04-15 09:37:27,Watch
736,2023-02-26,2023-04-15 14:53:01,Monitor
846,2023-03-11,2023-04-15 22:36:43,Monitor
513,2023-03-28,2023-04-15 00:01:46,Monitor
669,2023-02-06,2023-04-15 09:12:04,Watch
584,2023-01-25,2023-04-15 22:49:28,Speaker
119,2023-02-10,2023-04-15 15:40:50,IoT Device
276,2023-03-16,2023-04-15 04:21:27,IoT Device
500,2023-03-27,2023-04-15 19:07:38,Monitor
592,2023-01-15,2023-04-15 08:41:49,Monitor
623,2023-03-22,2023-04-15 03:52:46,Monitor
137,2023-03-06,2023-04-15 06:40:09,Speaker
453,2023-03-15,2023-04-15 13:23:02,IoT Device
942,2023-02-16,2023-04-15 07:44:48,Speaker
333,2023-01-14,2023-04-15 19:08:25,Monitor
438,2023-03-24,2023-04-15 09:23:24,Speaker
303,2023-01-22,2023-04-15 01:28:32,IoT Device
706,2023-01-02,2023-04-15 20:47:24,Watch
822,2023-01-06,2023-04-15 06:29:28,Speaker
60,2023-03-28,2023-04-15 00:37:21,Monitor
608,2023-01-22,2023-04-15 02:02:56,IoT Device
23,2023-01-25,2023-04-15 12:31:25,Speaker
754,2023-02-20,2023-04-15 15:16:07,IoT Device
802,2023-01-30,2023-04-15 02:06:07,Speaker
415,2023-01-14,2023-04-15 12:44:36,Watch
448,2023-03-01,2023-04-15 20:58:38,Watch
401,2023-01-17,2023-04-15 04:57:13,IoT Device
976,2023-03-18,2023-04-15 12:43:09,Watch
429,2023-03-24,2023-04-15 07:40:56,Watch
303,2023-02-23,2023-04-15 05:07:10,Watch
393,2023-01-04,2023-04-15 05:37:47,IoT Device
774,2023-03-08,2023-04-15 13:44:22,Monitor
949,2023-03-24,2023-04-15 05:39:21,IoT Device
57,2023-01-25,2023-04-15 23:32:19,Monitor
165,2023-02-07,2023-04-15 01:40:22,IoT Device
931,2023-01-16,2023-04-15 13:39:20,Speaker
102,2023-01-29,2023-04-15 18:39:44,Speaker
105,2023-02-12,2023-04-15 17:13:09,Speaker
772,2023-01-21,2023-04-15 17:27:05,Speaker
467,2023-02-13,2023-04-15 13:51:57,Monitor
382,2023-01-29,2023-04-15 21:58:48,Monitor
229,2023-01-18,2023-04-15 01:07:59,IoT Device
931,2023-04-01,2023-04-15 11:48:28,Monitor
865,2023-01-01,2023-04-15 16:05:43,Monitor
961,2023-03-28,2023-04-15 09:06:47,Speaker
196,2023-03-27,2023-04-15 05:53:03,Watch
666,2023-02-03,2023-04-15 18:53:07,IoT Device
591,2023-01-03,2023-04-15 17:54:22,IoT Device
658,2023-01-06,2023-04-15 02:41:06,Monitor
235,2023-01-07,2023-04-15 03:11:05,Monitor
738,2023-01-04,2023-04-15 19:58:14,Monitor
513,2023-03-13,2023-04-15 14:30:00,Speaker
106,2023-02-17,2023-04-15 08:31:09,Speaker
88,2023-02-18,2023-04-15 17:59:14,Speaker
83,2023-01-18,2023-04-15 21:54:27,Speaker
586,2023-01-29,2023-04-15 05:55:20,Monitor
875,2023-02-07,2023-04-15 03:30:30,Speaker
711,2023-03-24,2023-04-15 04:20:48,Monitor
539,2023-03-01,2023-04-15 03:16:59,Watch
854,2023-03-26,2023-04-15 16:22:29,Watch
121,2023-02-15,2023-04-15 14:24:42,Watch
714,2023-02-05,2023-04-15 22:03:17,Watch
688,2023-01-02,2023-04-15 00:13:07,Watch
951,2023-01-12,2023-04-15 20:27:44,Watch
317,2023-03-31,2023-04-15 16:17:03,Watch
351,2023-03-11,2023-04-15 21:40:15,Speaker
608,2023-01-31,2023-04-15 14:34:07,Monitor
6,2023-03-08,2023-04-15 11:33:26,Speaker
408,2023-03-01,2023-04-15 13:56:16,Monitor
434,2023-03-29,2023-04-15 17:58:53,Speaker
68,2023-02-12,2023-04-15 10:46:44,IoT Device
546,2023-02-15,2023-04-15 11:49:09,Monitor
568,2023-01-26,2023-04-15 22:09:40,Monitor
910,2023-03-11,2023-04-15 15:01:39,Watch
815,2023-01-02,2023-04-15 00:24:18,Watch
747,2023-02-18,2023-04-15 01:15:50,Monitor
822,2023-01-25,2023-04-15 13:07:51,Speaker
494,2023-01-19,2023-04-15 23:40:05,IoT Device
877,2023-01-31,2023-04-15 20:52:32,Speaker
528,2023-03-25,2023-04-15 17:58:11,Watch
340,2023-03-31,2023-04-15 15:32:41,Monitor
979,2023-03-29,2023-04-15 12:48:13,Watch
178,2023-02-02,2023-04-15 21:39:31,Monitor
397,2023-02-03,2023-04-15 12:10:27,Watch
572,2023-01-10,2023-04-15 17:12:45,Speaker
768,2023-01-28,2023-04-15 16:41:22,Speaker
720,2023-03-11,2023-04-15 12:59:40,Speaker
136,2023-02-23,2023-04-15 05:45:41,IoT Device
21,2023-03-07,2023-04-15 03:22:16,Speaker
194,2023-03-21,2023-04-15 04:52:03,Speaker
375,2023-02-22,2023-04-15 03:22:12,Monitor
236,2023-01-25,2023-04-15 16:47:19,Monitor
891,2023-01-28,2023-04-15 22:44:04,Watch
72,2023-03-14,2023-04-15 14:02:09,Watch
629,2023-03-26,2023-04-15 20:34:54,Monitor
442,2023-02-07,2023-04-15 17:34:31,Monitor
35,2023-01-30,2023-04-15 16:46:24,Monitor
580,2023-03-14,2023-04-15 17:36:23,Monitor
29,2023-01-28,2023-04-15 02:00:35,IoT Device
199,2023-02-03,2023-04-15 18:47:13,Monitor
775,2023-01-13,2023-04-15 16:37:53,Monitor
113,2023-01-30,2023-04-15 11:50:45,Monitor
575,2023-01-06,2023-04-15 17:00:08,IoT Device
453,2023-03-04,2023-04-15 02:58:52,Monitor
313,2023-01-18,2023-04-15 15:15:27,Watch
375,2023-02-13,2023-04-15 16:21:00,Watch
281,2023-01-23,2023-04-15 09:06:04,Watch
461,2023-03-29,2023-04-15 11:21:30,IoT Device
117,2023-01-17,2023-04-15 19:08:11,IoT Device
378,2023-03-16,2023-04-15 11:52:24,Monitor
646,2023-02-23,2023-04-15 10:12:21,IoT Device
125,2023-01-29,2023-04-15 00:17:03,Speaker
942,2023-01-26,2023-04-15 06:37:15,Speaker
369,2023-01-11,2023-04-15 01:07:57,Watch
623,2023-03-06,2023-04-15 11:53:27,Watch
930,2023-03-24,2023-04-15 14:49:22,Speaker
889,2023-01-30,2023-04-15 12:10:52,IoT Device
614,2023-01-17,2023-04-15 22:01:04,Watch
882,2023-03-17,2023-04-15 03:02:52,IoT Device
307,2023-01-01,2023-04-15 04:31:12,IoT Device
320,2023-02-15,2023-04-15 02:01:48,Speaker
881,2023-04-01,2023-04-15 14:15:34,IoT Device
629,2023-02-06,2023-04-15 14:19:04,Speaker
285,2023-02-04,2023-04-15 20:59:25,Monitor
812,2023-03-27,2023-04-15 08:02:45,Speaker
587,2023-03-01,2023-04-15 21:12:36,Monitor
100,2023-03-26,2023-04-15 06:06:46,Speaker
535,2023-03-25,2023-04-15 02:49:56,IoT Device
676,2023-02-11,2023-04-15 16:31:44,Monitor
335,2023-02-22,2023-04-15 05:11:28,Speaker
681,2023-02-14,2023-04-15 07:05:57,Watch
771,2023-01-13,2023-04-15 22:57:10,IoT Device
331,2023-03-29,2023-04-15 19:19:40,Speaker
583,2023-01-07,2023-04-15 19:20:45,Speaker
536,2023-03-19,2023-04-15 13:37:31,Speaker
784,2023-03-08,2023-04-15 08:56:21,Watch
905,2023-03-14,2023-04-15 00:16:01,Monitor
438,2023-03-06,2023-04-15 22:09:32,Speaker
679,2023-03-25,2023-04-15 08:20:02,Watch
291,2023-02-02,2023-04-15 01:10:10,IoT Device
173,2023-02-16,2023-04-15 10:00:41,Speaker
220,2023-01-02,2023-04-15 09:42:45,Monitor
318,2023-02-13,2023-04-15 00:11:11,Speaker
146,2023-03-25,2023-04-15 13:58:43,Monitor
491,2023-02-21,2023-04-15 06:34:14,IoT Device
758,2023-01-15,2023-04-15 06:32:13,Speaker
865,2023-01-16,2023-04-15 17:40:04,Speaker
941,2023-02-06,2023-04-15 01:06:57,IoT Device
793,2023-03-04,2023-04-15 06:40:19,IoT Device
201,2023-03-21,2023-04-15 02:42:11,Speaker
786,2023-03-03,2023-04-15 09:36:47,Speaker
904,2023-01-17,2023-04-15 06:06:28,Monitor
754,2023-02-16,2023-04-15 10:45:40,Speaker
390,2023-01-26,2023-04-15 14:28:12,Speaker
488,2023-01-28,2023-04-15 20:28:38,Monitor
720,2023-01-12,2023-04-15 17:14:27,Watch
906,2023-02-25,2023-04-15 01:39:05,IoT Device
976,2023-01-15,2023-04-15 05:42:42,Monitor
717,2023-03-11,2023-04-15 05:47:15,Monitor
30,2023-03-27,2023-04-15 12:56:30,IoT Device
519,2023-02-04,2023-04-15 18:55:31,Watch
858,2023-02-26,2023-04-15 01:42:01,Speaker
979,2023-01-26,2023-04-15 19:26:05,Monitor
357,2023-03-10,2023-04-15 02:57:03,IoT Device
857,2023-01-27,2023-04-15 04:31:09,Speaker
985,2023-01-16,2023-04-15 17:47:30,Speaker
18,2023-03-09,2023-04-15 20:57:00,IoT Device
921,2023-01-14,2023-04-15 16:23:01,IoT Device
357,2023-01-11,2023-04-15 17:36:51,Monitor
914,2023-03-25,2023-04-15 13:21:28,Speaker
24,2023-01-08,2023-04-15 03:21:09,Speaker
336,2023-03-22,2023-04-15 22:55:17,Speaker
214,2023-03-14,2023-04-15 19:11:31,Speaker
899,2023-03-28,2023-04-15 19:16:14,Speaker
604,2023-01-12,2023-04-15 14:50:46,Watch
487,2023-02-19,2023-04-15 22:25:44,Monitor
28,2023-02-11,2023-04-15 14:51:30,IoT Device
292,2023-01-23,2023-04-15 01:15:48,Monitor
122,2023-03-17,2023-04-15 19:06:46,IoT Device
794,2023-02-10,2023-04-15 09:35:44,Watch
301,2023-03-04,2023-04-15 15:13:57,IoT Device
576,2023-01-25,2023-04-15 10:33:15,IoT Device
400,2023-01-10,2023-04-15 14:36:54,Watch
723,2023-01-14,2023-04-15 22:56:13,Watch
397,2023-03-18,2023-04-15 17:50:41,Speaker
684,2023-03-25,2023-04-15 20:06:25,IoT Device
908,2023-01-07,2023-04-15 02:47:52,Speaker
186,2023-01-21,2023-04-15 10:38:36,Monitor
40,2023-01-09,2023-04-15 17:22:20,IoT Device
833,2023-02-26,2023-04-15 20:48:34,Speaker
700,2023-01-02,2023-04-15 17:55:24,Watch
1,2023-03-18,2023-04-15 23:12:56,IoT Device
993,2023-03-09,2023-04-15 21:46:37,Speaker
316,2023-03-03,2023-04-15 03:07:21,Monitor
123,2023-01-10,2023-04-15 12:08:38,Speaker
756,2023-01-27,2023-04-15 10:56:49,Monitor
693,2023-03-20,2023-04-15 16:29:58,Monitor
536,2023-01-31,2023-04-15 02:23:34,IoT Device
689,2023-02-21,2023-04-15 22:30:09,IoT Device
623,2023-03-11,2023-04-15 08:45:38,Speaker
20,2023-01-22,2023-04-15 21:07:00,Speaker
633,2023-02-10,2023-04-15 03:07:37,IoT Device
47,2023-02-06,2023-04-15 15:16:07,Monitor
924,2023-03-26,2023-04-15 19:58:37,Speaker
302,2023-02-19,2023-04-15 20:51:57,Watch
528,2023-02-13,2023-04-15 05:44:21,IoT Device
996,2023-02-14,2023-04-15 16:01:07,Watch
874,2023-03-11,2023-04-15 17:48:28,Watch
351,2023-01-10,2023-04-15 04:09:17,Speaker
638,2023-02-14,2023-04-15 04:20:36,Monitor
288,2023-01-25,2023-04-15 14:05:55,Monitor
690,2023-03-10,2023-04-15 22:19:37,Watch
33,2023-03-06,2023-04-15 13:40:17,IoT Device
489,2023-03-14,2023-04-15 21:52:28,Monitor
600,2023-02-21,2023-04-15 09:31:04,IoT Device
19,2023-03-13,2023-04-15 08:29:50,IoT Device
963,2023-02-11,2023-04-15 14:50:54,Speaker
278,2023-03-22,2023-04-15 03:54:36,Speaker
876,2023-03-13,2023-04-15 11:52:47,Speaker
634,2023-03-20,2023-04-15 19:53:33,Watch
793,2023-02-22,2023-04-15 10:35:14,Monitor
616,2023-03-20,2023-04-15 07:36:50,Speaker
141,2023-02-01,2023-04-15 08:50:06,IoT Device
804,2023-03-18,2023-04-15 14:15:37,IoT Device
150,2023-01-22,2023-04-15 08:03:40,Monitor
672,2023-02-15,2023-04-15 13:37:12,Speaker
331,2023-01-31,2023-04-15 05:05:06,Speaker
506,2023-03-05,2023-04-15 09:55:06,IoT Device
472,2023-03-15,2023-04-15 13:26:53,Speaker
948,2023-01-10,2023-04-15 03:09:08,IoT Device
843,2023-01-27,2023-04-15 06:25:46,IoT Device
705,2023-01-26,2023-04-15 15:10:50,Speaker
183,2023-03-22,2023-04-15 20:45:36,Monitor
257,2023-02-14,2023-04-15 17:38:18,Speaker
279,2023-02-11,2023-04-15 08:06:43,Monitor
438,2023-02-14,2023-04-15 00:09:15,Monitor
445,2023-01-02,2023-04-15 20:39:31,Speaker
200,2023-02-23,2023-04-15 23:05:10,IoT Device
193,2023-03-07,2023-04-15 17:02:06,Monitor
765,2023-03-05,2023-04-15 10:21:57,Speaker
335,2023-03-24,2023-04-15 14:16:04,IoT Device
172,2023-03-29,2023-04-15 11:53:11,Monitor
840,2023-02-15,2023-04-15 06:01:04,Watch
69,2023-02-06,2023-04-15 06:49:23,IoT Device
259,2023-01-30,2023-04-15 09:05:15,Watch
609,2023-03-11,2023-04-15 03:32:04,Monitor
795,2023-02-04,2023-04-15 07:00:51,Monitor
651,2023-02-25,2023-04-15 18:31:01,Watch
571,2023-01-26,2023-04-15 11:16:37,Speaker
727,2023-02-21,2023-04-15 11:24:51,Watch
863,2023-02-22,2023-04-15 05:12:25,Watch
781,2023-03-05,2023-04-15 13:14:44,IoT Device
459,2023-03-27,2023-04-15 19:01:06,Monitor
856,2023-03-18,2023-04-15 22:20:21,Monitor
638,2023-02-14,2023-04-15 07:02:43,Watch
134,2023-01-10,2023-04-15 05:22:09,IoT Device
661,2023-02-09,2023-04-15 04:56:06,Speaker
131,2023-02-27,2023-04-15 15:31:49,Speaker
406,2023-01-07,2023-04-15 21:33:32,Speaker
56,2023-01-20,2023-04-15 03:22:49,IoT Device
973,2023-01-24,2023-04-15 16:28:35,Monitor
796,2023-03-17,2023-04-15 07:37:24,Monitor
372,2023-03-09,2023-04-15 17:02:58,Watch
265,2023-01-01,2023-04-15 07:15:50,Watch
390,2023-02-17,2023-04-15 21:42:32,Monitor
938,2023-03-23,2023-04-15 03:04:30,Monitor
23,2023-01-18,2023-04-15 11:08:56,IoT Device
133,2023-02-25,2023-04-15 02:59:38,IoT Device
867,2023-01-14,2023-04-15 18:38:47,Speaker
497,2023-02-11,2023-04-15 07:00:55,Speaker
966,2023-01-12,2023-04-15 18:58:32,Speaker
658,2023-03-27,2023-04-15 15:35:02,Monitor
709,2023-01-27,2023-04-15 00:30:05,Speaker
137,2023-03-17,2023-04-15 09:20:02,Speaker
671,2023-01-03,2023-04-15 14:35:06,Speaker
895,2023-03-06,2023-04-15 10:08:22,Monitor
720,2023-01-18,2023-04-15 18:32:37,IoT Device
669,2023-01-29,2023-04-15 23:19:49,Speaker
968,2023-01-03,2023-04-15 09:25:47,Watch
931,2023-01-16,2023-04-15 10:31:55,IoT Device
878,2023-02-04,2023-04-15 16:01:17,Monitor
855,2023-02-06,2023-04-15 04:43:53,Speaker
457,2023-02-03,2023-04-15 23:17:19,Monitor
812,2023-03-25,2023-04-15 19:20:26,IoT Device
765,2023-03-16,2023-04-15 23:10:46,IoT Device
95,2023-03-25,2023-04-15 10:54:49,Monitor
525,2023-01-22,2023-04-15 15:37:05,Watch
165,2023-02-08,2023-04-15 13:18:59,Monitor
893,2023-02-11,2023-04-15 10:08:11,Watch
415,2023-02-25,2023-04-15 23:24:27,IoT Device
785,2023-02-03,2023-04-15 01:11:01,IoT Device
128,2023-01-05,2023-04-15 07:31:17,Monitor
192,2023-02-20,2023-04-15 10:45:51,Speaker
22,2023-01-31,2023-04-15 03:18:37,IoT Device
560,2023-02-07,2023-04-15 01:21:45,Monitor
223,2023-03-12,2023-04-15 15:14:16,Speaker
235,2023-03-01,2023-04-15 10:30:53,Monitor
630,2023-02-02,2023-04-15 15:11:19,Speaker
572,2023-01-11,2023-04-15 06:29:10,IoT Device
796,2023-03-12,2023-04-15 21:22:16,Watch
196,2023-03-13,2023-04-15 06:00:48,Watch
579,2023-02-16,2023-04-15 04:17:05,Speaker
66,2023-03-19,2023-04-15 09:12:55,Speaker
391,2023-03-29,2023-04-15 07:54:03,Monitor
378,2023-03-09,2023-04-15 17:00:56,Speaker
303,2023-03-31,2023-04-15 03:26:37,Speaker
169,2023-02-04,2023-04-15 07:29:13,Monitor
330,2023-02-06,2023-04-15 22:15:35,Speaker
993,2023-03-05,2023-04-15 18:29:07,Watch
465,2023-01-24,2023-04-15 21:47:08,Watch
391,2023-01-31,2023-04-15 15:02:01,Monitor
809,2023-02-07,2023-04-15 17:08:29,Speaker
225,2023-03-10,2023-04-15 06:00:14,Monitor
854,2023-03-06,2023-04-15 00:25:21,Speaker
857,2023-02-23,2023-04-15 19:07:42,Monitor
158,2023-01-11,2023-04-15 07:53:46,IoT Device
837,2023-01-24,2023-04-15 01:02:06,IoT Device
705,2023-03-06,2023-04-15 09:44:05,Monitor
227,2023-03-17,2023-04-15 16:46:31,Watch
970,2023-03-13,2023-04-15 18:13:10,IoT Device
211,2023-03-18,2023-04-15 01:06:10,Watch
74,2023-01-22,2023-04-15 05:15:31,Speaker
728,2023-01-03,2023-04-15 23:39:23,IoT Device
261,2023-01-11,2023-04-15 04:38:58,Monitor
395,2023-01-03,2023-04-15 02:41:12,Watch
221,2023-03-24,2023-04-15 10:42:15,Speaker
939,2023-03-22,2023-04-15 21:57:49,Watch
731,2023-02-15,2023-04-15 17:35:38,Speaker
86,2023-02-19,2023-04-15 07:25:25,IoT Device
216,2023-02-17,2023-04-15 08:58:48,IoT Device
411,2023-01-20,2023-04-15 15:12:08,IoT Device
430,2023-02-16,2023-04-15 05:09:22,Watch
585,2023-03-24,2023-04-15 17:23:19,Speaker
367,2023-01-25,2023-04-15 16:38:11,Watch
970,2023-01-26,2023-04-15 07:46:04,Monitor
792,2023-03-01,2023-04-15 06:29:04,IoT Device
200,2023-02-18,2023-04-15 21:00:30,Monitor
372,2023-03-08,2023-04-15 13:01:10,IoT Device
2,2023-03-12,2023-04-15 15:22:02,Speaker
418,2023-03-21,2023-04-15 22:43:36,Watch
907,2023-01-21,2023-04-15 17:13:13,Monitor
693,2023-03-13,2023-04-15 12:59:37,IoT Device
632,2023-01-15,2023-04-15 02:26:41,Speaker
235,2023-01-02,2023-04-15 02:06:42,Speaker
265,2023-02-18,2023-04-15 03:41:58,IoT Device
427,2023-02-11,2023-04-15 20:35:18,IoT Device
865,2023-02-10,2023-04-15 21:13:22,IoT Device
340,2023-02-10,2023-04-15 18:05:22,Monitor
405,2023-03-02,2023-04-15 01:28:46,Monitor
851,2023-01-13,2023-04-15 21:43:09,Monitor
37,2023-02-12,2023-04-15 19:50:15,IoT Device
307,2023-03-19,2023-04-15 20:23:19,Watch
802,2023-03-15,2023-04-15 14:17:43,Speaker
577,2023-03-14,2023-04-15 12:13:18,Monitor
849,2023-01-18,2023-04-15 11:11:46,Watch
204,2023-01-29,2023-04-15 18:46:06,Monitor
486,2023-01-12,2023-04-15 10:58:02,IoT Device
678,2023-03-03,2023-04-15 18:17:50,IoT Device
991,2023-03-05,2023-04-15 23:35:23,Monitor
829,2023-02-06,2023-04-15 16:33:54,Speaker
903,2023-02-19,2023-04-15 03:38:47,IoT Device
620,2023-03-27,2023-04-15 10:43:48,IoT Device
374,2023-04-01,2023-04-15 12:10:49,Speaker
179,2023-02-21,2023-04-15 07:53:28,Watch
235,2023-02-04,2023-04-15 00:52:19,Speaker
263,2023-01-19,2023-04-15 12:22:58,Monitor
629,2023-03-29,2023-04-15 06:48:19,IoT Device
702,2023-02-11,2023-04-15 19:25:12,Monitor
316,2023-02-17,2023-04-15 20:50:30,Watch
935,2023-03-02,2023-04-15 04:31:14,Speaker
905,2023-03-28,2023-04-15 10:02:03,Watch
991,2023-01-11,2023-04-15 18:56:30,Watch
466,2023-03-09,2023-04-15 10:27:33,Watch
991,2023-03-19,2023-04-15 11:27:47,Monitor
532,2023-03-26,2023-04-15 05:05:10,IoT Device
608,2023-03-04,2023-04-15 18:18:28,IoT Device
600,2023-01-17,2023-04-15 12:51:47,Speaker
673,2023-03-19,2023-04-15 22:07:22,Speaker
437,2023-02-06,2023-04-15 16:00:08,Monitor
597,2023-03-03,2023-04-15 08:38:19,Monitor
533,2023-01-09,2023-04-15 14:38:34,IoT Device
270,2023-01-30,2023-04-15 15:39:54,Watch
144,2023-01-16,2023-04-15 09:59:13,Watch
67,2023-01-05,2023-04-15 14:34:27,Monitor
568,2023-02-15,2023-04-15 20:43:28,Monitor
190,2023-02-02,2023-04-15 17:48:51,Watch
377,2023-02-14,2023-04-15 23:34:20,IoT Device
950,2023-01-27,2023-04-15 22:00:27,Watch
823,2023-01-24,2023-04-15 15:37:24,Speaker
881,2023-02-09,2023-04-15 19:05:22,IoT Device
422,2023-02-25,2023-04-15 07:44:47,IoT Device
468,2023-01-17,2023-04-15 11:30:01,IoT Device
86,2023-02-21,2023-04-15 16:55:11,Monitor
849,2023-03-22,2023-04-15 07:18:53,Speaker
