device_id,login_date,login_time,attempt_number,successful,login_method
951,2023-02-02,18:52:17,3,1,PIN
178,2023-02-19,23:32:00,1,1,Password
606,2023-03-29,08:59:50,3,1,Facial Recognition
650,2023-01-27,23:06:17,4,1,Password
345,2023-02-19,07:40:50,3,0,Facial Recognition
426,2023-02-17,07:51:14,2,1,Fingerprint
893,2023-01-26,05:34:25,1,0,PIN
427,2023-03-31,16:22:41,2,1,Password
226,2023-01-13,09:08:47,2,0,PIN
539,2023-03-31,01:08:05,1,1,Facial Recognition
902,2023-02-08,20:29:43,2,1,Facial Recognition
441,2023-03-05,11:22:54,4,0,Fingerprint
415,2023-03-19,21:52:35,3,1,Fingerprint
214,2023-01-02,20:52:44,3,0,Fingerprint
872,2023-03-18,11:24:27,4,1,Fingerprint
254,2023-01-26,19:01:15,1,0,Facial Recognition
332,2023-01-30,00:49:22,4,0,Facial Recognition
239,2023-03-17,00:32:37,1,0,PIN
519,2023-02-16,14:25:49,3,1,Password
866,2023-03-20,07:10:02,3,1,Fingerprint
84,2023-01-01,04:56:55,1,1,Fingerprint
130,2023-03-16,17:38:09,1,1,PIN
267,2023-03-13,15:54:07,1,1,PIN
285,2023-02-25,20:57:21,3,0,Facial Recognition
274,2023-01-27,21:56:31,4,0,PIN
82,2023-03-05,01:46:14,3,0,Fingerprint
342,2023-02-08,15:11:32,1,0,Fingerprint
254,2023-03-01,13:58:46,1,1,Password
543,2023-03-06,06:43:36,4,1,Password
661,2023-01-23,05:39:27,2,0,PIN
250,2023-03-10,01:36:21,3,0,Password
181,2023-03-25,16:04:44,1,1,Fingerprint
872,2023-03-20,04:10:53,3,1,Facial Recognition
806,2023-01-11,13:51:51,2,1,PIN
574,2023-02-13,10:10:40,1,0,Facial Recognition
941,2023-02-25,07:03:51,1,1,Facial Recognition
212,2023-03-13,04:56:37,1,0,Fingerprint
983,2023-03-25,16:03:43,3,1,PIN
615,2023-01-04,23:55:37,2,0,PIN
546,2023-01-26,11:54:30,3,0,PIN
736,2023-02-25,12:51:38,2,0,PIN
815,2023-02-20,09:32:22,2,0,Facial Recognition
618,2023-01-03,22:40:17,1,0,Facial Recognition
44,2023-01-03,03:17:44,3,1,PIN
304,2023-03-24,13:29:30,1,0,PIN
706,2023-03-30,13:54:08,1,1,PIN
64,2023-02-11,00:16:22,2,1,Password
949,2023-01-24,04:36:42,4,1,Fingerprint
84,2023-02-18,07:50:21,2,0,Password
660,2023-01-21,02:39:21,4,0,Fingerprint
893,2023-01-29,08:55:29,4,1,Password
386,2023-02-11,12:50:15,3,0,Fingerprint
892,2023-03-12,04:33:40,3,0,Fingerprint
869,2023-01-30,15:55:55,2,1,Facial Recognition
676,2023-03-10,14:09:29,4,0,Password
521,2023-02-27,02:03:39,4,0,Fingerprint
194,2023-02-13,06:48:47,3,1,Fingerprint
351,2023-01-03,22:37:35,3,1,Facial Recognition
37,2023-03-11,11:49:30,4,1,Facial Recognition
383,2023-02-01,12:19:38,3,1,Password
912,2023-03-11,02:57:41,1,1,Password
806,2023-01-17,01:10:32,3,0,Facial Recognition
649,2023-03-11,06:40:32,3,0,Fingerprint
204,2023-01-26,03:15:01,2,0,PIN
519,2023-03-28,12:37:37,1,1,Fingerprint
794,2023-01-27,21:40:18,1,0,Password
917,2023-02-22,08:42:29,1,0,Facial Recognition
762,2023-01-06,00:28:25,4,0,PIN
266,2023-02-09,23:32:04,4,0,PIN
867,2023-02-19,01:03:51,4,1,Fingerprint
859,2023-01-16,18:24:24,3,1,Password
552,2023-01-30,17:57:37,1,0,PIN
951,2023-01-19,08:45:48,2,0,Facial Recognition
705,2023-03-30,03:39:22,3,1,Facial Recognition
83,2023-02-20,16:29:44,3,1,PIN
436,2023-02-16,07:49:26,3,0,Password
738,2023-01-16,10:40:53,4,0,Password
742,2023-02-16,03:01:51,2,0,Fingerprint
416,2023-03-13,08:06:59,1,1,Facial Recognition
704,2023-02-05,15:01:22,2,1,Facial Recognition
606,2023-02-13,22:10:13,1,0,Password
868,2023-03-17,18:38:13,2,1,Fingerprint
374,2023-03-02,06:38:22,1,1,Password
836,2023-02-06,14:31:57,2,1,Password
914,2023-02-18,22:47:26,3,0,Facial Recognition
476,2023-03-03,23:25:00,1,1,Password
580,2023-01-27,15:12:50,3,0,Password
108,2023-02-03,15:52:26,2,1,Fingerprint
501,2023-02-11,04:52:14,3,1,PIN
664,2023-01-23,19:25:04,4,0,PIN
843,2023-01-05,14:37:20,3,1,Facial Recognition
973,2023-03-21,17:27:08,2,0,Password
788,2023-03-21,09:04:39,4,1,Password
916,2023-04-01,22:11:09,2,0,PIN
479,2023-03-15,00:40:32,1,1,Fingerprint
300,2023-03-19,02:12:26,3,1,PIN
694,2023-04-01,21:55:32,2,1,Facial Recognition
240,2023-03-08,05:44:40,2,1,Password
590,2023-01-27,04:08:44,4,0,Fingerprint
588,2023-02-27,17:11:44,2,0,Facial Recognition
343,2023-02-09,16:34:33,4,1,Fingerprint
411,2023-02-01,17:10:37,2,0,Facial Recognition
366,2023-01-24,17:29:09,4,0,PIN
211,2023-02-23,18:30:24,2,1,Fingerprint
859,2023-03-31,17:21:02,1,0,PIN
997,2023-02-11,00:49:17,2,1,Fingerprint
601,2023-02-18,01:08:56,1,0,Fingerprint
91,2023-02-09,16:46:03,1,1,Facial Recognition
506,2023-01-04,11:58:47,1,1,Fingerprint
950,2023-03-13,15:45:41,4,1,Fingerprint
350,2023-03-08,09:10:12,1,1,Facial Recognition
294,2023-03-13,22:59:28,1,1,Password
382,2023-02-27,01:03:14,3,1,Fingerprint
755,2023-02-01,04:40:09,1,0,Fingerprint
547,2023-03-27,22:53:34,4,1,Facial Recognition
892,2023-02-13,01:34:21,3,1,PIN
527,2023-02-28,06:00:09,3,1,Facial Recognition
588,2023-01-01,07:25:30,1,1,Fingerprint
275,2023-02-23,16:15:57,1,1,PIN
685,2023-03-15,07:10:00,2,1,Facial Recognition
630,2023-01-28,00:10:44,4,0,Facial Recognition
997,2023-02-09,09:55:36,4,1,Fingerprint
982,2023-03-19,05:18:13,4,0,Password
537,2023-02-24,09:54:22,4,0,Fingerprint
582,2023-02-16,00:25:16,2,1,Facial Recognition
597,2023-01-10,22:01:19,4,1,Facial Recognition
856,2023-01-12,17:57:58,4,0,PIN
640,2023-01-28,22:34:08,2,1,Facial Recognition
591,2023-02-14,01:52:50,4,1,Facial Recognition
360,2023-03-30,10:58:37,3,1,Password
384,2023-04-01,13:30:50,4,0,PIN
416,2023-01-05,03:38:09,2,1,PIN
693,2023-03-29,11:32:49,3,1,Password
139,2023-02-28,00:09:08,4,0,Password
683,2023-03-23,12:36:38,4,0,PIN
749,2023-01-23,12:55:58,3,0,PIN
123,2023-01-23,11:41:43,1,1,Fingerprint
70,2023-02-05,11:21:31,3,1,Facial Recognition
425,2023-03-16,13:12:23,3,1,Facial Recognition
994,2023-01-05,20:30:19,4,1,Password
797,2023-01-26,14:03:56,3,1,PIN
641,2023-02-21,06:41:52,4,1,Password
343,2023-03-05,01:11:52,1,1,Facial Recognition
407,2023-03-01,13:47:27,2,0,PIN
870,2023-02-24,23:49:27,3,0,Facial Recognition
347,2023-01-16,11:02:20,4,1,PIN
324,2023-03-04,01:09:34,3,0,Fingerprint
809,2023-02-23,10:11:44,2,1,Facial Recognition
433,2023-01-29,22:58:34,1,1,Password
34,2023-03-15,17:34:01,3,0,Password
261,2023-02-18,23:56:50,1,1,PIN
728,2023-01-25,06:38:19,2,0,Facial Recognition
319,2023-01-24,04:08:14,1,1,Fingerprint
658,2023-01-18,05:06:33,1,1,Password
333,2023-02-08,05:50:57,1,0,Facial Recognition
209,2023-03-14,01:09:02,3,1,Facial Recognition
571,2023-03-21,12:07:36,3,1,PIN
481,2023-02-24,09:36:36,1,1,Facial Recognition
978,2023-03-05,20:59:56,2,0,Facial Recognition
260,2023-01-08,13:43:17,4,0,PIN
300,2023-01-09,05:24:35,3,1,Fingerprint
686,2023-02-03,09:53:19,4,0,Facial Recognition
57,2023-02-15,17:31:39,3,1,PIN
138,2023-01-20,00:09:34,1,0,PIN
543,2023-03-09,02:33:09,2,1,Facial Recognition
94,2023-02-25,15:34:23,1,0,Facial Recognition
12,2023-02-20,16:35:48,4,1,PIN
776,2023-03-18,07:44:32,4,1,Fingerprint
608,2023-01-15,19:24:19,1,0,Facial Recognition
17,2023-02-15,06:21:56,4,0,PIN
926,2023-02-21,06:16:19,3,1,PIN
722,2023-03-27,08:11:19,3,0,PIN
991,2023-01-21,14:27:17,4,1,Password
211,2023-03-05,19:50:21,2,1,Facial Recognition
688,2023-03-21,11:09:19,3,1,Password
281,2023-03-08,05:25:21,4,0,Facial Recognition
493,2023-02-07,04:12:22,4,0,Fingerprint
136,2023-03-08,02:01:26,4,0,Facial Recognition
784,2023-02-16,15:58:08,2,1,PIN
460,2023-03-14,01:59:39,2,1,Facial Recognition
599,2023-01-19,14:51:53,3,1,PIN
861,2023-02-17,20:07:54,1,0,Fingerprint
148,2023-01-19,17:55:55,1,0,Facial Recognition
497,2023-03-15,01:38:07,4,1,PIN
982,2023-01-20,04:23:25,4,1,Facial Recognition
677,2023-01-17,15:59:54,1,0,Fingerprint
11,2023-02-06,09:22:20,4,0,PIN
388,2023-01-15,09:39:59,4,1,Password
253,2023-01-05,08:45:08,2,1,Fingerprint
474,2023-02-11,10:49:06,1,1,PIN
721,2023-03-19,03:06:34,4,0,Password
617,2023-02-03,18:17:10,2,1,Facial Recognition
546,2023-03-07,20:23:42,1,1,Facial Recognition
10,2023-02-07,00:06:53,2,0,Password
342,2023-02-08,06:51:11,2,1,PIN
361,2023-01-11,15:16:22,2,0,Password
169,2023-03-27,17:25:19,4,0,Fingerprint
448,2023-01-25,19:01:23,2,1,PIN
438,2023-03-06,14:34:42,1,1,PIN
394,2023-02-07,02:19:55,1,1,PIN
118,2023-03-26,16:44:31,2,1,PIN
860,2023-02-27,07:54:36,3,0,Facial Recognition
315,2023-01-29,09:49:22,4,0,Password
611,2023-01-06,20:12:56,3,1,Fingerprint
303,2023-01-06,05:59:18,2,0,PIN
621,2023-02-02,09:45:49,2,1,Password
241,2023-01-29,11:22:23,3,1,PIN
701,2023-01-13,10:47:38,3,0,Password
27,2023-01-14,04:42:42,1,0,Fingerprint
292,2023-03-19,19:13:31,2,1,Facial Recognition
381,2023-03-13,15:53:34,1,0,Fingerprint
475,2023-02-19,09:50:22,1,1,Facial Recognition
896,2023-03-20,18:21:36,4,1,Facial Recognition
980,2023-03-12,14:27:38,4,1,Fingerprint
547,2023-03-13,22:48:55,4,0,Facial Recognition
872,2023-01-04,22:35:25,2,0,Password
303,2023-03-14,11:36:23,2,1,Fingerprint
324,2023-03-06,18:21:43,2,0,Facial Recognition
692,2023-03-16,01:33:15,4,1,Fingerprint
829,2023-02-18,04:33:31,4,1,Fingerprint
515,2023-01-27,21:55:32,3,1,Password
677,2023-03-03,23:24:35,3,1,Facial Recognition
405,2023-03-14,16:23:40,3,1,Fingerprint
873,2023-02-02,15:20:08,4,0,Facial Recognition
858,2023-01-06,14:55:57,2,1,Password
772,2023-03-20,09:51:58,4,0,Facial Recognition
433,2023-03-01,10:42:59,4,1,Facial Recognition
922,2023-01-05,22:23:59,4,0,Fingerprint
451,2023-01-22,00:40:56,4,1,Fingerprint
998,2023-03-01,23:23:26,2,1,Facial Recognition
417,2023-01-18,10:16:03,3,1,PIN
252,2023-01-21,13:09:53,4,1,Fingerprint
89,2023-03-15,19:37:12,1,1,PIN
713,2023-03-31,03:06:07,3,0,Facial Recognition
72,2023-01-21,02:40:27,3,0,Fingerprint
735,2023-03-19,18:48:34,2,1,Facial Recognition
998,2023-03-30,01:34:17,4,0,PIN
96,2023-02-03,07:34:07,2,0,PIN
439,2023-01-14,09:55:13,1,1,Fingerprint
67,2023-02-22,00:54:54,3,0,PIN
94,2023-02-06,15:48:05,3,0,Facial Recognition
669,2023-03-19,14:32:51,1,1,Facial Recognition
186,2023-03-17,08:32:34,2,1,Facial Recognition
403,2023-01-07,16:37:20,4,1,PIN
668,2023-01-18,01:35:36,4,0,Facial Recognition
140,2023-01-23,23:14:37,3,0,Fingerprint
786,2023-02-26,18:25:40,1,0,Password
63,2023-02-01,22:40:45,4,0,Password
454,2023-01-28,18:46:15,4,1,Facial Recognition
191,2023-01-03,22:57:45,3,1,PIN
917,2023-01-05,19:15:43,4,0,Password
614,2023-02-15,18:52:39,1,1,Facial Recognition
971,2023-03-17,00:33:29,2,0,PIN
669,2023-02-16,07:38:46,4,1,Password
855,2023-02-10,10:02:03,2,0,Facial Recognition
739,2023-03-20,00:41:46,2,0,Facial Recognition
508,2023-03-02,00:40:45,1,1,Password
70,2023-03-18,23:08:43,2,0,Fingerprint
121,2023-01-09,06:11:17,4,0,PIN
713,2023-02-11,00:23:23,2,0,Fingerprint
717,2023-02-26,08:07:18,2,1,Fingerprint
512,2023-03-12,19:54:52,2,1,Password
454,2023-03-30,17:21:08,3,0,PIN
772,2023-02-26,11:46:49,2,1,Facial Recognition
421,2023-01-12,06:49:59,4,0,PIN
522,2023-02-17,14:39:09,3,0,Fingerprint
640,2023-03-23,05:40:53,3,0,Fingerprint
309,2023-01-13,05:58:44,3,0,Fingerprint
235,2023-01-31,12:39:13,1,1,Fingerprint
166,2023-03-08,18:28:35,1,0,Fingerprint
197,2023-03-04,14:10:36,3,0,Fingerprint
266,2023-01-12,18:08:38,2,1,Facial Recognition
477,2023-03-16,13:06:36,2,0,Fingerprint
935,2023-03-25,21:18:02,2,0,PIN
486,2023-03-03,11:16:14,3,0,Facial Recognition
861,2023-03-23,03:18:53,1,0,Password
724,2023-02-12,17:22:41,1,0,Password
789,2023-02-25,09:28:00,4,1,Password
226,2023-03-26,17:24:52,3,0,Facial Recognition
79,2023-01-28,23:58:11,3,1,PIN
167,2023-03-04,12:55:36,2,1,Password
501,2023-02-12,01:43:09,2,0,PIN
83,2023-01-22,03:49:35,3,1,Password
255,2023-01-31,01:20:35,1,0,PIN
850,2023-01-14,20:17:26,3,0,Fingerprint
324,2023-02-22,08:19:00,2,0,Facial Recognition
656,2023-01-27,06:24:43,3,1,Password
452,2023-03-07,16:29:15,2,1,Password
686,2023-01-01,23:29:04,1,1,Facial Recognition
249,2023-02-15,15:41:03,1,1,Fingerprint
148,2023-02-22,15:29:36,4,0,Password
134,2023-02-21,22:34:42,4,1,Facial Recognition
188,2023-01-27,13:53:56,1,0,PIN
267,2023-03-13,21:20:25,4,0,Facial Recognition
846,2023-02-16,21:49:48,2,0,Fingerprint
692,2023-01-31,22:08:10,4,0,Facial Recognition
854,2023-02-17,01:39:24,3,1,Facial Recognition
168,2023-03-30,12:06:46,3,1,Fingerprint
843,2023-01-06,17:57:19,1,1,PIN
266,2023-03-25,03:57:53,2,0,PIN
970,2023-01-10,06:23:15,1,1,Facial Recognition
450,2023-03-09,01:56:55,2,1,Facial Recognition
494,2023-01-07,00:54:20,4,1,Fingerprint
678,2023-03-05,07:41:06,4,0,Facial Recognition
116,2023-02-21,11:05:30,4,0,Fingerprint
275,2023-01-19,15:05:23,2,0,Facial Recognition
913,2023-03-18,12:01:49,4,1,Password
915,2023-03-31,22:47:07,4,1,PIN
247,2023-03-23,08:39:17,3,0,Facial Recognition
406,2023-02-05,07:51:30,3,1,Password
308,2023-03-17,18:44:19,1,1,Fingerprint
642,2023-01-03,09:47:56,1,0,Facial Recognition
944,2023-03-29,04:19:01,4,1,Password
826,2023-01-17,20:23:40,3,1,PIN
675,2023-03-28,03:17:36,3,1,Fingerprint
34,2023-03-18,10:04:37,4,0,PIN
703,2023-01-04,14:42:55,1,1,PIN
642,2023-01-05,13:10:46,2,1,PIN
774,2023-02-20,14:39:09,3,1,PIN
805,2023-03-13,03:12:39,2,0,Facial Recognition
556,2023-02-03,14:49:28,1,0,Facial Recognition
26,2023-02-17,20:09:22,1,0,Facial Recognition
233,2023-03-01,17:14:42,3,1,PIN
875,2023-03-26,14:11:42,1,1,Facial Recognition
230,2023-01-06,07:57:38,4,0,Password
212,2023-03-05,13:29:18,1,0,Facial Recognition
283,2023-01-30,04:07:43,2,0,PIN
101,2023-03-18,20:31:25,2,0,PIN
395,2023-01-16,18:08:10,3,0,Fingerprint
861,2023-03-11,16:16:36,2,1,Password
696,2023-03-27,19:27:52,4,0,Password
304,2023-03-06,08:59:58,4,0,Password
112,2023-03-24,12:16:25,3,0,Fingerprint
973,2023-02-14,13:46:36,1,1,Password
843,2023-02-15,13:53:30,3,1,Facial Recognition
708,2023-03-16,11:55:39,3,0,PIN
349,2023-03-13,16:05:34,2,1,Fingerprint
578,2023-02-15,21:34:28,2,0,Facial Recognition
162,2023-02-13,21:59:23,4,0,PIN
163,2023-01-03,12:27:05,4,0,Fingerprint
876,2023-02-01,19:17:05,2,0,Password
664,2023-02-04,18:13:59,3,0,Facial Recognition
86,2023-01-26,12:52:27,4,0,Facial Recognition
351,2023-02-20,10:33:59,3,0,PIN
865,2023-03-04,14:14:00,3,0,PIN
444,2023-02-08,17:35:36,3,1,Password
471,2023-03-03,09:33:21,4,0,Facial Recognition
173,2023-01-19,06:51:27,2,0,Fingerprint
182,2023-01-19,12:04:28,3,0,PIN
780,2023-02-14,02:48:16,1,0,PIN
747,2023-01-07,09:37:47,4,1,Facial Recognition
228,2023-03-09,22:47:44,4,0,Password
807,2023-03-21,04:51:47,4,0,Facial Recognition
752,2023-01-15,11:35:31,3,1,Facial Recognition
727,2023-02-22,12:04:18,4,1,Fingerprint
740,2023-03-12,03:06:46,2,0,Password
705,2023-03-11,11:32:12,4,1,PIN
383,2023-03-18,07:17:52,2,0,Password
872,2023-01-24,00:40:01,2,0,PIN
655,2023-03-05,08:23:42,4,0,Fingerprint
380,2023-02-18,22:06:26,2,1,Fingerprint
549,2023-01-20,23:39:20,2,0,Fingerprint
311,2023-02-04,18:09:35,2,0,Fingerprint
91,2023-02-26,00:57:39,2,0,Facial Recognition
382,2023-03-12,05:58:30,2,1,Fingerprint
697,2023-03-24,01:11:08,4,0,Facial Recognition
176,2023-01-29,00:41:13,1,0,Fingerprint
779,2023-01-22,02:35:04,1,0,Password
403,2023-01-08,18:49:20,3,1,Facial Recognition
126,2023-01-06,19:55:55,1,0,Fingerprint
343,2023-02-19,04:33:12,1,1,Password
863,2023-01-01,16:53:09,3,0,Facial Recognition
527,2023-01-10,13:28:58,1,1,Password
754,2023-03-10,22:33:03,1,1,Password
258,2023-03-17,15:56:03,2,0,Facial Recognition
273,2023-03-08,15:50:59,1,1,PIN
925,2023-02-08,22:42:42,2,0,PIN
517,2023-01-18,19:58:56,4,0,Password
95,2023-01-12,23:19:29,3,0,Facial Recognition
798,2023-01-09,13:54:14,3,1,PIN
586,2023-02-12,01:49:26,2,1,Facial Recognition
159,2023-01-25,21:59:31,4,1,Password
455,2023-03-05,10:13:49,2,0,Fingerprint
859,2023-01-02,23:08:13,4,1,Facial Recognition
239,2023-02-18,05:22:10,3,1,PIN
29,2023-02-10,02:24:05,3,0,Facial Recognition
212,2023-01-29,21:05:09,2,1,Password
699,2023-02-15,07:33:16,3,1,Facial Recognition
442,2023-03-25,11:05:40,2,1,Password
38,2023-03-12,20:11:56,2,1,Fingerprint
93,2023-03-24,12:42:40,2,0,Fingerprint
539,2023-02-13,12:12:24,3,1,Password
856,2023-02-12,06:01:25,4,1,Facial Recognition
909,2023-03-01,18:03:35,4,0,Facial Recognition
743,2023-01-02,04:28:15,1,1,Password
377,2023-02-03,10:21:56,3,0,Password
243,2023-03-25,14:55:46,4,0,Facial Recognition
144,2023-02-21,10:18:39,4,0,PIN
828,2023-01-03,12:58:43,3,0,Fingerprint
315,2023-03-03,11:59:58,2,0,PIN
27,2023-01-16,01:43:28,1,0,PIN
579,2023-01-05,10:54:59,3,1,PIN
808,2023-03-10,23:02:55,2,0,PIN
781,2023-02-22,16:27:20,4,1,Facial Recognition
571,2023-02-01,08:40:35,2,0,Fingerprint
235,2023-03-17,13:06:06,3,1,Fingerprint
629,2023-03-17,19:05:25,1,1,Fingerprint
409,2023-02-17,13:18:56,4,1,Password
609,2023-02-09,23:57:29,4,0,Facial Recognition
412,2023-04-01,09:11:22,1,0,Facial Recognition
623,2023-01-13,17:31:17,1,1,Password
910,2023-02-25,14:00:44,4,0,PIN
130,2023-03-23,11:30:28,2,1,PIN
552,2023-01-06,08:31:19,2,0,PIN
540,2023-03-03,09:51:42,1,1,PIN
944,2023-01-26,16:04:07,3,1,Fingerprint
2,2023-02-06,08:19:41,3,1,PIN
850,2023-03-15,20:29:06,4,0,Fingerprint
731,2023-01-27,07:11:42,3,0,Facial Recognition
201,2023-03-24,07:18:04,2,0,Password
573,2023-03-26,00:16:44,1,0,Facial Recognition
886,2023-02-01,16:55:37,2,1,Fingerprint
296,2023-03-23,03:12:04,3,1,Password
370,2023-02-24,04:54:15,1,0,Facial Recognition
706,2023-01-24,02:31:50,3,1,PIN
777,2023-02-05,09:42:12,3,0,Password
450,2023-03-15,00:24:25,4,0,Password
676,2023-02-16,02:07:49,1,0,Password
619,2023-02-05,11:57:25,4,1,Facial Recognition
743,2023-03-26,16:20:56,4,1,Password
713,2023-03-05,07:34:26,2,0,Facial Recognition
830,2023-02-11,23:53:07,1,1,Password
572,2023-03-05,06:04:19,2,0,Facial Recognition
12,2023-01-12,04:16:14,3,0,Facial Recognition
6,2023-02-09,05:13:20,1,1,Fingerprint
887,2023-01-28,18:27:11,1,0,Password
76,2023-02-15,01:44:36,3,0,PIN
52,2023-03-02,23:14:34,2,0,PIN
687,2023-01-22,02:24:27,3,0,PIN
92,2023-02-02,05:16:22,1,1,PIN
997,2023-01-06,20:56:16,3,0,Password
72,2023-03-04,11:12:21,3,1,Password
478,2023-03-26,05:08:16,1,1,PIN
127,2023-03-28,16:35:33,3,1,PIN
579,2023-02-16,17:17:06,4,0,Fingerprint
285,2023-03-29,04:12:16,1,0,Fingerprint
998,2023-01-05,21:01:29,2,0,Password
82,2023-01-04,18:49:53,1,1,Fingerprint
769,2023-04-01,02:50:31,3,1,PIN
80,2023-01-26,13:10:01,4,0,Facial Recognition
122,2023-02-24,18:30:57,2,1,PIN
135,2023-01-02,12:37:13,3,1,PIN
797,2023-03-18,22:07:44,1,1,Facial Recognition
820,2023-01-21,08:15:53,3,0,Fingerprint
679,2023-01-04,01:00:54,3,0,PIN
343,2023-02-25,07:38:49,4,0,Fingerprint
189,2023-02-04,12:59:18,1,0,Password
822,2023-02-12,10:45:47,2,0,Password
512,2023-02-09,04:40:09,1,1,Facial Recognition
613,2023-03-02,00:07:45,2,0,Facial Recognition
688,2023-01-18,18:35:20,2,1,Facial Recognition
737,2023-01-18,04:43:59,1,1,Facial Recognition
448,2023-03-31,00:01:40,2,1,PIN
340,2023-02-24,02:26:25,4,0,Password
417,2023-03-14,20:32:00,3,0,PIN
231,2023-01-01,18:55:17,2,0,Password
781,2023-02-17,13:13:17,3,0,Password
600,2023-01-06,19:55:59,2,1,PIN
57,2023-01-11,19:44:49,3,0,Facial Recognition
56,2023-01-24,23:30:45,3,1,Password
425,2023-01-20,08:33:12,2,0,Password
500,2023-02-11,08:07:22,2,1,PIN
304,2023-03-20,23:51:40,4,0,Password
224,2023-03-16,01:04:42,3,1,Fingerprint
545,2023-03-28,12:51:37,1,0,PIN
858,2023-03-01,07:58:24,4,0,Facial Recognition
482,2023-02-03,21:50:47,1,0,PIN
512,2023-01-20,04:08:07,1,0,PIN
52,2023-01-20,14:22:12,3,0,Facial Recognition
883,2023-02-16,03:34:59,3,0,Facial Recognition
617,2023-03-06,04:56:45,3,0,Password
684,2023-02-24,14:12:43,3,1,Facial Recognition
104,2023-03-29,11:19:31,3,0,PIN
21,2023-01-24,08:00:17,3,0,Password
435,2023-03-10,16:04:24,1,0,PIN
627,2023-02-19,04:34:20,2,0,Fingerprint
310,2023-03-17,07:20:02,1,1,Fingerprint
632,2023-03-07,20:09:39,1,0,Facial Recognition
498,2023-03-30,09:51:12,2,0,PIN
181,2023-01-24,20:43:06,1,1,Fingerprint
292,2023-03-09,11:32:35,3,1,Facial Recognition
306,2023-02-22,04:13:05,3,0,Facial Recognition
579,2023-01-30,05:29:21,4,0,Fingerprint
234,2023-03-11,12:51:31,2,1,Facial Recognition
118,2023-01-27,05:14:13,1,0,Fingerprint
869,2023-02-19,11:57:47,4,0,Fingerprint
286,2023-01-04,09:23:23,1,1,Fingerprint
180,2023-01-28,18:01:28,2,1,Facial Recognition
274,2023-02-02,00:25:28,4,0,Password
608,2023-02-03,12:57:15,2,0,Fingerprint
100,2023-01-31,14:48:11,1,0,Password
841,2023-01-07,00:04:29,2,1,Password
260,2023-02-14,17:18:50,1,0,PIN
450,2023-01-02,18:10:15,3,0,Facial Recognition
101,2023-01-29,16:52:15,4,0,PIN
787,2023-02-18,06:15:58,3,0,Password
922,2023-01-25,12:19:39,1,0,PIN
769,2023-03-28,06:23:38,2,0,Facial Recognition
738,2023-02-19,04:57:53,2,1,Password
627,2023-03-16,15:52:19,3,0,Facial Recognition
36,2023-03-18,01:22:52,3,0,PIN
281,2023-01-30,10:45:46,4,1,Facial Recognition
529,2023-03-22,02:09:35,1,0,Facial Recognition
970,2023-03-21,10:16:24,2,0,Password
88,2023-03-16,06:32:20,1,1,Facial Recognition
659,2023-02-02,07:06:14,1,1,Facial Recognition
624,2023-03-11,06:11:49,3,0,Password
222,2023-03-10,18:38:06,1,0,Password
569,2023-01-11,13:26:53,2,0,PIN
147,2023-03-23,22:35:39,4,0,PIN
253,2023-02-15,23:56:16,1,1,Facial Recognition
987,2023-03-25,03:55:01,2,1,Password
111,2023-02-24,16:04:04,3,0,Fingerprint
442,2023-02-04,19:41:39,3,0,Facial Recognition
328,2023-01-10,10:38:51,2,1,Password
256,2023-03-02,13:03:48,1,1,Fingerprint
665,2023-03-19,07:35:18,2,1,PIN
20,2023-02-20,18:45:28,2,0,Fingerprint
423,2023-02-20,07:39:03,2,0,Password
949,2023-01-27,06:49:32,1,1,PIN
968,2023-01-06,14:05:35,3,1,PIN
645,2023-02-19,08:14:50,1,1,Password
155,2023-02-20,06:27:47,3,1,PIN
105,2023-03-08,03:18:53,3,1,Password
96,2023-03-22,05:09:55,1,0,Fingerprint
428,2023-01-09,21:27:19,2,1,Fingerprint
395,2023-01-29,13:27:24,2,1,Password
49,2023-01-25,04:24:33,2,0,Password
316,2023-03-26,04:04:24,2,1,Facial Recognition
528,2023-02-03,16:49:53,4,1,PIN
282,2023-01-16,02:34:10,2,0,PIN
962,2023-03-16,02:33:03,1,1,Fingerprint
689,2023-01-11,21:57:04,3,1,Password
473,2023-03-30,12:38:29,3,0,PIN
920,2023-02-17,10:41:56,2,0,PIN
596,2023-01-30,07:53:26,2,1,Password
896,2023-01-06,00:05:35,1,1,PIN
72,2023-02-12,15:39:12,1,0,Fingerprint
512,2023-01-26,08:30:04,2,1,PIN
485,2023-01-27,18:57:29,2,0,Facial Recognition
804,2023-02-19,02:00:32,4,1,PIN
194,2023-01-16,07:15:15,3,0,Facial Recognition
558,2023-02-09,12:55:02,1,1,Password
983,2023-03-25,07:12:14,3,1,Facial Recognition
376,2023-02-02,21:39:54,4,1,PIN
855,2023-03-24,08:53:02,2,0,Password
514,2023-03-24,05:04:53,3,1,PIN
138,2023-02-07,14:37:26,2,1,Password
204,2023-01-13,06:51:37,4,0,Password
383,2023-03-20,09:40:44,4,1,Facial Recognition
463,2023-01-31,17:22:03,3,1,Facial Recognition
517,2023-03-11,00:42:47,2,1,Password
487,2023-04-01,10:29:44,1,0,Facial Recognition
28,2023-02-12,10:30:32,1,0,Password
648,2023-03-16,02:01:00,2,0,PIN
177,2023-02-23,13:55:55,1,1,Fingerprint
410,2023-03-05,08:50:16,3,0,Password
62,2023-02-02,22:03:32,3,0,PIN
