device_id,lock_date,lock_time,locked
814,2023-02-28,20:32:25,1
979,2023-03-13,11:28:06,1
179,2023-03-04,09:15:32,0
464,2023-01-25,16:40:48,0
81,2023-02-23,09:46:21,0
208,2023-02-27,22:00:48,1
108,2023-03-14,14:17:22,1
291,2023-03-14,15:02:26,1
135,2023-02-24,14:24:05,0
261,2023-02-04,21:30:12,1
907,2023-02-16,16:43:55,0
18,2023-01-12,12:24:40,1
863,2023-01-24,19:38:45,1
236,2023-03-26,05:41:07,1
706,2023-02-18,10:08:01,0
690,2023-02-19,03:40:38,0
311,2023-01-09,01:36:57,0
75,2023-01-29,03:24:06,0
304,2023-01-19,04:39:11,0
971,2023-03-01,15:29:35,0
753,2023-01-25,22:42:29,1
436,2023-03-24,02:06:03,1
130,2023-03-14,13:50:38,0
539,2023-03-21,13:35:48,0
765,2023-01-14,22:14:24,0
182,2023-01-15,23:09:33,0
284,2023-02-24,00:57:15,1
679,2023-02-01,06:11:37,0
85,2023-03-24,15:05:23,1
499,2023-01-05,09:53:51,1
325,2023-02-28,06:42:01,0
504,2023-02-15,22:47:45,1
948,2023-01-06,05:06:19,1
526,2023-01-03,18:01:44,0
443,2023-01-03,03:33:34,1
198,2023-02-24,21:02:32,0
807,2023-01-20,23:37:42,0
290,2023-04-01,05:35:55,1
868,2023-01-16,20:44:52,1
620,2023-02-20,02:08:06,1
284,2023-02-19,11:15:58,0
680,2023-02-17,08:38:17,0
332,2023-01-09,07:58:20,0
194,2023-01-28,05:29:56,1
195,2023-03-30,01:20:13,1
138,2023-01-13,09:15:17,1
307,2023-01-30,20:22:04,0
146,2023-01-29,06:28:11,0
348,2023-01-12,20:01:56,1
869,2023-03-28,17:33:11,0
756,2023-01-18,04:22:34,0
893,2023-02-15,07:20:15,0
788,2023-03-24,19:02:32,0
977,2023-01-24,18:22:47,0
918,2023-01-05,10:26:41,0
506,2023-03-24,19:02:44,0
168,2023-03-10,21:53:23,1
376,2023-02-05,07:37:49,1
598,2023-03-29,08:54:25,1
908,2023-03-23,07:34:04,0
848,2023-03-16,05:43:05,0
293,2023-01-19,07:05:13,1
491,2023-02-18,08:53:26,0
462,2023-01-09,09:31:25,1
108,2023-01-30,00:53:04,0
976,2023-02-14,22:32:11,1
20,2023-01-15,22:39:49,1
104,2023-03-06,12:26:21,0
296,2023-02-14,02:22:46,1
505,2023-03-23,01:36:43,1
358,2023-01-04,00:37:36,1
489,2023-02-10,21:12:32,0
593,2023-01-28,21:07:27,1
8,2023-03-19,13:50:19,1
610,2023-02-09,18:10:47,0
541,2023-03-12,18:21:45,0
148,2023-01-09,12:31:20,1
76,2023-04-01,23:22:02,0
869,2023-02-04,17:07:10,0
653,2023-03-31,22:41:12,0
639,2023-03-29,02:05:00,0
636,2023-02-23,18:25:45,0
423,2023-01-27,02:54:11,1
135,2023-01-04,10:28:44,1
465,2023-03-11,14:56:10,0
639,2023-03-02,06:26:34,1
50,2023-01-07,16:32:47,1
817,2023-03-25,04:37:44,1
726,2023-02-26,20:56:43,0
280,2023-01-11,06:03:16,1
348,2023-03-26,22:53:07,1
525,2023-03-16,16:51:54,0
261,2023-02-28,04:44:31,1
747,2023-03-24,17:25:01,1
491,2023-03-23,18:15:28,1
36,2023-02-11,16:24:02,0
316,2023-01-11,04:20:10,0
839,2023-01-19,16:23:17,1
838,2023-01-27,06:10:46,0
858,2023-01-23,06:49:26,0
970,2023-03-25,19:39:15,1
513,2023-02-28,00:57:47,1
689,2023-03-25,03:46:32,0
414,2023-02-14,17:25:16,0
534,2023-01-24,04:10:44,0
952,2023-02-26,05:08:34,1
165,2023-03-28,05:45:20,0
956,2023-03-24,09:58:21,1
775,2023-01-12,17:37:01,0
66,2023-01-01,19:21:36,1
323,2023-03-02,03:04:14,0
439,2023-01-11,22:18:14,1
490,2023-03-15,05:15:54,1
329,2023-03-29,07:01:21,1
501,2023-01-03,22:36:42,1
747,2023-03-20,13:09:22,1
938,2023-03-22,10:35:12,0
126,2023-03-13,10:49:53,1
423,2023-03-26,22:17:07,0
371,2023-02-07,05:29:54,0
395,2023-01-09,22:40:19,1
910,2023-03-16,05:20:19,0
3,2023-03-19,09:51:56,1
839,2023-03-10,13:36:20,0
117,2023-03-03,12:56:04,0
183,2023-02-12,13:58:07,1
359,2023-01-02,18:05:27,1
119,2023-03-28,19:40:43,0
913,2023-03-19,22:12:43,0
153,2023-02-21,06:39:48,1
852,2023-02-18,16:29:23,1
233,2023-03-16,01:24:30,1
576,2023-03-19,06:55:24,1
262,2023-01-09,12:56:35,1
90,2023-01-29,06:55:49,0
620,2023-01-17,22:18:40,1
522,2023-01-30,15:40:56,1
785,2023-02-25,06:07:25,1
250,2023-01-15,11:57:04,1
245,2023-02-17,19:55:32,0
307,2023-03-09,02:20:45,1
232,2023-01-24,07:54:05,1
292,2023-01-11,13:05:42,0
219,2023-03-21,20:16:38,0
144,2023-01-18,21:00:36,1
163,2023-03-31,03:24:54,1
375,2023-02-14,14:56:33,0
694,2023-03-11,14:54:05,0
96,2023-03-03,22:04:42,1
679,2023-03-21,14:02:16,0
639,2023-03-30,10:25:22,1
769,2023-02-10,23:14:28,1
282,2023-03-29,06:23:35,0
955,2023-03-02,10:12:15,0
635,2023-02-07,05:00:49,1
84,2023-03-16,01:28:52,0
262,2023-01-03,08:47:14,1
407,2023-03-08,20:43:05,0
323,2023-02-22,13:10:10,1
326,2023-02-03,09:26:31,1
912,2023-03-14,03:51:00,0
762,2023-03-10,02:46:54,1
520,2023-02-09,15:41:58,0
129,2023-03-26,18:43:22,0
800,2023-02-14,04:58:29,1
990,2023-03-03,20:52:32,0
269,2023-03-09,16:05:45,1
198,2023-03-06,15:47:18,1
870,2023-03-12,02:11:07,1
270,2023-02-12,06:25:32,0
373,2023-03-15,14:42:30,1
701,2023-03-27,09:46:25,0
347,2023-01-15,01:08:28,0
19,2023-01-15,01:11:05,0
694,2023-01-22,07:02:14,0
784,2023-01-08,16:07:26,0
737,2023-01-16,18:18:35,1
720,2023-03-27,09:45:32,0
600,2023-01-15,13:15:25,1
685,2023-03-14,22:06:40,0
538,2023-01-11,13:12:54,0
382,2023-02-15,12:37:41,1
484,2023-03-07,17:09:42,0
762,2023-02-19,16:32:06,0
287,2023-03-18,09:29:16,1
733,2023-01-15,08:52:31,1
676,2023-02-02,13:16:41,0
703,2023-02-19,19:16:54,0
92,2023-02-08,13:07:18,1
164,2023-03-16,05:51:02,1
348,2023-02-17,08:51:23,0
993,2023-01-14,00:33:06,0
639,2023-03-29,16:29:35,1
219,2023-02-16,09:49:15,0
411,2023-01-06,10:13:40,0
725,2023-02-27,22:35:45,1
99,2023-02-19,09:10:46,0
668,2023-02-16,08:10:54,0
709,2023-01-12,23:31:40,0
378,2023-02-08,07:24:01,0
705,2023-03-04,15:48:55,1
226,2023-01-26,19:49:49,0
338,2023-02-02,04:41:14,1
912,2023-01-07,18:33:43,0
879,2023-03-19,02:05:13,0
721,2023-02-24,10:09:29,0
104,2023-01-10,12:15:08,1
648,2023-02-26,23:01:42,1
429,2023-01-14,01:15:23,1
97,2023-01-26,07:23:07,0
415,2023-03-29,20:09:21,1
769,2023-02-01,03:38:20,0
895,2023-02-27,14:15:52,1
684,2023-01-01,06:41:06,1
795,2023-02-27,15:04:51,1
98,2023-02-12,19:15:28,0
679,2023-02-05,00:33:30,1
569,2023-01-30,18:27:25,0
788,2023-01-24,21:25:50,0
707,2023-02-21,08:45:19,1
673,2023-01-13,21:20:49,1
934,2023-01-26,14:51:24,0
571,2023-03-18,16:04:05,1
483,2023-02-03,04:37:12,0
716,2023-03-15,01:55:02,0
120,2023-02-04,16:11:53,1
235,2023-02-27,17:46:52,0
577,2023-03-22,04:10:06,0
871,2023-01-15,09:44:59,1
728,2023-01-09,01:16:22,1
583,2023-03-15,05:15:52,0
159,2023-02-18,23:39:01,0
735,2023-01-17,17:20:07,1
724,2023-02-20,19:21:38,0
951,2023-03-09,03:34:25,1
778,2023-01-31,23:08:35,1
207,2023-02-28,01:36:02,1
746,2023-03-06,21:23:59,0
173,2023-03-01,16:23:57,1
817,2023-03-08,12:11:14,1
337,2023-04-01,12:45:31,1
841,2023-01-17,00:56:26,1
11,2023-01-10,09:40:45,1
725,2023-01-27,08:53:34,0
983,2023-03-12,15:37:20,0
570,2023-03-26,08:00:56,0
692,2023-02-16,21:21:54,1
816,2023-02-23,18:07:54,1
521,2023-03-18,22:25:50,1
300,2023-03-23,18:44:58,1
777,2023-02-24,14:55:05,1
872,2023-03-20,07:53:43,1
564,2023-01-29,21:50:47,0
746,2023-01-15,03:33:25,1
89,2023-01-31,19:42:34,1
413,2023-02-19,12:26:33,1
834,2023-02-18,02:33:20,1
952,2023-03-03,09:15:30,1
768,2023-01-12,06:38:34,0
819,2023-02-26,15:03:10,0
101,2023-01-04,10:55:37,1
536,2023-03-13,03:45:32,0
85,2023-01-18,04:57:56,1
69,2023-03-05,08:17:08,1
678,2023-02-23,15:08:43,0
886,2023-01-23,20:11:51,0
35,2023-03-09,08:08:08,1
620,2023-03-24,10:23:20,0
470,2023-01-28,17:30:23,0
355,2023-02-27,17:45:43,0
795,2023-03-18,20:05:14,1
590,2023-01-03,12:48:37,1
999,2023-02-18,02:02:21,0
837,2023-01-10,14:07:40,0
229,2023-02-24,10:14:48,1
55,2023-01-27,06:39:56,0
822,2023-03-20,18:18:43,1
691,2023-02-27,13:24:16,0
745,2023-03-24,22:41:55,0
502,2023-01-15,03:39:47,0
228,2023-02-19,05:38:19,0
148,2023-01-28,17:38:56,1
319,2023-03-11,13:45:13,1
136,2023-02-10,23:09:36,1
96,2023-02-19,21:32:38,0
41,2023-02-13,09:41:33,1
162,2023-02-24,15:06:58,0
509,2023-03-05,14:44:15,0
328,2023-01-19,01:19:00,1
25,2023-03-29,20:59:50,1
532,2023-02-07,19:15:16,0
270,2023-01-31,16:38:36,0
138,2023-02-14,17:52:58,0
856,2023-03-19,12:29:38,0
606,2023-03-26,19:19:48,0
960,2023-02-25,12:22:24,0
623,2023-03-25,21:34:26,0
670,2023-03-29,13:54:58,1
811,2023-03-11,16:06:40,1
583,2023-03-08,09:26:10,0
473,2023-02-27,05:51:55,1
986,2023-01-12,15:00:59,0
883,2023-03-14,07:44:13,0
904,2023-02-16,02:46:29,1
470,2023-02-25,23:48:47,1
474,2023-01-04,08:58:20,1
752,2023-04-01,10:42:41,1
456,2023-01-18,15:05:31,1
204,2023-01-16,11:13:36,1
301,2023-03-29,05:22:00,1
779,2023-02-14,14:30:07,0
824,2023-02-28,11:21:52,0
294,2023-03-14,13:03:38,1
686,2023-04-01,21:45:16,1
883,2023-04-01,15:29:57,1
920,2023-01-06,03:03:33,1
545,2023-02-18,13:58:07,0
681,2023-03-15,20:27:52,0
442,2023-03-29,00:01:22,0
238,2023-03-25,05:57:33,0
383,2023-01-28,08:16:51,1
59,2023-03-05,05:38:44,0
655,2023-02-13,10:01:25,0
169,2023-03-18,21:56:10,1
153,2023-02-06,18:00:38,1
13,2023-02-28,08:10:51,0
662,2023-02-12,18:59:02,1
566,2023-03-22,17:04:35,0
965,2023-03-07,21:20:12,1
592,2023-01-14,04:35:37,1
129,2023-01-03,08:16:23,0
861,2023-03-27,03:22:25,1
737,2023-01-27,08:24:48,0
39,2023-03-16,03:30:21,0
372,2023-03-05,22:02:01,1
843,2023-01-01,18:12:24,1
821,2023-03-11,01:42:47,1
64,2023-01-07,13:26:05,1
903,2023-02-21,19:02:23,0
368,2023-01-08,07:49:47,0
304,2023-02-24,17:06:25,1
814,2023-03-31,05:26:24,0
799,2023-02-01,14:19:05,0
837,2023-01-30,02:21:20,1
989,2023-02-04,18:40:00,1
789,2023-03-03,19:03:21,0
154,2023-02-04,12:54:07,1
375,2023-04-01,05:54:44,0
376,2023-02-14,18:31:51,0
541,2023-01-14,22:32:33,1
677,2023-02-20,18:41:49,1
690,2023-01-21,03:40:50,0
213,2023-02-13,21:30:48,0
267,2023-01-15,19:04:20,1
15,2023-03-20,12:08:07,0
533,2023-03-12,11:22:22,1
790,2023-01-20,06:28:17,1
228,2023-01-08,23:12:43,1
87,2023-02-08,23:31:50,1
859,2023-01-20,07:39:06,0
120,2023-02-21,07:06:44,1
625,2023-03-29,07:10:27,1
918,2023-03-11,18:13:56,1
357,2023-02-01,17:26:43,1
5,2023-01-01,21:47:52,0
530,2023-03-10,21:20:46,1
581,2023-01-09,18:06:39,0
343,2023-03-28,20:10:28,1
195,2023-01-17,17:01:09,1
225,2023-02-07,02:45:58,1
415,2023-03-14,19:16:05,0
874,2023-01-24,07:30:43,1
952,2023-01-21,23:27:07,1
308,2023-02-25,08:34:27,0
789,2023-02-27,09:44:06,0
662,2023-02-15,06:23:56,1
382,2023-01-23,06:35:07,1
745,2023-02-13,03:52:16,0
267,2023-02-14,09:31:41,0
733,2023-02-03,16:16:22,0
548,2023-03-29,11:20:56,1
820,2023-01-29,07:30:49,0
672,2023-04-01,04:08:33,1
174,2023-02-06,04:32:08,0
828,2023-03-04,21:17:47,1
555,2023-01-12,10:28:50,1
28,2023-02-14,21:38:50,1
440,2023-01-18,10:40:51,0
257,2023-01-29,16:51:44,1
399,2023-03-30,16:45:56,0
531,2023-02-28,05:07:05,0
967,2023-02-04,14:53:55,0
501,2023-02-09,13:13:19,1
934,2023-03-24,03:03:39,0
740,2023-01-28,09:42:34,1
169,2023-03-13,18:02:03,1
692,2023-02-28,22:13:20,0
502,2023-02-11,05:03:47,0
537,2023-02-14,07:59:23,0
240,2023-02-06,11:44:04,0
978,2023-01-22,03:37:31,1
414,2023-01-20,15:28:34,1
888,2023-02-02,13:02:32,0
6,2023-03-03,16:45:44,0
287,2023-01-29,14:44:34,1
138,2023-02-24,20:07:35,1
60,2023-01-06,02:26:26,0
49,2023-02-01,13:23:28,1
518,2023-01-01,16:21:31,1
910,2023-03-16,12:15:07,0
859,2023-01-27,18:58:48,0
692,2023-03-25,17:00:58,0
611,2023-02-21,17:24:26,0
181,2023-02-14,15:11:11,1
73,2023-02-16,10:03:51,0
891,2023-01-15,18:20:40,1
445,2023-01-21,23:56:29,0
310,2023-03-26,21:08:41,0
970,2023-01-01,10:56:31,1
253,2023-02-05,18:19:31,0
260,2023-03-14,01:13:26,0
168,2023-01-01,06:08:26,1
698,2023-03-25,17:27:36,0
515,2023-03-03,05:17:45,0
199,2023-01-08,02:13:07,0
484,2023-02-28,05:06:21,1
531,2023-02-23,06:05:43,0
194,2023-03-08,06:43:16,0
393,2023-02-24,11:36:40,0
730,2023-02-07,12:48:18,1
423,2023-01-25,06:33:23,1
919,2023-02-14,11:51:52,1
807,2023-03-26,07:25:14,0
26,2023-03-27,17:23:47,0
506,2023-02-11,15:16:43,0
811,2023-03-27,01:12:24,1
333,2023-02-26,22:53:07,1
500,2023-02-26,09:20:50,1
763,2023-02-03,22:45:28,0
206,2023-03-08,07:02:09,1
110,2023-03-21,02:00:23,0
425,2023-01-28,23:10:30,0
329,2023-02-02,17:02:20,0
987,2023-02-21,14:55:42,0
119,2023-01-12,11:39:12,1
97,2023-02-16,13:52:02,1
38,2023-02-14,11:21:56,1
861,2023-03-02,12:33:14,0
294,2023-03-10,01:58:05,0
808,2023-03-12,20:24:59,1
922,2023-01-29,08:05:11,1
298,2023-03-26,03:37:53,0
752,2023-03-09,01:58:37,0
563,2023-02-14,15:44:22,1
775,2023-01-09,02:42:45,0
682,2023-02-22,08:05:51,1
779,2023-01-18,21:47:56,0
53,2023-01-14,01:49:55,1
224,2023-02-01,21:30:07,0
932,2023-02-07,06:19:33,1
632,2023-03-28,21:32:52,0
594,2023-03-14,08:05:21,0
538,2023-01-26,12:22:55,1
23,2023-03-05,20:00:46,0
782,2023-03-18,20:21:03,1
663,2023-02-23,05:59:26,0
517,2023-02-05,15:42:02,1
578,2023-01-25,13:18:21,1
242,2023-01-01,04:12:21,1
919,2023-01-24,14:33:41,0
659,2023-02-18,09:08:13,0
605,2023-01-16,11:15:05,1
301,2023-01-27,19:57:33,1
147,2023-03-10,20:42:58,1
380,2023-01-08,20:05:19,1
637,2023-02-15,06:00:48,1
734,2023-01-14,08:04:07,1
873,2023-02-15,03:04:05,0
952,2023-01-08,21:03:11,1
955,2023-01-22,16:52:25,0
89,2023-01-29,03:53:06,1
807,2023-03-15,23:27:11,0
430,2023-03-21,12:18:58,0
828,2023-01-06,20:08:10,1
992,2023-03-08,10:35:58,0
442,2023-02-16,07:03:45,0
572,2023-03-12,02:48:42,0
626,2023-01-24,15:48:13,0
237,2023-01-25,13:50:42,0
724,2023-01-14,10:30:26,1
238,2023-01-01,03:15:03,0
2,2023-02-04,10:25:02,1
235,2023-01-01,21:50:07,1
716,2023-01-06,12:16:12,1
879,2023-01-12,18:50:34,0
529,2023-03-29,16:21:12,1
293,2023-03-11,15:16:32,1
706,2023-01-01,17:09:44,0
183,2023-03-29,04:26:30,1
727,2023-03-02,04:06:38,0
217,2023-01-23,11:43:46,1
556,2023-03-23,03:21:21,1
209,2023-01-04,11:26:43,0
134,2023-01-12,14:40:57,1
886,2023-02-05,10:51:41,1
241,2023-03-25,02:19:18,0
25,2023-01-04,18:42:00,1
952,2023-02-25,00:48:03,1
313,2023-02-07,12:00:00,1
816,2023-03-19,13:54:55,0
202,2023-02-05,17:15:45,0
287,2023-01-31,00:29:39,0
330,2023-01-01,04:34:04,0
155,2023-03-17,14:00:19,0
875,2023-03-10,00:48:22,1
189,2023-02-12,14:28:11,0
569,2023-02-18,21:12:11,1
540,2023-01-09,02:49:23,1
819,2023-03-23,06:28:02,0
229,2023-02-07,13:06:30,0
32,2023-03-06,06:29:06,0
688,2023-02-11,23:29:17,0
185,2023-03-09,22:07:47,0
848,2023-03-29,22:08:17,0
989,2023-02-17,19:36:35,0
591,2023-03-01,22:41:02,0
311,2023-03-17,03:47:24,0
746,2023-03-04,14:13:36,1
470,2023-03-29,06:36:23,0
651,2023-02-26,06:02:36,0
881,2023-02-05,04:11:18,1
369,2023-02-27,19:39:21,1
383,2023-02-06,07:59:16,0
605,2023-03-06,17:38:18,0
810,2023-02-28,14:53:29,0
159,2023-03-26,01:55:40,1
357,2023-02-02,22:59:27,0
494,2023-01-28,20:13:41,1
616,2023-01-30,02:33:15,1
820,2023-03-21,00:44:41,1
615,2023-01-02,09:19:22,0
723,2023-03-30,06:38:57,0
94,2023-01-23,20:57:19,0
782,2023-02-09,09:10:06,1
37,2023-01-30,08:44:59,1
846,2023-03-29,08:34:24,1
344,2023-01-29,19:50:38,0
735,2023-03-15,08:55:13,0
441,2023-03-25,21:03:43,0
379,2023-03-24,20:47:15,0
312,2023-03-08,05:22:57,0
881,2023-03-03,07:16:48,0
130,2023-02-17,03:59:20,0
313,2023-01-25,00:46:52,0
522,2023-01-28,06:09:28,0
745,2023-01-15,14:39:02,1
403,2023-02-26,13:28:52,1
146,2023-02-07,05:46:46,1
375,2023-01-03,01:15:56,1
86,2023-02-15,08:11:58,0
901,2023-01-16,23:11:43,0
448,2023-01-07,19:57:37,0
142,2023-03-29,05:15:31,1
127,2023-02-22,16:14:59,1
49,2023-01-30,07:08:05,1
315,2023-02-21,04:14:47,0
8,2023-01-15,07:35:23,1
365,2023-02-04,15:55:46,1
933,2023-03-02,19:42:00,0
983,2023-01-11,04:16:11,1
622,2023-02-24,02:45:53,1
596,2023-03-28,10:46:48,1
811,2023-03-14,01:50:56,1
312,2023-03-02,10:22:27,1
997,2023-01-26,08:57:39,1
517,2023-02-20,21:49:14,0
43,2023-01-28,08:20:00,0
769,2023-02-06,11:17:33,1
206,2023-03-14,20:39:32,0
117,2023-02-06,23:50:06,1
877,2023-03-21,19:13:38,1
506,2023-03-12,06:33:41,0
395,2023-03-27,08:09:11,1
806,2023-02-19,19:13:22,0
506,2023-02-20,16:08:17,0
633,2023-01-12,01:26:41,0
649,2023-01-23,12:10:43,0
24,2023-01-01,09:56:15,0
592,2023-03-31,08:32:49,0
764,2023-03-21,14:29:45,1
945,2023-01-09,03:12:27,1
214,2023-01-26,23:35:42,0
328,2023-02-01,08:28:59,1
260,2023-03-13,20:44:53,1
849,2023-01-05,04:08:44,0
887,2023-03-10,04:37:27,1
831,2023-03-31,03:27:33,0
493,2023-03-24,10:42:57,0
982,2023-02-07,05:12:51,1
862,2023-01-15,15:04:04,0
1,2023-01-31,16:45:14,1
638,2023-01-24,14:37:27,0
58,2023-01-13,22:09:41,1
484,2023-02-19,12:40:20,1
840,2023-02-22,18:33:13,0
256,2023-03-30,01:55:35,1
54,2023-03-10,16:47:15,0
90,2023-01-24,06:36:11,0
510,2023-02-03,09:03:07,0
62,2023-03-15,07:45:27,0
892,2023-01-29,04:19:59,0
803,2023-02-11,20:49:29,0
469,2023-03-04,21:09:33,0
763,2023-01-01,23:42:31,0
575,2023-01-05,18:20:57,1
989,2023-02-09,09:26:35,1
177,2023-01-20,23:40:41,0
503,2023-03-21,00:43:15,0
40,2023-02-10,06:32:21,0
731,2023-03-06,08:49:51,0
407,2023-01-02,19:09:00,1
517,2023-01-02,14:19:59,1
575,2023-01-01,15:34:23,0
234,2023-02-18,04:29:28,0
773,2023-01-08,13:23:10,1
684,2023-02-23,03:07:46,0
753,2023-03-20,13:45:36,0
406,2023-03-11,08:34:57,0
100,2023-03-29,07:38:24,1
501,2023-02-28,20:15:52,1
418,2023-01-30,07:38:13,0
937,2023-01-04,10:45:47,0
898,2023-02-20,21:23:38,0
564,2023-02-16,08:07:09,0
13,2023-03-15,13:56:05,0
392,2023-01-13,06:30:42,0
751,2023-03-20,03:39:30,1
880,2023-01-21,11:20:17,1
978,2023-03-14,08:44:24,0
570,2023-02-08,23:56:28,0
283,2023-03-22,20:25:03,0
268,2023-01-19,06:15:39,0
875,2023-02-28,08:42:52,1
308,2023-03-21,13:41:46,1
503,2023-01-22,14:35:13,0
973,2023-02-22,18:01:31,0
951,2023-01-01,10:19:21,0
602,2023-01-14,13:51:27,1
613,2023-02-03,11:19:37,0
695,2023-03-29,15:30:38,1
584,2023-02-01,20:25:15,1
341,2023-02-20,06:04:50,0
558,2023-01-16,15:00:46,1
15,2023-02-20,14:18:04,1
532,2023-01-05,06:05:52,1
867,2023-02-12,06:42:57,0
943,2023-02-26,20:55:12,0
850,2023-01-25,21:15:36,1
889,2023-03-26,21:13:37,0
221,2023-02-17,02:21:57,0
656,2023-01-27,02:43:22,1
35,2023-03-15,08:48:32,1
649,2023-01-16,23:26:27,0
269,2023-02-24,12:49:50,0
976,2023-03-03,02:01:50,1
289,2023-02-04,01:37:28,0
104,2023-02-02,04:30:43,1
606,2023-01-22,12:31:31,1
944,2023-02-20,22:54:25,1
267,2023-02-23,20:31:43,1
700,2023-02-05,08:09:22,0
735,2023-03-30,16:21:45,1
56,2023-02-25,07:02:48,0
727,2023-01-23,05:41:42,1
563,2023-03-04,04:21:40,0
486,2023-02-02,17:42:18,0
22,2023-03-16,20:33:42,0
438,2023-01-10,16:43:16,0
598,2023-04-01,16:27:34,1
786,2023-03-12,04:08:16,1
419,2023-03-04,10:35:32,0
444,2023-02-16,16:40:18,1
617,2023-02-24,10:06:25,0
734,2023-01-08,16:07:44,0
693,2023-02-26,23:14:15,0
479,2023-01-01,20:03:10,1
265,2023-03-02,11:29:06,1
472,2023-03-16,17:13:07,1
75,2023-01-07,04:12:09,0
306,2023-03-18,17:08:31,0
256,2023-03-13,07:55:22,0
56,2023-03-01,20:31:32,1
253,2023-03-15,09:13:42,1
90,2023-03-09,05:53:49,1
190,2023-03-25,18:22:54,1
698,2023-02-20,21:57:49,1
711,2023-02-27,22:49:50,1
477,2023-01-30,05:21:49,1
74,2023-01-10,13:36:04,0
804,2023-02-06,10:39:30,0
890,2023-03-27,10:41:45,0
355,2023-02-21,03:36:39,1
224,2023-02-27,08:02:09,1
910,2023-03-13,06:46:21,0
422,2023-01-15,04:53:52,1
160,2023-01-03,09:14:08,1
556,2023-03-15,11:46:39,1
226,2023-02-02,18:23:08,0
97,2023-02-12,08:34:11,1
999,2023-03-12,16:38:28,0
773,2023-01-08,06:53:53,0
829,2023-01-03,18:43:30,1
635,2023-01-19,07:47:21,0
209,2023-01-14,06:56:00,1
981,2023-02-18,05:18:16,1
329,2023-01-30,11:56:23,1
430,2023-02-09,19:26:14,1
59,2023-03-28,05:54:35,1
655,2023-01-17,04:25:27,0
773,2023-02-24,07:29:52,0
228,2023-03-20,02:26:57,1
686,2023-03-12,11:32:10,0
714,2023-03-12,06:44:19,0
318,2023-03-13,02:54:09,0
915,2023-01-12,12:44:17,1
936,2023-02-01,18:35:21,1
177,2023-01-14,02:50:41,1
479,2023-02-04,07:01:24,1
355,2023-01-29,00:40:54,0
162,2023-03-14,01:20:56,0
798,2023-03-22,16:26:44,1
396,2023-01-29,00:31:56,0
202,2023-03-15,20:33:03,1
270,2023-03-19,03:21:26,0
676,2023-03-05,13:02:21,0
362,2023-02-06,04:46:41,1
150,2023-03-07,04:27:35,1
710,2023-01-21,03:25:52,1
726,2023-02-09,22:15:45,1
117,2023-01-17,02:37:15,0
67,2023-02-16,18:55:00,1
352,2023-02-24,13:26:57,1
802,2023-03-20,19:18:41,0
901,2023-01-15,07:11:54,0
943,2023-02-01,15:14:18,1
260,2023-03-25,03:36:53,0
157,2023-01-14,09:14:12,0
303,2023-03-04,01:06:53,1
360,2023-04-01,15:17:00,1
333,2023-02-19,18:35:57,0
151,2023-02-25,14:04:30,0
528,2023-01-27,16:34:37,0
997,2023-02-25,20:45:17,1
886,2023-03-12,13:36:48,0
410,2023-03-26,07:28:29,0
134,2023-03-09,00:40:18,1
338,2023-01-04,17:43:26,1
833,2023-03-24,22:02:23,1
487,2023-01-30,03:59:39,0
46,2023-01-14,19:11:02,0
897,2023-03-11,16:00:49,1
54,2023-02-09,08:32:15,1
990,2023-02-20,14:22:19,0
174,2023-01-03,09:12:17,1
130,2023-02-27,11:31:57,0
967,2023-01-28,09:10:55,0
399,2023-02-09,15:53:29,0
384,2023-03-29,00:37:48,0
97,2023-02-09,16:31:14,0
223,2023-02-04,14:20:55,1
145,2023-02-16,07:21:28,1
45,2023-01-12,11:24:16,1
837,2023-03-02,16:21:47,1
393,2023-02-01,16:32:41,0
800,2023-03-14,07:05:46,0
80,2023-02-18,13:12:41,1
297,2023-01-07,23:43:21,1
151,2023-01-24,00:59:46,0
555,2023-03-24,11:59:27,0
987,2023-03-21,10:10:48,1
532,2023-01-10,17:19:53,1
677,2023-01-31,09:05:09,1
814,2023-01-20,07:05:42,1
895,2023-03-14,07:05:15,0
956,2023-01-09,14:19:27,0
535,2023-02-26,13:39:56,0
808,2023-02-10,18:42:16,0
637,2023-03-07,23:30:07,0
157,2023-02-27,09:26:30,0
34,2023-03-15,04:29:29,1
290,2023-01-27,14:24:23,1
748,2023-01-07,11:00:44,0
201,2023-03-21,15:35:59,0
974,2023-03-09,19:44:34,0
857,2023-01-01,18:10:24,0
571,2023-02-01,08:48:28,0
167,2023-03-27,23:31:37,1
900,2023-02-01,04:03:54,1
384,2023-02-25,17:52:19,0
61,2023-02-12,10:43:54,1
704,2023-01-22,03:16:25,0
524,2023-03-23,09:21:41,0
300,2023-02-07,07:57:20,0
903,2023-03-21,18:34:40,1
65,2023-02-14,14:34:06,1
490,2023-03-16,23:36:34,0
704,2023-01-22,22:53:26,1
156,2023-03-02,06:14:02,0
755,2023-02-11,12:38:48,0
716,2023-01-23,14:47:43,0
72,2023-03-25,22:15:34,0
211,2023-01-12,21:27:57,1
934,2023-01-29,01:51:48,0
401,2023-01-28,11:39:12,1
493,2023-03-09,07:54:56,0
336,2023-03-09,14:13:07,0
869,2023-03-16,05:16:17,0
870,2023-01-12,20:02:54,0
429,2023-01-01,02:46:33,1
774,2023-02-20,14:57:32,1
304,2023-03-13,16:44:28,1
788,2023-01-06,17:47:20,1
