device_id,gps_date,gps_time,latitude,longitude,latitude_direction,longitude_direction
974,2023-01-07,20:18:59,65,104,North,West
849,2023-01-07,17:49:24,-4,-86,South,East
462,2023-01-08,13:41:38,56,-133,North,East
229,2023-03-06,13:04:42,-19,91,South,West
662,2023-02-02,15:33:03,-35,131,South,West
648,2023-03-13,16:15:59,-26,-113,South,East
885,2023-01-29,00:44:25,18,42,North,West
713,2023-01-22,05:43:31,-14,-146,South,East
280,2023-03-19,01:23:44,-63,141,South,West
488,2023-03-14,21:04:10,53,141,North,West
442,2023-01-08,23:38:47,69,-125,North,East
170,2023-02-10,12:24:05,-7,-153,South,East
847,2023-02-11,14:35:12,-82,-87,South,East
711,2023-02-28,06:00:15,80,147,North,West
494,2023-01-10,00:23:28,-85,171,South,West
109,2023-03-06,00:55:22,37,-54,North,East
858,2023-02-16,18:22:58,-90,18,South,West
489,2023-01-13,23:02:37,-14,-94,South,East
411,2023-01-03,05:46:34,81,163,North,West
418,2023-02-18,10:06:23,-14,40,South,West
793,2023-02-23,19:07:31,-42,65,South,West
588,2023-03-08,21:30:22,38,-146,North,East
600,2023-01-02,17:01:27,-8,116,South,West
437,2023-01-20,05:16:44,13,147,North,West
532,2023-01-31,22:13:00,-35,-5,South,East
477,2023-03-06,06:23:10,65,108,North,West
260,2023-03-30,02:36:41,13,-72,North,East
833,2023-03-30,07:41:03,-45,151,South,West
981,2023-01-20,16:34:25,60,45,North,West
216,2023-02-18,07:13:42,35,113,North,West
274,2023-03-11,12:03:24,63,175,North,West
61,2023-02-05,11:44:31,-11,-153,South,East
709,2023-01-02,12:02:38,9,-150,North,East
936,2023-02-22,15:59:22,-10,104,South,West
873,2023-01-15,09:39:49,-40,-162,South,East
778,2023-01-09,12:32:04,-61,167,South,West
776,2023-01-19,06:54:33,25,1,North,West
777,2023-03-23,11:15:48,68,-140,North,East
634,2023-02-06,09:42:51,13,88,North,West
361,2023-03-28,08:27:58,31,-37,North,East
756,2023-03-02,22:27:29,-28,-150,South,East
78,2023-02-03,11:48:17,-18,92,South,West
51,2023-03-25,14:31:33,-11,-143,South,East
931,2023-01-19,06:35:11,32,121,North,West
540,2023-01-24,05:22:13,-40,-117,South,East
154,2023-01-31,13:06:06,-44,141,South,West
597,2023-02-16,19:28:33,-70,-154,South,East
537,2023-01-20,00:31:28,-77,-59,South,East
928,2023-03-03,01:25:38,31,29,North,West
340,2023-03-06,09:55:08,75,89,North,West
561,2023-01-26,23:00:04,-3,-135,South,East
577,2023-01-16,14:34:59,40,-80,North,East
399,2023-03-24,07:32:32,35,47,North,West
471,2023-01-28,15:17:19,49,137,North,West
501,2023-02-17,16:56:51,-20,10,South,West
264,2023-02-19,22:30:52,52,142,North,West
524,2023-01-21,23:53:12,-27,-125,South,East
416,2023-03-17,22:58:01,68,-119,North,East
574,2023-01-20,16:18:12,65,-153,North,East
72,2023-03-06,13:39:36,8,21,North,West
207,2023-01-29,21:39:38,14,-28,North,East
845,2023-03-29,14:47:23,36,172,North,West
967,2023-02-28,05:33:20,81,-78,North,East
196,2023-01-24,06:09:52,22,22,North,West
252,2023-01-06,13:36:30,-17,43,South,West
529,2023-02-09,10:24:42,-22,-106,South,East
387,2023-01-25,06:34:34,71,116,North,West
61,2023-01-31,15:38:11,-87,-156,South,East
47,2023-03-14,05:05:29,-76,35,South,West
682,2023-03-26,05:54:16,-71,-180,South,East
538,2023-02-24,21:56:31,67,13,North,West
464,2023-02-04,10:52:41,-44,104,South,West
87,2023-02-21,23:35:34,1,140,North,West
118,2023-03-01,19:50:51,50,73,North,West
340,2023-01-02,08:59:20,-43,-32,South,East
476,2023-01-11,06:41:18,-62,89,South,West
856,2023-02-27,08:52:54,90,-58,North,East
55,2023-01-05,11:10:01,-52,51,South,West
274,2023-03-24,18:49:46,-30,46,South,West
712,2023-02-11,07:25:25,-73,-108,South,East
389,2023-03-20,08:25:12,-21,36,South,West
443,2023-02-18,06:33:35,-81,43,South,West
141,2023-01-18,00:35:36,-6,38,South,West
954,2023-01-16,20:39:58,69,177,North,West
735,2023-01-27,16:50:02,-23,26,South,West
339,2023-01-24,21:33:08,27,110,North,West
399,2023-02-18,11:34:41,-22,40,South,West
592,2023-01-26,15:52:07,-10,94,South,West
85,2023-02-07,09:20:08,-16,178,South,West
784,2023-01-07,10:43:15,-37,-85,South,East
848,2023-01-05,00:23:15,-35,91,South,West
474,2023-03-06,14:56:55,-25,40,South,West
340,2023-03-16,19:08:36,-74,-110,South,East
636,2023-01-06,09:35:05,46,-154,North,East
951,2023-03-01,04:28:06,4,20,North,West
102,2023-02-14,15:26:56,-48,160,South,West
743,2023-01-16,18:14:27,-75,-132,South,East
690,2023-01-11,05:49:09,-51,32,South,West
385,2023-02-20,20:04:50,-29,172,South,West
675,2023-01-10,17:41:02,-24,-19,South,East
59,2023-01-08,00:14:49,19,-140,North,East
51,2023-03-13,13:34:57,-67,176,South,West
38,2023-02-28,16:33:36,-59,66,South,West
984,2023-02-25,14:37:22,-10,-124,South,East
936,2023-01-18,07:24:48,-61,88,South,West
60,2023-02-23,12:55:53,7,127,North,West
201,2023-03-27,19:44:59,-57,90,South,West
269,2023-03-26,00:36:40,-29,128,South,West
401,2023-01-18,17:37:23,87,9,North,West
503,2023-01-28,01:25:48,87,28,North,West
36,2023-03-01,10:30:22,43,-33,North,East
390,2023-01-28,20:07:00,-87,147,South,West
501,2023-03-01,22:59:12,31,31,North,West
949,2023-01-16,21:36:14,75,82,North,West
486,2023-03-16,22:17:08,79,-140,North,East
794,2023-02-07,07:32:57,-88,-68,South,East
4,2023-02-03,19:01:27,72,-158,North,East
752,2023-02-24,08:28:02,27,-12,North,East
656,2023-01-14,13:38:52,63,49,North,West
884,2023-02-13,06:58:07,-86,-31,South,East
775,2023-01-17,01:02:52,49,162,North,West
655,2023-02-20,10:50:59,45,-63,North,East
468,2023-02-20,03:59:41,73,32,North,West
875,2023-02-17,16:06:29,-55,-83,South,East
741,2023-01-17,21:44:44,-2,-58,South,East
138,2023-01-15,08:15:15,-81,13,South,West
494,2023-01-03,15:32:27,7,-14,North,East
439,2023-02-07,22:29:05,26,-121,North,East
779,2023-03-10,20:55:46,-77,-42,South,East
6,2023-01-03,05:27:41,-12,-19,South,East
76,2023-02-06,06:25:52,16,-101,North,East
270,2023-02-08,03:51:19,-86,143,South,West
886,2023-01-15,04:43:16,-56,-47,South,East
158,2023-01-04,00:19:43,31,148,North,West
644,2023-03-03,18:38:59,-45,14,South,West
316,2023-01-14,20:26:59,59,136,North,West
722,2023-03-07,02:21:31,74,175,North,West
274,2023-01-11,22:34:19,-28,-12,South,East
310,2023-01-31,23:49:39,85,56,North,West
548,2023-01-16,15:30:45,-21,105,South,West
363,2023-03-17,11:42:42,-51,15,South,West
424,2023-01-21,10:47:21,-81,-109,South,East
74,2023-03-24,09:16:34,-42,-126,South,East
226,2023-03-23,16:42:50,10,86,North,West
524,2023-02-11,06:12:47,-52,-23,South,East
190,2023-01-17,16:43:57,-51,155,South,West
442,2023-03-06,06:48:16,14,-174,North,East
391,2023-02-09,12:19:47,-77,104,South,West
142,2023-01-11,01:50:06,-23,44,South,West
323,2023-02-08,06:21:34,-35,159,South,West
477,2023-03-09,14:14:40,65,-92,North,East
227,2023-01-05,11:40:20,-68,28,South,West
751,2023-03-09,09:42:23,-31,55,South,West
834,2023-03-02,04:39:24,25,-19,North,East
573,2023-01-17,14:11:05,-89,151,South,West
637,2023-03-17,22:33:13,-52,148,South,West
885,2023-04-01,17:20:29,10,-145,North,East
291,2023-03-11,07:28:34,43,69,North,West
109,2023-01-10,11:47:18,-85,-62,South,East
308,2023-03-18,19:24:26,69,-102,North,East
796,2023-02-17,09:35:38,68,134,North,West
37,2023-01-27,23:23:05,27,75,North,West
469,2023-03-21,20:48:18,-25,5,South,West
878,2023-01-05,19:34:31,8,-163,North,East
198,2023-01-31,11:40:02,73,-142,North,East
301,2023-01-27,20:10:08,1,93,North,West
660,2023-02-04,11:17:32,-17,-4,South,East
412,2023-02-03,07:27:48,-58,4,South,West
785,2023-03-25,12:59:57,3,-157,North,East
658,2023-02-05,05:37:00,-53,3,South,West
333,2023-01-27,23:35:10,-60,167,South,West
171,2023-03-30,13:17:51,2,-171,North,East
271,2023-03-03,14:47:34,81,-8,North,East
161,2023-03-23,03:30:20,-67,-38,South,East
104,2023-03-02,07:53:05,-70,113,South,West
887,2023-01-04,19:58:16,-17,-156,South,East
62,2023-02-14,11:39:49,-81,169,South,West
95,2023-03-25,14:34:41,43,-107,North,East
278,2023-03-06,23:23:25,-70,105,South,West
121,2023-01-12,10:12:17,-43,118,South,West
324,2023-01-01,21:43:11,12,116,North,West
426,2023-02-19,04:02:15,-79,64,South,West
237,2023-02-02,18:31:14,84,-81,North,East
286,2023-02-08,20:05:09,2,-96,North,East
343,2023-02-01,20:56:21,-39,-53,South,East
178,2023-03-06,04:28:44,-22,-10,South,East
915,2023-01-22,20:56:21,-52,15,South,West
141,2023-01-24,20:42:37,-83,-78,South,East
490,2023-03-18,01:20:39,61,-13,North,East
260,2023-03-17,11:36:17,17,-43,North,East
859,2023-01-15,05:44:17,82,34,North,West
114,2023-02-01,02:47:48,25,-116,North,East
261,2023-02-18,16:46:16,89,150,North,West
366,2023-02-28,20:05:41,-67,-143,South,East
44,2023-03-31,22:03:04,34,27,North,West
593,2023-03-03,12:59:11,6,170,North,West
9,2023-01-01,12:03:30,-87,51,South,West
90,2023-01-31,12:01:38,70,47,North,West
589,2023-03-28,22:17:58,-55,70,South,West
337,2023-02-26,07:33:54,58,-136,North,East
325,2023-01-25,03:51:18,-65,3,South,West
292,2023-01-05,01:30:26,89,79,North,West
111,2023-03-12,07:42:32,43,111,North,West
418,2023-01-31,07:55:07,33,39,North,West
191,2023-01-21,16:51:02,-90,-150,South,East
838,2023-01-16,11:21:28,14,-133,North,East
967,2023-01-13,09:02:28,34,99,North,West
394,2023-01-23,05:55:09,50,145,North,West
237,2023-03-17,08:06:34,-61,-57,South,East
687,2023-02-19,08:10:17,25,-4,North,East
314,2023-03-10,11:00:57,-16,157,South,West
758,2023-01-24,19:43:35,76,-141,North,East
746,2023-03-29,07:05:37,22,21,North,West
489,2023-01-02,23:18:54,-82,111,South,West
57,2023-03-12,01:14:11,-84,39,South,West
474,2023-03-23,10:03:44,12,78,North,West
804,2023-01-26,23:09:04,16,-132,North,East
32,2023-03-03,00:49:42,2,122,North,West
767,2023-03-14,23:34:15,-58,-116,South,East
937,2023-02-20,05:52:04,53,-52,North,East
679,2023-03-30,12:40:00,-45,111,South,West
922,2023-01-02,06:54:31,-86,-172,South,East
386,2023-03-24,21:35:31,69,-139,North,East
654,2023-03-24,09:30:15,-81,-10,South,East
555,2023-02-09,23:37:36,-90,-99,South,East
132,2023-02-14,21:31:35,-13,-59,South,East
433,2023-03-28,03:06:53,14,51,North,West
213,2023-01-09,11:49:58,83,-179,North,East
259,2023-02-24,21:04:18,-22,-35,South,East
883,2023-01-26,10:36:37,25,-80,North,East
354,2023-01-02,00:48:38,-63,180,South,West
355,2023-03-06,20:43:54,60,114,North,West
580,2023-01-02,01:01:21,-62,-131,South,East
451,2023-03-30,06:05:58,15,71,North,West
737,2023-01-24,20:37:00,80,93,North,West
142,2023-03-20,12:59:50,29,-34,North,East
381,2023-03-20,08:26:59,-54,-70,South,East
234,2023-01-31,02:38:13,-40,-163,South,East
74,2023-03-02,01:26:59,-54,19,South,West
824,2023-01-26,06:36:38,-75,87,South,West
506,2023-01-27,14:40:37,-25,156,South,West
757,2023-01-17,07:59:50,45,-25,North,East
894,2023-02-09,21:06:36,61,82,North,West
874,2023-01-17,09:28:06,64,92,North,West
825,2023-02-24,22:06:55,74,160,North,West
97,2023-01-07,10:50:21,-27,40,South,West
490,2023-01-15,08:37:08,45,179,North,West
701,2023-02-01,09:18:42,-34,-80,South,East
228,2023-02-19,00:46:11,-37,-142,South,East
89,2023-03-17,03:53:46,70,-109,North,East
751,2023-01-10,18:49:18,-46,64,South,West
368,2023-01-10,21:21:19,-18,33,South,West
365,2023-03-15,00:28:10,-55,-16,South,East
416,2023-03-02,12:30:26,-32,-150,South,East
202,2023-02-04,07:30:18,2,-59,North,East
779,2023-01-28,08:20:05,-27,-81,South,East
578,2023-01-09,12:48:31,10,-103,North,East
696,2023-01-10,23:13:08,-47,-18,South,East
110,2023-03-01,22:28:02,12,-92,North,East
541,2023-01-02,03:30:29,-6,43,South,West
508,2023-03-14,21:47:57,14,68,North,West
659,2023-01-29,23:26:46,-32,89,South,West
746,2023-02-01,14:20:03,-65,110,South,West
21,2023-01-07,00:54:50,21,14,North,West
589,2023-02-27,18:55:50,-21,-104,South,East
587,2023-02-17,07:45:11,-83,43,South,West
889,2023-03-11,12:40:33,19,119,North,West
602,2023-01-18,04:45:48,-25,0,South,West
431,2023-03-06,13:10:44,-3,-128,South,East
438,2023-02-27,06:20:07,-39,153,South,West
386,2023-03-01,21:11:57,45,-33,North,East
561,2023-03-02,22:39:32,26,-111,North,East
653,2023-02-09,22:57:57,-68,113,South,West
354,2023-03-19,19:56:12,-83,-166,South,East
674,2023-02-24,21:02:21,68,145,North,West
761,2023-03-07,17:55:47,-30,-118,South,East
946,2023-03-15,11:58:18,84,-28,North,East
228,2023-02-13,02:27:20,-40,-74,South,East
276,2023-03-16,14:58:12,-76,11,South,West
210,2023-02-05,17:48:48,-74,122,South,West
391,2023-03-08,14:16:56,-48,151,South,West
801,2023-01-21,00:49:09,-3,57,South,West
395,2023-01-29,13:55:14,15,-121,North,East
911,2023-03-27,05:44:46,46,105,North,West
797,2023-01-30,14:07:59,-84,131,South,West
507,2023-01-04,07:51:41,-66,134,South,West
87,2023-01-05,12:52:41,-29,68,South,West
467,2023-03-01,18:48:23,-34,51,South,West
151,2023-02-05,12:08:25,-33,-12,South,East
9,2023-02-21,16:14:32,90,-56,North,East
526,2023-01-16,04:06:25,26,-86,North,East
619,2023-03-30,11:45:11,-88,-19,South,East
237,2023-03-19,08:35:46,-67,-141,South,East
88,2023-02-27,14:18:39,30,-106,North,East
29,2023-02-04,12:54:30,-51,37,South,West
664,2023-03-09,01:42:01,33,24,North,West
874,2023-02-15,08:42:51,4,76,North,West
457,2023-03-31,14:56:01,7,42,North,West
126,2023-02-18,06:36:21,-41,44,South,West
129,2023-01-19,07:26:08,20,49,North,West
507,2023-03-12,01:29:33,62,54,North,West
89,2023-02-18,00:38:51,-35,-1,South,East
318,2023-03-08,04:21:18,85,-144,North,East
617,2023-03-25,19:05:05,-83,-39,South,East
588,2023-01-18,12:51:39,-64,-170,South,East
731,2023-02-12,22:57:11,-86,129,South,West
479,2023-01-14,08:20:17,51,85,North,West
90,2023-02-08,20:14:59,17,60,North,West
400,2023-02-21,14:34:33,-7,91,South,West
113,2023-03-24,19:35:27,4,179,North,West
759,2023-03-15,16:58:13,3,176,North,West
190,2023-02-09,07:06:16,74,-29,North,East
816,2023-01-27,18:07:15,89,-28,North,East
680,2023-03-13,11:09:35,-82,-108,South,East
600,2023-03-25,06:50:30,45,-31,North,East
52,2023-01-31,12:23:49,59,93,North,West
839,2023-03-02,17:51:18,80,100,North,West
524,2023-02-25,22:49:36,-60,-117,South,East
343,2023-01-06,04:41:09,-14,-126,South,East
154,2023-03-10,14:30:49,-47,26,South,West
410,2023-02-15,04:02:51,81,-12,North,East
881,2023-01-21,15:20:02,79,-20,North,East
389,2023-02-15,16:27:05,80,163,North,West
959,2023-02-08,21:42:52,-49,151,South,West
424,2023-02-20,09:30:44,19,-73,North,East
777,2023-01-10,06:25:40,-64,-121,South,East
236,2023-02-11,23:36:48,16,-86,North,East
210,2023-03-31,00:14:12,-78,-29,South,East
361,2023-02-03,20:46:07,-68,23,South,West
251,2023-03-25,14:52:51,-66,-105,South,East
995,2023-02-22,10:58:02,59,-51,North,East
809,2023-03-01,08:07:11,-68,-119,South,East
525,2023-03-01,06:49:32,87,172,North,West
86,2023-01-13,16:49:49,-42,-173,South,East
867,2023-03-05,23:34:40,-14,-98,South,East
528,2023-02-04,00:35:20,74,-61,North,East
1000,2023-02-16,01:45:26,71,31,North,West
755,2023-03-30,22:00:12,-86,-176,South,East
893,2023-03-15,23:05:04,-58,107,South,West
992,2023-02-26,07:51:20,14,40,North,West
109,2023-03-13,14:39:55,75,57,North,West
53,2023-01-18,11:47:01,77,-48,North,East
610,2023-02-02,17:25:59,8,-7,North,East
635,2023-02-27,15:21:23,-70,-72,South,East
41,2023-02-08,22:54:56,-70,-12,South,East
51,2023-03-10,08:41:08,-90,4,South,West
16,2023-02-23,09:47:32,-47,18,South,West
236,2023-03-14,16:03:38,-29,-82,South,East
71,2023-02-13,12:37:10,-77,63,South,West
756,2023-02-09,16:57:22,32,140,North,West
142,2023-02-16,00:04:38,35,95,North,West
398,2023-01-25,09:23:19,86,-54,North,East
501,2023-01-14,01:40:49,-24,151,South,West
668,2023-03-16,06:07:09,-35,-19,South,East
994,2023-01-28,23:46:09,78,-136,North,East
960,2023-03-17,09:25:47,-50,162,South,West
886,2023-04-01,05:34:32,-55,166,South,West
128,2023-02-12,02:54:35,-66,-127,South,East
799,2023-02-13,04:49:29,44,64,North,West
631,2023-02-04,15:48:19,73,-88,North,East
272,2023-01-09,05:52:16,76,-56,North,East
665,2023-01-10,01:03:37,14,116,North,West
959,2023-03-14,09:58:03,-80,67,South,West
374,2023-02-06,09:24:47,23,104,North,West
9,2023-01-01,19:26:04,1,128,North,West
888,2023-03-18,21:26:19,45,-131,North,East
691,2023-01-12,10:21:13,45,81,North,West
724,2023-03-26,18:43:02,63,138,North,West
138,2023-01-03,08:23:29,-61,-146,South,East
510,2023-01-07,19:33:05,23,168,North,West
476,2023-03-14,06:15:23,80,132,North,West
167,2023-02-20,04:13:58,-72,-126,South,East
739,2023-03-19,23:30:55,22,-6,North,East
139,2023-01-20,08:19:50,-86,99,South,West
90,2023-01-13,15:19:23,-63,164,South,West
726,2023-03-09,12:51:04,-24,-38,South,East
744,2023-02-21,04:52:04,-66,143,South,West
154,2023-01-22,20:40:09,-44,28,South,West
103,2023-02-11,18:34:42,-67,-84,South,East
753,2023-03-20,06:26:03,70,126,North,West
966,2023-03-24,15:35:37,-20,-165,South,East
532,2023-01-25,20:34:43,-86,80,South,West
847,2023-01-24,09:12:49,78,-139,North,East
226,2023-02-17,18:22:23,-39,106,South,West
561,2023-03-14,09:25:57,-2,4,South,West
906,2023-02-11,19:18:36,-17,-69,South,East
795,2023-01-30,01:57:11,-65,60,South,West
954,2023-01-27,19:33:54,-81,-110,South,East
396,2023-03-18,18:18:53,40,176,North,West
596,2023-01-04,20:49:37,-40,97,South,West
703,2023-02-06,11:40:59,-58,65,South,West
446,2023-03-19,11:05:24,-34,-155,South,East
508,2023-02-07,09:32:35,4,-134,North,East
126,2023-02-27,22:05:17,-19,161,South,West
268,2023-02-03,11:13:12,-15,132,South,West
678,2023-03-14,20:53:47,12,-67,North,East
391,2023-02-07,11:23:32,24,-120,North,East
517,2023-03-01,11:44:02,11,-72,North,East
495,2023-02-08,06:04:52,68,56,North,West
457,2023-01-23,04:01:43,-1,17,South,West
859,2023-01-12,06:28:40,40,-119,North,East
581,2023-01-12,19:56:59,-88,-177,South,East
878,2023-03-10,11:30:06,-54,-152,South,East
382,2023-01-15,19:32:00,-64,-116,South,East
251,2023-01-12,06:16:56,69,-54,North,East
577,2023-02-25,01:10:53,66,65,North,West
669,2023-01-24,15:02:18,40,17,North,West
185,2023-01-07,14:06:24,-33,-42,South,East
843,2023-02-01,10:46:33,80,-80,North,East
205,2023-03-29,09:02:50,38,112,North,West
707,2023-03-16,04:38:58,70,66,North,West
493,2023-02-27,10:38:19,-1,23,South,West
847,2023-03-28,13:27:17,-27,40,South,West
113,2023-03-28,21:35:43,-31,136,South,West
78,2023-03-20,07:39:10,-19,-139,South,East
230,2023-03-18,08:12:20,81,-68,North,East
146,2023-02-22,02:28:47,42,-168,North,East
377,2023-03-28,20:11:05,48,-43,North,East
718,2023-02-05,14:32:11,-82,104,South,West
597,2023-01-30,10:12:22,-17,36,South,West
682,2023-01-08,13:27:07,-44,-29,South,East
800,2023-02-10,02:22:37,13,-30,North,East
397,2023-01-08,06:41:47,15,106,North,West
748,2023-02-24,06:14:49,-62,52,South,West
892,2023-02-07,09:49:12,-52,-132,South,East
502,2023-01-24,11:00:06,50,77,North,West
812,2023-01-13,10:58:59,-7,126,South,West
328,2023-01-11,19:15:08,-28,-153,South,East
650,2023-03-29,14:58:45,84,21,North,West
569,2023-02-01,17:01:40,-17,81,South,West
762,2023-01-27,22:36:51,-43,173,South,West
439,2023-02-21,17:21:00,75,51,North,West
597,2023-01-09,15:56:01,-61,-22,South,East
659,2023-02-21,23:41:02,-63,-101,South,East
627,2023-03-12,14:29:29,-12,-179,South,East
196,2023-01-20,01:17:56,-68,91,South,West
639,2023-03-24,05:01:40,-45,21,South,West
341,2023-01-06,16:09:26,-87,-125,South,East
621,2023-03-26,04:22:53,-38,-59,South,East
290,2023-02-13,06:34:34,24,14,North,West
502,2023-02-11,23:51:19,6,-5,North,East
765,2023-02-10,13:38:13,-87,161,South,West
792,2023-03-07,08:25:29,34,-129,North,East
308,2023-01-11,21:20:43,-73,52,South,West
719,2023-01-09,11:01:25,-12,-19,South,East
153,2023-01-08,22:49:09,69,-150,North,East
77,2023-02-12,11:20:23,51,78,North,West
760,2023-01-09,05:53:13,83,-6,North,East
898,2023-01-17,07:52:41,0,-180,North,East
546,2023-03-14,22:11:12,60,55,North,West
835,2023-02-16,10:34:29,77,162,North,West
608,2023-01-11,07:06:43,-44,142,South,West
631,2023-01-28,12:56:22,26,-36,North,East
574,2023-03-09,05:01:13,42,14,North,West
606,2023-03-14,16:18:26,-35,163,South,West
413,2023-01-24,09:15:07,-23,83,South,West
235,2023-01-24,18:33:04,-83,-69,South,East
695,2023-03-25,15:01:22,32,37,North,West
938,2023-02-11,13:22:20,-43,-31,South,East
265,2023-03-28,12:25:00,-42,19,South,West
888,2023-01-23,05:44:59,70,55,North,West
944,2023-03-02,15:54:46,-29,-136,South,East
308,2023-02-21,17:43:00,-75,94,South,West
114,2023-02-08,23:06:00,-71,177,South,West
140,2023-01-26,01:11:51,-7,41,South,West
961,2023-01-01,05:55:17,42,117,North,West
469,2023-01-08,05:26:36,-70,93,South,West
106,2023-03-17,02:50:05,17,-77,North,East
51,2023-03-24,03:11:53,-81,-69,South,East
120,2023-01-10,18:14:49,-44,135,South,West
227,2023-01-19,11:36:47,-28,-2,South,East
864,2023-03-08,08:54:09,-35,-158,South,East
922,2023-01-06,06:45:49,-72,0,South,West
197,2023-02-22,12:05:36,47,133,North,West
145,2023-03-29,03:48:26,33,146,North,West
572,2023-03-21,16:55:30,14,96,North,West
346,2023-01-01,09:34:29,79,179,North,West
584,2023-01-13,11:53:42,45,108,North,West
683,2023-01-23,20:12:41,-90,-163,South,East
824,2023-03-16,06:43:11,-30,152,South,West
488,2023-02-19,15:30:48,71,-68,North,East
360,2023-01-11,15:26:59,51,-107,North,East
770,2023-01-16,01:57:13,54,171,North,West
853,2023-03-16,04:50:15,60,167,North,West
291,2023-01-17,22:09:01,-40,-13,South,East
118,2023-03-20,16:41:25,-66,-99,South,East
193,2023-02-19,03:26:41,-48,10,South,West
468,2023-03-08,20:34:32,-90,13,South,West
776,2023-03-21,17:22:33,4,-131,North,East
57,2023-02-09,20:06:05,-13,180,South,West
163,2023-03-19,15:51:29,-61,37,South,West
85,2023-03-17,18:03:05,40,89,North,West
78,2023-01-21,11:43:50,23,-57,North,East
142,2023-01-15,07:12:24,-28,45,South,West
840,2023-02-04,03:41:44,-82,153,South,West
476,2023-01-11,13:03:04,-22,-60,South,East
414,2023-02-19,18:43:35,79,-21,North,East
906,2023-01-23,04:45:17,-59,27,South,West
433,2023-01-28,13:01:29,-77,35,South,West
834,2023-02-18,05:40:39,62,89,North,West
950,2023-03-15,07:07:53,41,21,North,West
389,2023-03-20,07:49:18,-15,124,South,West
954,2023-02-16,23:41:50,43,72,North,West
994,2023-02-15,17:17:35,-37,136,South,West
718,2023-03-31,15:55:13,-37,-173,South,East
252,2023-01-04,14:43:26,-12,-151,South,East
463,2023-02-24,01:31:38,87,94,North,West
402,2023-01-11,15:23:35,-20,78,South,West
471,2023-02-09,22:12:29,79,49,North,West
73,2023-03-01,18:02:10,-28,145,South,West
361,2023-01-27,21:17:42,-49,105,South,West
814,2023-01-01,00:59:22,-22,-174,South,East
912,2023-03-14,05:38:45,59,-162,North,East
369,2023-02-13,17:45:02,42,-70,North,East
578,2023-01-06,22:22:59,70,174,North,West
692,2023-01-07,13:28:34,72,-121,North,East
317,2023-02-04,12:27:40,-76,166,South,West
433,2023-03-19,21:57:07,41,155,North,West
715,2023-01-04,01:32:19,-3,168,South,West
210,2023-01-01,18:55:27,-54,171,South,West
961,2023-02-28,01:46:47,68,-148,North,East
706,2023-01-21,10:40:18,-49,-66,South,East
24,2023-04-01,13:42:42,-57,136,South,West
275,2023-02-08,12:38:01,-71,-156,South,East
242,2023-01-23,17:10:36,66,148,North,West
935,2023-03-28,17:09:32,-7,-173,South,East
792,2023-01-06,09:02:42,-85,-40,South,East
368,2023-03-02,10:02:47,-21,114,South,West
272,2023-02-13,05:56:21,4,101,North,West
575,2023-01-12,14:06:33,-23,63,South,West
92,2023-01-17,09:48:19,63,-7,North,East
756,2023-02-22,07:44:16,24,-127,North,East
71,2023-02-21,20:24:29,-55,-71,South,East
614,2023-01-08,14:41:27,59,-145,North,East
425,2023-02-05,04:22:34,71,-148,North,East
26,2023-01-07,19:15:49,70,-153,North,East
131,2023-02-22,10:45:30,61,164,North,West
466,2023-01-17,15:34:40,71,154,North,West
750,2023-01-01,23:13:04,76,128,North,West
737,2023-01-05,17:58:57,44,-155,North,East
513,2023-03-10,19:21:23,-87,121,South,West
902,2023-02-03,00:41:21,-34,-113,South,East
285,2023-03-11,12:42:11,-86,-22,South,East
30,2023-03-23,04:51:10,33,148,North,West
120,2023-02-10,08:21:16,80,1,North,West
177,2023-02-06,06:19:23,55,-112,North,East
642,2023-02-10,17:30:36,37,93,North,West
54,2023-03-07,07:46:15,1,-147,North,East
992,2023-02-17,17:37:46,5,50,North,West
880,2023-02-08,12:03:51,34,69,North,West
120,2023-02-23,17:56:06,-19,136,South,West
485,2023-02-12,03:40:34,42,117,North,West
143,2023-03-29,12:33:03,69,174,North,West
784,2023-01-02,17:38:13,-43,50,South,West
408,2023-03-23,15:56:23,-41,60,South,West
641,2023-01-16,07:47:20,-25,-133,South,East
198,2023-01-14,00:11:38,-73,-135,South,East
450,2023-03-13,07:22:23,-11,139,South,West
498,2023-03-28,04:54:12,7,1,North,West
778,2023-01-13,17:47:13,-23,-89,South,East
27,2023-01-11,17:40:39,-38,-129,South,East
655,2023-01-05,04:19:26,48,-135,North,East
996,2023-03-05,04:21:01,87,-138,North,East
903,2023-03-16,07:59:30,77,-1,North,East
864,2023-03-02,10:09:38,-22,-102,South,East
114,2023-01-17,11:58:46,30,-86,North,East
833,2023-02-12,15:55:00,-60,72,South,West
847,2023-01-20,08:37:17,-18,166,South,West
220,2023-02-28,23:10:06,29,162,North,West
39,2023-03-02,00:14:25,-34,8,South,West
930,2023-03-12,19:15:11,0,-148,North,East
396,2023-02-11,06:09:13,87,-161,North,East
749,2023-01-19,21:06:37,1,166,North,West
191,2023-01-07,04:12:07,-85,-130,South,East
290,2023-03-05,02:07:06,30,-8,North,East
679,2023-01-21,01:07:28,-72,-156,South,East
23,2023-03-01,15:46:41,17,72,North,West
764,2023-02-24,11:04:50,-31,-86,South,East
176,2023-03-17,15:57:33,-21,-82,South,East
602,2023-01-10,01:31:41,-44,14,South,West
424,2023-03-08,02:19:21,15,-156,North,East
683,2023-01-26,13:12:20,17,107,North,West
