message_id,send_date,send_time,platform,viewed,content,sender_id,receiver_id
409,2023-02-17,21:04:01,SnapChat,0,Sup bro?,439,683
410,2023-03-23,20:27:00,Messenger,0,"Hey girl, what's cooking?",223,450
411,2023-01-10,03:50:29,WhatsApp,0,Good job at work today!,684,666
412,2023-02-23,13:51:42,Discord,0,Hey!,967,902
413,2023-01-24,16:56:32,WhatsApp,0,Good job at work today!,746,831
414,2023-02-17,09:43:04,Slack,1,Be careful!,730,520
415,2023-01-30,01:25:50,Discord,0,5 days to go!,667,487
416,2023-03-11,11:11:15,WhatsApp,0,What's up?,482,315
417,2023-01-22,21:15:11,Slack,1,I hate this app.,889,720
418,2023-02-25,10:46:04,Discord,0,5 days to go!,870,818
419,2023-02-14,23:28:11,WhatsApp,1,I'm thinking about you :),846,378
420,2023-02-23,08:56:37,Slack,0,5 days to go!,244,224
421,2023-03-08,21:32:08,Messenger,1,Good job at work today!,110,315
422,2023-02-12,15:59:25,Messenger,0,Could you pick up some milk on your way home?,48,141
423,2023-02-05,10:11:28,Slack,1,Sup bro?,196,31
424,2023-03-14,23:26:25,Discord,1,Be careful!,820,879
425,2023-02-15,15:35:13,Slack,0,Good luck on the interview!,767,772
426,2023-03-10,00:00:46,Slack,0,5 days to go!,616,89
427,2023-02-10,15:37:30,WhatsApp,0,I hate this app.,289,402
428,2023-02-24,22:23:23,SnapChat,0,Why are you so rude?,741,408
429,2023-03-05,23:06:05,Discord,1,OMG!,128,982
430,2023-03-25,03:13:38,Messenger,0,I'm thinking about you :),854,737
431,2023-03-09,01:27:51,SnapChat,1,5 days to go!,894,96
432,2023-01-25,19:11:15,Discord,1,OMG!,999,89
433,2023-01-08,00:44:26,WhatsApp,1,Where is the butter again?,991,345
434,2023-04-01,16:15:12,WhatsApp,1,What's up?,355,971
435,2023-02-25,11:59:14,Messenger,0,What's up?,454,106
436,2023-02-27,05:49:10,Discord,0,Sup bro?,146,341
437,2023-03-04,08:51:04,WhatsApp,1,5 days to go!,666,220
438,2023-03-18,04:18:17,Discord,0,Good job at work today!,834,25
439,2023-03-11,00:36:50,Slack,1,I'm thinking about you :),839,969
440,2023-01-12,14:57:25,Slack,1,The kids are at school rn…,971,449
441,2023-01-26,11:56:07,SnapChat,0,Hey!,338,456
442,2023-02-12,22:16:47,Messenger,0,Hey!,600,982
443,2023-03-31,13:01:44,WhatsApp,1,The kids are at school rn…,931,544
444,2023-02-02,11:40:01,Slack,0,OMG!,97,915
445,2023-01-08,00:11:14,WhatsApp,0,Sup bro?,630,565
446,2023-02-11,23:35:31,SnapChat,0,LMAO!,196,114
447,2023-02-13,19:36:10,Discord,1,Good job at work today!,829,667
448,2023-02-17,20:56:58,Discord,1,The dog got stuck on the roof again…,83,655
449,2023-02-13,10:20:09,Messenger,1,I'm thinking about you :),715,983
450,2023-03-26,21:41:47,Slack,0,The dog got stuck on the roof again…,82,935
451,2023-03-31,14:53:57,SnapChat,1,Good luck on the interview!,896,882
452,2023-03-14,18:07:45,Messenger,0,LMAO!,279,134
453,2023-02-24,16:53:42,Discord,1,Hey!,640,982
454,2023-01-12,12:27:43,Discord,0,I'm thinking about you :),771,55
455,2023-01-24,18:28:06,SnapChat,1,ROLF,98,720
456,2023-01-23,03:17:05,SnapChat,1,LOL,468,280
457,2023-01-14,17:48:50,WhatsApp,0,The dog got stuck on the roof again…,470,399
458,2023-03-09,08:34:30,Slack,1,ROLF,954,200
459,2023-02-23,16:08:50,Messenger,1,Why are you so rude?,442,661
460,2023-01-12,15:51:21,WhatsApp,0,The dog got stuck on the roof again…,894,425
461,2023-03-05,00:05:22,Slack,1,What's up?,216,970
462,2023-02-13,07:07:57,Messenger,1,Good job at work today!,834,667
463,2023-02-24,11:08:04,WhatsApp,0,The kids are at school rn…,893,113
464,2023-02-06,15:24:04,Slack,0,ROLF,488,357
465,2023-03-03,02:33:34,WhatsApp,0,LMAO!,908,759
466,2023-03-18,06:20:04,SnapChat,1,Good luck on the interview!,451,335
467,2023-02-26,07:34:18,Discord,0,The kids are at school rn…,430,245
468,2023-01-30,05:38:01,Messenger,1,The kids are at school rn…,30,999
469,2023-02-09,21:37:20,Messenger,1,The dog got stuck on the roof again…,187,378
470,2023-02-26,06:32:19,SnapChat,1,Why are you so rude?,540,695
471,2023-01-24,06:40:18,Discord,1,5 days to go!,19,928
472,2023-03-19,23:25:26,Discord,1,Good job at work today!,51,946
473,2023-01-06,01:53:08,Slack,1,The kids are at school rn…,670,954
474,2023-03-11,23:17:22,SnapChat,0,What's up?,333,728
475,2023-03-07,15:29:42,SnapChat,0,How are you??,201,176
476,2023-02-01,23:44:24,Discord,0,OMG!,80,663
477,2023-02-04,05:30:45,Messenger,0,Good job at work today!,714,750
478,2023-03-29,00:15:33,Messenger,1,I'm thinking about you :),198,498
479,2023-01-17,05:58:45,WhatsApp,1,LMAO!,359,598
480,2023-03-15,17:22:08,WhatsApp,1,Where is the butter again?,601,627
481,2023-02-19,01:31:41,SnapChat,1,5 days to go!,66,952
482,2023-03-13,21:06:30,SnapChat,0,5 days to go!,199,394
483,2023-02-05,11:22:48,Slack,0,Hey!,29,672
484,2023-03-21,07:31:00,Discord,1,LOL,221,57
485,2023-01-03,08:19:05,SnapChat,0,I love you!,612,921
486,2023-03-22,07:18:33,Slack,1,5 days to go!,805,690
487,2023-02-01,11:41:12,Messenger,1,Sup bro?,434,694
488,2023-02-04,01:44:34,SnapChat,0,5 days to go!,869,483
489,2023-03-02,13:12:48,Messenger,1,Could you pick up some milk on your way home?,190,726
490,2023-02-03,02:48:28,Messenger,1,ROLF,746,746
491,2023-03-24,03:50:18,SnapChat,1,Could you pick up some milk on your way home?,498,4
492,2023-02-13,04:10:43,Discord,1,5 days to go!,869,96
493,2023-02-19,22:57:55,SnapChat,1,Where is the butter again?,652,48
494,2023-01-31,18:43:38,WhatsApp,1,I'm thinking about you :),346,339
495,2023-02-20,15:47:19,Slack,1,How are you??,202,801
496,2023-01-02,21:17:53,Slack,1,Good job at work today!,383,879
497,2023-01-27,04:22:00,SnapChat,1,The kids are at school rn…,58,146
498,2023-02-13,07:13:31,SnapChat,0,"Hey girl, what's cooking?",180,198
499,2023-03-22,15:56:25,Discord,0,Be careful!,320,592
500,2023-02-14,19:56:04,Messenger,1,The dog got stuck on the roof again…,528,793
501,2023-01-15,01:26:57,SnapChat,1,How are you??,557,572
502,2023-03-21,19:32:38,Slack,1,The kids are at school rn…,874,993
503,2023-03-29,06:35:03,WhatsApp,0,The kids are at school rn…,916,316
504,2023-03-07,21:54:22,Discord,1,LOL,387,938
505,2023-03-05,10:07:21,SnapChat,0,LMAO!,390,830
506,2023-01-20,05:24:41,Slack,0,Good job at work today!,818,801
507,2023-03-27,14:50:43,Discord,1,Where is the butter again?,888,784
508,2023-01-06,11:24:30,Messenger,1,LMAO!,892,62
509,2023-03-18,01:29:35,Messenger,1,I love you!,289,640
510,2023-03-13,08:44:39,Discord,0,I hate this app.,581,66
511,2023-03-16,11:55:28,WhatsApp,0,ROLF,951,956
512,2023-03-26,01:29:55,WhatsApp,0,ROLF,496,443
513,2023-03-10,20:59:07,WhatsApp,1,OMG!,926,54
514,2023-03-14,19:41:57,Messenger,0,ROLF,542,661
515,2023-02-28,04:45:07,WhatsApp,0,The dog got stuck on the roof again…,798,542
516,2023-02-23,02:01:06,Discord,0,"Hey girl, what's cooking?",604,882
517,2023-03-16,22:05:32,Discord,0,Good luck on the interview!,385,555
518,2023-01-12,15:23:58,Discord,0,Hey!,256,207
519,2023-01-27,11:41:40,WhatsApp,1,LMAO!,54,669
520,2023-03-30,22:32:21,Discord,0,The kids are at school rn…,483,908
521,2023-02-27,18:08:57,SnapChat,0,I love you!,826,439
522,2023-03-04,20:35:49,Messenger,0,"Hey girl, what's cooking?",415,787
523,2023-02-19,21:06:02,Slack,0,The dog got stuck on the roof again…,762,75
524,2023-03-19,17:01:56,WhatsApp,0,ROLF,346,364
525,2023-02-03,23:49:38,Messenger,0,Be careful!,283,601
526,2023-01-02,02:15:52,Messenger,0,Good job at work today!,402,84
527,2023-01-11,14:49:08,SnapChat,0,I'm thinking about you :),917,889
528,2023-01-29,02:24:20,WhatsApp,1,Could you pick up some milk on your way home?,706,83
529,2023-03-23,06:12:26,Messenger,0,I love you!,967,787
530,2023-03-01,10:37:39,Messenger,1,Could you pick up some milk on your way home?,383,805
531,2023-03-21,02:55:39,Slack,1,LMAO!,384,200
532,2023-03-12,18:14:35,Slack,0,I'm thinking about you :),278,443
533,2023-03-10,06:03:52,SnapChat,1,Why are you so rude?,488,902
534,2023-02-09,23:41:02,Messenger,1,Be careful!,207,492
535,2023-01-30,04:32:57,Slack,1,Sup bro?,670,663
536,2023-03-26,02:45:17,WhatsApp,0,Where is the butter again?,771,956
537,2023-03-22,04:57:34,Slack,1,LOL,380,40
538,2023-02-04,22:01:14,Slack,0,How are you??,423,919
539,2023-03-27,21:06:06,WhatsApp,1,Why are you so rude?,581,672
540,2023-03-26,10:45:03,SnapChat,0,Why are you so rude?,998,963
541,2023-01-17,03:57:12,SnapChat,0,The kids are at school rn…,251,753
542,2023-02-23,00:11:14,WhatsApp,1,Good job at work today!,868,894
543,2023-02-05,01:15:00,WhatsApp,1,ROLF,964,493
544,2023-01-31,02:27:21,SnapChat,0,Good job at work today!,454,126
545,2023-03-26,06:45:16,WhatsApp,0,OMG!,359,182
546,2023-01-10,00:53:07,WhatsApp,0,Hey!,705,687
547,2023-01-10,18:34:50,Slack,1,I love you!,78,809
548,2023-03-04,16:00:22,WhatsApp,0,Sup bro?,819,320
549,2023-03-18,11:07:46,Slack,1,I'm thinking about you :),200,758
550,2023-02-06,10:47:01,SnapChat,0,How are you??,801,423
551,2023-02-04,07:19:58,WhatsApp,1,The kids are at school rn…,196,399
552,2023-01-25,07:13:43,WhatsApp,1,I'm thinking about you :),31,383
553,2023-04-01,04:30:25,WhatsApp,0,Hey!,596,85
554,2023-01-19,04:39:28,Messenger,1,Why are you so rude?,230,652
555,2023-03-28,00:54:05,WhatsApp,1,I love you!,428,982
556,2023-02-08,19:14:47,SnapChat,1,Where is the butter again?,582,958
557,2023-02-05,06:14:45,SnapChat,1,LOL,698,544
558,2023-01-29,10:13:30,Messenger,1,Could you pick up some milk on your way home?,357,845
559,2023-01-10,23:06:43,Messenger,1,The dog got stuck on the roof again…,705,244
560,2023-03-04,19:37:35,Slack,0,"Hey girl, what's cooking?",964,94
561,2023-01-31,06:12:04,SnapChat,0,ROLF,938,394
562,2023-02-19,13:52:25,Messenger,0,Good luck on the interview!,408,357
563,2023-02-06,23:14:15,Discord,1,ROLF,345,993
564,2023-03-11,23:41:17,Messenger,0,"Hey girl, what's cooking?",846,36
565,2023-03-11,02:48:02,Discord,0,I love you!,196,620
566,2023-02-23,14:59:30,Slack,0,I love you!,432,921
567,2023-03-28,08:07:51,Discord,1,5 days to go!,965,385
568,2023-01-04,23:01:12,Discord,1,What's up?,106,393
569,2023-02-15,18:05:31,WhatsApp,0,Good job at work today!,402,638
570,2023-03-16,13:29:57,WhatsApp,1,Good job at work today!,333,931
571,2023-01-24,10:55:37,Slack,0,I hate this app.,422,996
572,2023-03-10,11:58:43,WhatsApp,0,I love you!,608,667
573,2023-02-02,12:20:56,Slack,0,Good luck on the interview!,413,36
574,2023-03-06,03:42:52,Slack,0,Be careful!,494,489
575,2023-01-15,21:41:18,Discord,1,"Hey girl, what's cooking?",925,146
576,2023-01-03,13:43:25,Discord,0,Be careful!,715,61
577,2023-03-28,00:26:40,SnapChat,0,Good job at work today!,719,241
578,2023-01-16,09:24:40,SnapChat,1,Be careful!,559,256
579,2023-01-17,21:07:17,Messenger,0,Could you pick up some milk on your way home?,182,809
580,2023-03-01,19:16:15,SnapChat,0,Be careful!,278,338
581,2023-02-18,00:52:34,Slack,1,ROLF,571,907
582,2023-01-28,03:33:29,Messenger,0,"Hey girl, what's cooking?",971,511
583,2023-02-08,01:43:44,Messenger,0,The kids are at school rn…,422,281
584,2023-02-26,09:17:09,Slack,0,The dog got stuck on the roof again…,181,487
585,2023-03-04,20:07:01,Discord,0,What's up?,809,273
586,2023-03-08,20:14:07,Messenger,1,"Hey girl, what's cooking?",940,909
587,2023-03-15,04:30:23,Messenger,1,Where is the butter again?,892,902
588,2023-03-24,15:50:53,Slack,1,I hate this app.,678,58
589,2023-02-10,16:32:32,Discord,1,I hate this app.,667,660
590,2023-02-10,14:42:34,WhatsApp,1,Hey!,834,951
591,2023-03-27,20:38:01,Slack,0,How are you??,750,971
592,2023-03-15,17:14:06,Messenger,1,I love you!,62,226
593,2023-01-12,00:10:15,Discord,0,5 days to go!,110,444
594,2023-01-17,09:47:57,WhatsApp,1,Be careful!,316,624
595,2023-03-30,10:45:07,Messenger,0,The kids are at school rn…,643,97
596,2023-03-10,12:57:58,Slack,1,How are you??,359,555
597,2023-02-12,12:44:27,Messenger,1,Could you pick up some milk on your way home?,455,108
598,2023-02-24,21:51:40,Discord,0,Good job at work today!,646,660
599,2023-03-29,16:01:14,WhatsApp,0,How are you??,180,584
600,2023-03-14,19:42:56,WhatsApp,1,What's up?,316,586
601,2023-03-17,12:34:11,WhatsApp,0,Be careful!,596,576
602,2023-02-05,14:17:32,SnapChat,1,"Hey girl, what's cooking?",273,177
603,2023-01-02,23:35:09,SnapChat,0,Hey!,686,76
604,2023-02-22,02:18:51,WhatsApp,0,Good luck on the interview!,94,60
605,2023-02-24,19:10:21,SnapChat,1,The kids are at school rn…,887,998
606,2023-02-24,19:45:09,Slack,1,LOL,874,80
607,2023-01-26,02:39:17,Slack,0,The dog got stuck on the roof again…,869,772
608,2023-02-28,17:31:01,Messenger,1,Could you pick up some milk on your way home?,971,562
609,2023-01-21,09:25:20,SnapChat,1,OMG!,221,328
610,2023-03-15,05:38:56,Slack,0,I'm thinking about you :),425,243
611,2023-01-09,16:01:20,SnapChat,0,The dog got stuck on the roof again…,690,99
612,2023-01-31,05:59:15,Discord,0,LMAO!,479,535
613,2023-01-27,22:56:32,Messenger,1,The kids are at school rn…,667,627
614,2023-01-10,15:45:44,WhatsApp,0,OMG!,810,666
615,2023-03-27,19:41:57,Messenger,1,Hey!,772,384
616,2023-03-30,11:40:01,Discord,0,5 days to go!,894,819
617,2023-03-15,05:53:53,SnapChat,1,LMAO!,819,982
618,2023-01-24,21:32:00,SnapChat,0,The kids are at school rn…,473,410
619,2023-02-28,12:08:41,SnapChat,1,ROLF,368,729
620,2023-03-25,05:43:59,WhatsApp,0,Why are you so rude?,631,441
621,2023-02-17,18:01:50,Messenger,0,Why are you so rude?,342,846
622,2023-02-12,00:51:12,SnapChat,1,Good job at work today!,566,749
623,2023-02-11,09:55:47,WhatsApp,1,Good luck on the interview!,765,694
624,2023-01-05,15:20:24,SnapChat,0,I hate this app.,794,630
625,2023-01-06,16:02:40,Messenger,1,What's up?,728,508
626,2023-02-20,02:57:30,WhatsApp,1,What's up?,480,656
627,2023-03-15,22:29:57,SnapChat,1,Good job at work today!,207,96
628,2023-01-06,11:45:00,Slack,1,ROLF,841,973
629,2023-03-07,00:10:29,Messenger,1,I hate this app.,582,639
630,2023-03-21,02:28:11,Discord,0,The kids are at school rn…,608,983
631,2023-03-08,19:51:50,SnapChat,0,Could you pick up some milk on your way home?,643,362
632,2023-03-30,08:10:51,Messenger,0,Hey!,566,246
633,2023-02-18,19:25:31,Discord,1,What's up?,312,295
634,2023-03-31,23:06:24,Discord,1,LOL,963,542
635,2023-02-11,14:35:49,Discord,1,I love you!,781,896
636,2023-02-18,10:04:15,Slack,1,What's up?,253,5
637,2023-02-18,03:50:57,Slack,0,Be careful!,28,741
638,2023-02-14,15:46:22,WhatsApp,0,Good job at work today!,734,195
639,2023-01-01,06:54:50,Messenger,0,Why are you so rude?,281,377
640,2023-01-26,07:45:20,Slack,1,LMAO!,961,190
641,2023-02-28,13:33:32,WhatsApp,1,Good luck on the interview!,962,666
642,2023-02-27,13:06:28,WhatsApp,1,OMG!,815,424
643,2023-03-07,14:24:02,SnapChat,0,"Hey girl, what's cooking?",489,646
644,2023-01-01,18:56:59,Discord,1,LMAO!,555,586
645,2023-01-22,09:21:14,WhatsApp,1,The dog got stuck on the roof again…,202,722
646,2023-03-20,15:25:47,SnapChat,0,Why are you so rude?,630,77
647,2023-01-22,07:09:25,Discord,0,Good job at work today!,273,787
648,2023-01-19,06:17:04,WhatsApp,0,"Hey girl, what's cooking?",879,904
649,2023-03-13,01:15:53,SnapChat,1,Could you pick up some milk on your way home?,809,410
650,2023-03-04,05:44:13,Messenger,0,ROLF,499,464
651,2023-01-30,15:51:03,Messenger,1,Good job at work today!,181,767
652,2023-01-12,02:58:07,WhatsApp,1,ROLF,435,470
653,2023-02-07,19:11:17,SnapChat,0,I hate this app.,634,663
654,2023-01-16,16:18:32,Slack,0,Sup bro?,102,984
655,2023-02-09,20:23:09,Discord,1,The kids are at school rn…,612,748
656,2023-02-26,02:12:47,Messenger,1,OMG!,359,741
657,2023-02-26,11:03:26,Discord,1,"Hey girl, what's cooking?",125,891
658,2023-02-27,04:11:02,WhatsApp,0,The kids are at school rn…,787,320
659,2023-01-19,02:00:46,Messenger,0,I love you!,497,935
660,2023-03-06,22:52:26,Discord,1,What's up?,809,564
661,2023-01-16,15:22:24,WhatsApp,0,How are you??,920,726
662,2023-03-26,11:36:10,SnapChat,0,Good luck on the interview!,60,687
663,2023-01-27,05:14:06,Discord,0,Could you pick up some milk on your way home?,753,600
664,2023-03-28,10:24:15,Slack,1,How are you??,909,690
665,2023-04-01,00:02:36,Slack,0,What's up?,489,128
666,2023-03-02,02:36:36,WhatsApp,0,The kids are at school rn…,779,424
667,2023-03-16,11:06:38,WhatsApp,0,LMAO!,848,640
668,2023-02-28,22:22:25,WhatsApp,1,Good luck on the interview!,243,345
669,2023-02-15,04:29:50,SnapChat,0,Could you pick up some milk on your way home?,638,965
670,2023-02-15,01:12:34,Messenger,0,ROLF,715,381
671,2023-02-27,02:41:44,Slack,1,Could you pick up some milk on your way home?,728,731
672,2023-03-15,22:03:04,Messenger,1,Good job at work today!,798,187
673,2023-02-07,02:00:00,Slack,0,I love you!,960,346
674,2023-02-16,10:15:22,Slack,1,5 days to go!,787,831
675,2023-01-19,14:04:38,Discord,1,Good job at work today!,467,919
676,2023-01-06,20:54:25,Discord,1,Sup bro?,84,413
677,2023-03-07,19:00:11,Discord,1,LMAO!,396,506
678,2023-01-31,01:44:24,SnapChat,0,I'm thinking about you :),874,256
679,2023-02-20,04:39:53,Discord,0,Could you pick up some milk on your way home?,972,126
680,2023-03-17,12:40:45,Discord,1,Why are you so rude?,435,741
681,2023-03-23,21:56:40,Slack,1,5 days to go!,328,778
682,2023-01-16,19:59:05,Discord,0,Good job at work today!,224,8
683,2023-01-06,01:58:59,Slack,0,Could you pick up some milk on your way home?,283,653
684,2023-02-01,06:35:34,WhatsApp,0,How are you??,599,614
685,2023-03-28,21:50:55,Discord,0,Where is the butter again?,571,277
686,2023-03-25,19:10:53,WhatsApp,1,Could you pick up some milk on your way home?,36,175
687,2023-02-17,13:27:49,Messenger,0,What's up?,959,483
688,2023-02-23,23:49:04,WhatsApp,1,Why are you so rude?,262,825
689,2023-03-29,10:45:53,Discord,1,Where is the butter again?,58,99
690,2023-03-19,05:38:55,Slack,0,LMAO!,728,312
691,2023-02-26,14:51:44,Discord,0,Sup bro?,781,451
692,2023-02-16,10:50:55,SnapChat,1,Where is the butter again?,88,964
693,2023-02-09,07:10:54,Messenger,1,Why are you so rude?,375,488
694,2023-01-11,12:14:07,Discord,0,Sup bro?,894,675
695,2023-01-09,18:07:03,Messenger,1,LMAO!,660,784
696,2023-01-08,02:34:55,Discord,1,Why are you so rude?,155,440
697,2023-01-31,16:15:31,SnapChat,1,LOL,277,444
698,2023-03-06,16:40:38,Slack,0,Why are you so rude?,532,693
699,2023-02-19,02:36:40,Discord,0,The dog got stuck on the roof again…,660,335
700,2023-01-20,22:56:17,WhatsApp,0,OMG!,653,586
701,2023-02-10,22:39:10,Slack,0,Could you pick up some milk on your way home?,286,983
702,2023-02-16,14:20:51,Slack,1,The kids are at school rn…,185,371
703,2023-01-22,00:30:46,Slack,1,5 days to go!,196,820
704,2023-03-11,00:49:05,WhatsApp,0,Hey!,157,922
705,2023-02-05,04:01:59,Slack,0,Why are you so rude?,959,128
706,2023-01-15,10:58:14,Messenger,0,LMAO!,439,441
707,2023-01-11,13:26:33,WhatsApp,1,Good luck on the interview!,915,387
708,2023-02-21,07:11:50,WhatsApp,1,ROLF,667,815
709,2023-03-08,13:53:00,Slack,0,Hey!,586,994
710,2023-02-05,07:05:16,Slack,1,Be careful!,513,924
711,2023-03-13,00:34:43,Discord,0,Where is the butter again?,573,357
712,2023-02-11,16:49:29,WhatsApp,1,"Hey girl, what's cooking?",239,286
713,2023-02-10,08:01:00,Messenger,0,Good luck on the interview!,468,99
714,2023-01-07,17:08:22,Slack,0,Where is the butter again?,211,98
715,2023-01-02,21:38:10,WhatsApp,0,The kids are at school rn…,617,638
716,2023-03-23,03:44:11,Discord,0,I hate this app.,816,961
717,2023-03-04,17:04:04,SnapChat,1,Where is the butter again?,296,240
718,2023-03-08,23:09:49,WhatsApp,0,ROLF,777,399
719,2023-01-08,02:39:43,SnapChat,0,I love you!,498,455
720,2023-01-20,23:10:19,SnapChat,1,5 days to go!,505,199
721,2023-01-02,21:05:38,SnapChat,1,Be careful!,922,71
722,2023-02-20,06:08:25,Messenger,0,Good job at work today!,75,525
723,2023-01-02,21:04:09,WhatsApp,0,What's up?,48,111
724,2023-03-21,16:30:58,SnapChat,0,Where is the butter again?,341,779
725,2023-01-23,21:50:47,Slack,0,Good job at work today!,169,424
726,2023-03-22,18:30:24,Slack,0,OMG!,415,599
727,2023-03-01,02:39:07,Messenger,1,OMG!,23,387
728,2023-02-20,17:54:06,Slack,0,ROLF,479,722
729,2023-02-09,00:11:18,Discord,1,Why are you so rude?,451,639
730,2023-02-05,03:06:40,SnapChat,1,LMAO!,467,745
731,2023-02-08,15:08:32,WhatsApp,0,LOL,705,169
732,2023-02-15,00:54:23,SnapChat,1,5 days to go!,624,921
733,2023-02-06,07:24:32,Slack,1,Why are you so rude?,895,748
734,2023-03-11,10:35:00,Discord,1,Hey!,597,364
735,2023-01-01,12:42:41,SnapChat,1,The dog got stuck on the roof again…,924,375
736,2023-02-23,05:26:38,Messenger,1,Good luck on the interview!,698,879
737,2023-03-24,08:41:25,Slack,1,5 days to go!,80,780
738,2023-01-05,21:05:00,Slack,0,Could you pick up some milk on your way home?,520,853
739,2023-03-25,03:19:49,WhatsApp,1,I love you!,194,108
740,2023-01-31,13:01:02,Discord,1,LOL,756,96
741,2023-03-03,03:51:38,SnapChat,1,Be careful!,748,137
742,2023-03-22,01:34:46,SnapChat,0,5 days to go!,441,821
743,2023-01-31,14:37:04,WhatsApp,0,Sup bro?,128,835
744,2023-02-12,15:26:21,SnapChat,1,"Hey girl, what's cooking?",511,636
745,2023-02-08,09:14:31,Discord,1,5 days to go!,52,98
746,2023-03-06,10:50:43,Messenger,1,LMAO!,991,527
747,2023-03-06,16:39:26,Messenger,0,5 days to go!,864,972
748,2023-02-19,00:45:54,Slack,0,How are you??,182,183
749,2023-03-23,11:27:59,WhatsApp,1,I'm thinking about you :),640,566
750,2023-01-30,12:36:01,Slack,0,Good job at work today!,335,405
751,2023-03-26,21:10:20,WhatsApp,0,The dog got stuck on the roof again…,943,338
752,2023-02-20,19:09:26,WhatsApp,0,Sup bro?,378,635
753,2023-03-01,23:02:42,Discord,0,The dog got stuck on the roof again…,43,907
754,2023-02-22,05:57:54,WhatsApp,1,The kids are at school rn…,493,89
755,2023-02-27,12:51:15,WhatsApp,1,"Hey girl, what's cooking?",932,442
756,2023-03-30,03:03:44,Messenger,0,I hate this app.,414,723
757,2023-01-15,10:04:43,SnapChat,0,LOL,749,608
758,2023-03-10,10:32:48,Slack,0,Good luck on the interview!,213,624
759,2023-01-07,23:06:25,Messenger,0,Be careful!,853,410
760,2023-03-14,14:36:33,SnapChat,0,OMG!,423,211
761,2023-01-31,00:39:52,WhatsApp,0,I'm thinking about you :),823,985
762,2023-02-15,04:41:42,Messenger,0,OMG!,434,928
763,2023-02-17,21:05:53,WhatsApp,0,Hey!,224,308
764,2023-01-31,09:07:12,Discord,1,Good job at work today!,852,164
765,2023-03-12,23:59:37,Messenger,0,Be careful!,783,48
766,2023-02-21,12:46:20,Discord,0,Why are you so rude?,600,380
767,2023-03-16,18:54:52,Slack,0,Good luck on the interview!,607,688
768,2023-03-17,08:02:57,Discord,1,Where is the butter again?,612,938
769,2023-02-20,10:14:40,Slack,0,Good luck on the interview!,837,739
770,2023-02-09,19:45:14,Messenger,0,Where is the butter again?,384,688
771,2023-03-04,14:01:39,Messenger,1,The kids are at school rn…,808,294
772,2023-01-13,05:02:44,Slack,1,OMG!,346,882
773,2023-01-17,08:42:38,WhatsApp,1,Why are you so rude?,71,437
774,2023-01-24,00:45:06,Discord,0,Hey!,690,368
775,2023-01-11,19:11:15,Discord,0,The kids are at school rn…,106,217
776,2023-02-17,01:27:00,WhatsApp,0,Could you pick up some milk on your way home?,454,383
777,2023-01-28,07:35:53,SnapChat,1,The dog got stuck on the roof again…,970,571
778,2023-03-09,04:56:19,Slack,0,"Hey girl, what's cooking?",644,585
779,2023-01-18,03:34:38,SnapChat,1,Sup bro?,355,233
780,2023-01-16,12:17:27,SnapChat,1,Why are you so rude?,794,501
781,2023-03-10,05:41:08,Messenger,1,I hate this app.,946,830
782,2023-01-12,23:02:23,Discord,0,How are you??,309,21
783,2023-03-23,10:18:57,WhatsApp,1,The kids are at school rn…,31,387
784,2023-03-14,12:55:44,WhatsApp,0,The kids are at school rn…,639,657
785,2023-03-19,12:28:32,SnapChat,0,Hey!,737,630
786,2023-01-28,19:00:46,Discord,1,I'm thinking about you :),598,239
787,2023-03-31,09:52:39,WhatsApp,0,LOL,750,906
788,2023-01-27,16:41:12,WhatsApp,0,"Hey girl, what's cooking?",414,519
789,2023-01-15,06:11:35,Messenger,1,What's up?,734,934
790,2023-01-14,09:55:23,Messenger,0,Hey!,239,210
791,2023-04-01,18:13:53,Messenger,0,"Hey girl, what's cooking?",196,341
792,2023-01-13,06:06:37,Messenger,0,What's up?,754,325
793,2023-02-28,14:54:12,SnapChat,1,Be careful!,149,542
794,2023-02-13,05:05:14,WhatsApp,0,"Hey girl, what's cooking?",118,85
795,2023-03-02,17:54:50,Messenger,1,Good job at work today!,310,328
796,2023-01-29,10:41:48,Slack,1,What's up?,158,652
797,2023-01-01,05:14:19,Discord,0,"Hey girl, what's cooking?",273,99
798,2023-01-12,21:43:54,Messenger,0,OMG!,215,230
799,2023-01-19,14:17:08,SnapChat,1,Sup bro?,866,934
800,2023-02-09,17:13:46,Messenger,1,Good job at work today!,857,241
801,2023-03-23,19:16:39,Slack,1,How are you??,93,436
802,2023-01-05,22:29:03,Discord,0,Why are you so rude?,931,244
803,2023-03-03,16:13:15,SnapChat,1,Be careful!,333,630
804,2023-01-15,03:50:57,SnapChat,0,The dog got stuck on the roof again…,667,23
805,2023-02-09,07:20:34,Discord,1,5 days to go!,882,498
806,2023-03-01,03:05:27,SnapChat,1,Why are you so rude?,430,183
807,2023-02-21,11:02:47,Messenger,0,LOL,61,164
808,2023-02-21,15:05:33,Discord,0,I hate this app.,235,283
809,2023-01-08,22:06:38,Messenger,0,Where is the butter again?,778,452
810,2023-02-03,07:53:01,Slack,0,Good job at work today!,185,657
811,2023-01-06,14:28:30,Slack,1,I'm thinking about you :),441,995
812,2023-03-25,06:00:56,Messenger,0,Sup bro?,835,999
813,2023-01-30,06:14:01,Slack,1,I hate this app.,749,820
814,2023-02-20,14:59:24,SnapChat,1,The kids are at school rn…,837,192
