message_id,send_date,send_time,content,sender_id,receiver_id
11862,2020-03-31,06:05:40,Have you seen my keys?,30,232
11863,2021-12-13,08:18:26,:),385,532
11864,2020-12-10,09:05:27,Can you pick up milk on your way home?,137,396
11865,2020-05-11,10:45:22,Can you pick up milk on your way home?,168,248
11866,2021-08-29,02:25:05,I love you!,812,267
11867,2020-06-26,01:28:45,"Hey girl, hey!",748,545
11868,2021-12-14,04:23:23,Oof that's gotta hurt,241,868
11869,2020-10-11,15:58:40,Please do the dishes!,591,564
11870,2020-07-30,02:14:01,Congrats on the new baby!,884,584
11871,2021-01-30,23:46:30,What's Up?,873,863
11872,2020-02-29,10:33:37,Whatcha doin?,37,282
11873,2020-09-22,18:05:39,:),181,270
11874,2022-12-29,14:42:51,Congrats on the new baby!,986,978
11875,2021-05-27,03:24:55,U good?,577,802
11876,2022-11-03,20:56:20,ROLF!,892,585
11877,2022-08-22,12:55:16,ROLF!,268,413
11878,2022-05-04,10:36:08,Can you pick up milk on your way home?,477,532
11879,2021-09-12,03:47:16,What do you mean?,569,693
11880,2021-09-17,18:28:11,LMAO,536,327
11881,2021-03-13,08:34:02,Congrats on the new baby!,377,74
11882,2020-11-14,14:20:49,U good?,455,679
11883,2022-10-23,13:29:15,"Hey Siri, text Madeline.",903,275
11884,2023-02-22,09:04:09,Yikes…,847,519
11885,2020-05-26,08:56:53,Please do the dishes!,903,572
11886,2020-01-05,15:16:16,Pick up your mess next time!,544,601
11887,2022-05-15,19:24:35,Please do the dishes!,899,115
11888,2021-04-14,01:41:07,Whatcha doin?,649,658
11889,2022-12-10,22:10:10,Hey!,690,640
11890,2022-12-21,01:09:18,OMG!,641,937
11891,2020-08-21,10:22:54,OMG!,310,541
11892,2022-03-20,01:03:37,LMAO,948,562
11893,2023-01-11,04:53:25,LOL,279,922
11894,2022-12-11,04:06:49,Hey!,95,797
11895,2023-03-23,15:38:51,Can we talk?,924,810
11896,2020-08-17,06:14:08,"Hey girl, hey!",206,692
11897,2022-04-04,19:08:20,What's Up?,320,51
11898,2020-10-27,16:55:01,OMG!,436,286
11899,2022-07-22,07:30:46,ROLF!,801,445
11900,2023-01-07,09:35:47,I love you!,920,636
11901,2023-03-30,04:12:55,What's Up?,785,291
11902,2022-02-26,19:17:28,What's Up?,731,526
11903,2022-04-27,00:22:23,ROLF!,162,257
11904,2022-05-19,17:27:16,Can we talk?,808,111
11905,2020-06-30,15:22:34,Can we talk?,510,573
11906,2020-01-17,10:20:57,The cat is stuck in the garage!,437,56
11907,2022-11-04,16:22:42,The cat is stuck in the garage!,216,389
11908,2022-01-21,18:54:36,Have you seen my keys?,367,437
11909,2021-05-21,23:24:42,LOL,707,486
11910,2021-10-05,13:38:44,"Hey Siri, text Madeline.",310,374
11911,2020-05-26,03:18:17,OMG!,656,35
11912,2021-04-09,14:50:06,Have you seen my keys?,337,487
11913,2022-03-30,03:27:34,Pick up your mess next time!,687,922
11914,2020-12-01,04:17:58,Please do the dishes!,404,276
11915,2021-09-30,10:48:56,Oof that's gotta hurt,510,131
11916,2022-10-28,13:02:58,Whatcha doin?,229,108
11917,2022-07-16,17:17:59,Can we talk?,872,99
11918,2021-11-19,13:56:37,Please do the dishes!,131,51
11919,2020-03-04,14:34:48,What's Up?,662,776
11920,2022-04-27,08:21:55,"Hey girl, hey!",2,218
11921,2022-05-06,14:03:31,I love you!,154,716
11922,2021-08-31,07:13:29,Can we talk?,508,81
11923,2021-06-05,05:35:20,LOL,188,891
11924,2022-01-10,10:13:08,LMAO,681,503
11925,2022-03-17,04:44:46,Have you seen my keys?,688,577
11926,2020-04-02,23:05:53,Can you pick up milk on your way home?,223,313
11927,2020-05-20,12:47:37,Please do the dishes!,251,144
11928,2021-06-09,02:07:38,U good?,317,913
11929,2022-04-26,07:44:44,LMAO,185,230
11930,2020-12-24,13:47:21,Can you pick up milk on your way home?,236,152
11931,2021-04-30,17:57:54,Sup bro?,473,388
11932,2020-05-05,14:03:42,I love you!,858,477
11933,2021-03-30,23:41:49,"Hey girl, hey!",31,56
11934,2021-05-19,08:23:19,Oof that's gotta hurt,397,532
11935,2022-09-18,14:15:50,OMG!,554,455
11936,2023-02-08,23:20:00,U good?,448,457
11937,2020-11-03,23:46:34,"Hey girl, hey!",611,922
11938,2023-02-08,20:44:31,Hey!,770,548
11939,2020-11-18,14:20:56,U good?,327,930
11940,2021-10-08,23:34:02,U good?,181,512
11941,2020-12-06,12:04:45,The cat is stuck in the garage!,74,741
11942,2020-12-09,01:34:08,U good?,15,463
11943,2023-02-24,21:22:41,Pick up your mess next time!,366,204
11944,2022-03-15,05:50:00,Hey!,715,469
11945,2021-11-03,00:59:49,Have you seen my keys?,535,339
11946,2021-03-01,04:00:38,Whatcha doin?,69,520
11947,2020-12-25,09:44:54,Can we talk?,595,425
11948,2022-04-23,14:01:37,Yikes…,986,638
11949,2022-03-09,20:50:33,U good?,948,309
11950,2021-06-22,17:37:58,Please do the dishes!,873,941
11951,2020-07-21,10:30:30,Please do the dishes!,341,628
11952,2022-06-28,14:12:32,:),402,710
11953,2021-05-09,09:16:26,Can you pick up milk on your way home?,390,387
11954,2022-04-21,08:16:04,:),917,522
11955,2020-01-20,18:43:54,Have you seen my keys?,219,93
11956,2022-05-23,18:25:54,What's Up?,786,901
11957,2021-09-03,18:29:33,What do you mean?,344,104
11958,2022-05-14,12:53:55,U good?,46,449
11959,2023-01-30,22:24:55,"Hey girl, hey!",48,32
11960,2021-09-01,20:34:31,LOL,974,46
11961,2020-09-27,01:16:03,Hey!,563,279
11962,2022-06-01,16:48:29,What's Up?,658,975
11963,2020-09-03,19:22:13,U good?,743,528
11964,2021-12-04,05:32:20,Can we talk?,951,58
11965,2021-09-05,16:11:46,Shut up grandma!,198,468
11966,2020-03-26,20:58:13,What's Up?,651,951
11967,2020-05-04,18:35:55,"Hey girl, hey!",668,759
11968,2022-02-06,07:35:49,I love you!,530,833
11969,2022-11-24,06:52:35,"Hey Siri, text Madeline.",850,627
11970,2022-04-28,22:05:26,ROLF!,283,133
11971,2022-03-25,02:13:17,Pick up your mess next time!,673,588
11972,2020-11-13,09:31:47,Sup bro?,158,698
11973,2022-06-29,05:26:39,Oof that's gotta hurt,388,34
11974,2020-01-03,21:03:05,Can you pick up milk on your way home?,377,866
11975,2020-06-07,03:55:39,Pick up your mess next time!,719,490
11976,2022-05-19,12:42:50,LOL,240,905
11977,2023-02-22,02:12:09,Hey!,187,530
11978,2020-02-21,18:07:58,What do you mean?,218,209
11979,2020-04-11,04:48:04,The cat is stuck in the garage!,875,127
11980,2021-05-28,10:13:11,LOL,363,628
11981,2021-06-26,16:57:41,Pick up your mess next time!,717,253
11982,2021-04-07,03:17:54,OMG!,492,129
11983,2021-01-19,15:06:09,U good?,821,718
11984,2022-04-03,19:01:10,Have you seen my keys?,859,972
11985,2020-08-19,14:39:38,Yikes…,1000,260
11986,2020-01-26,08:08:26,LOL,369,837
11987,2021-10-20,20:22:06,Congrats on the new baby!,141,700
11988,2020-12-13,17:56:21,OMG!,775,826
11989,2022-01-10,02:39:58,I love you!,165,989
11990,2023-03-17,03:05:18,:),518,86
11991,2022-05-22,02:02:39,Shut up grandma!,878,169
11992,2021-02-02,15:29:36,Yikes…,225,310
11993,2021-07-24,17:25:00,What do you mean?,402,492
11994,2021-06-03,06:42:09,"Hey girl, hey!",53,530
11995,2022-03-09,13:45:23,Pick up your mess next time!,561,628
11996,2022-07-13,07:42:55,LMAO,789,919
11997,2022-10-22,06:14:01,What do you mean?,749,580
11998,2021-03-12,21:55:14,Can you pick up milk on your way home?,993,925
11999,2022-08-13,01:31:43,Yikes…,184,733
12000,2022-10-08,14:29:37,Please do the dishes!,89,824
12001,2022-12-16,04:56:35,Whatcha doin?,485,316
12002,2023-02-23,00:57:09,Pick up your mess next time!,75,525
12003,2022-11-21,17:06:31,Please do the dishes!,581,227
12004,2020-09-20,20:31:09,Sup bro?,74,976
12005,2021-09-28,18:36:17,Whatcha doin?,364,310
12006,2022-08-02,04:55:29,LMAO,682,787
12007,2022-07-13,16:33:53,"Hey Siri, text Madeline.",31,881
12008,2020-01-25,09:28:51,LOL,317,50
12009,2020-04-22,07:13:15,Whatcha doin?,367,576
12010,2022-10-17,03:25:31,What's Up?,26,123
12011,2023-02-17,04:55:05,"Hey girl, hey!",431,606
12012,2023-02-17,14:39:26,"Hey girl, hey!",771,884
12013,2022-07-11,09:32:58,The cat is stuck in the garage!,203,456
12014,2022-01-10,01:51:00,Whatcha doin?,710,78
12015,2020-01-01,08:19:04,"Hey Siri, text Madeline.",642,219
12016,2020-06-26,23:06:30,I love you!,2,714
12017,2020-04-06,10:32:20,LOL,211,8
12018,2021-02-01,11:31:00,Have you seen my keys?,451,598
12019,2021-09-15,02:00:33,LMAO,890,198
12020,2020-06-03,13:08:38,ROLF!,576,279
12021,2022-06-19,13:28:02,OMG!,93,30
12022,2020-10-13,13:42:15,"Hey Siri, text Madeline.",342,898
12023,2020-08-30,16:22:02,Whatcha doin?,138,264
12024,2021-09-06,16:59:37,What do you mean?,914,312
12025,2021-11-12,16:04:02,Can you pick up milk on your way home?,85,734
12026,2022-10-26,21:07:38,Sup bro?,38,948
12027,2020-07-22,14:02:43,Hey!,174,70
12028,2022-08-03,07:10:22,Whatcha doin?,558,191
12029,2021-03-17,02:06:07,Congrats on the new baby!,942,432
12030,2022-12-10,18:35:49,What's Up?,157,797
12031,2022-03-02,20:27:20,LMAO,410,363
12032,2022-09-04,10:56:21,U good?,288,783
12033,2020-09-01,20:13:34,U good?,459,356
12034,2021-04-23,05:59:50,Whatcha doin?,286,577
12035,2020-08-11,23:34:23,The cat is stuck in the garage!,210,708
12036,2021-12-30,15:17:35,Congrats on the new baby!,419,878
12037,2020-10-10,04:14:30,Hey!,430,717
12038,2022-03-14,01:01:50,Oof that's gotta hurt,909,841
12039,2021-01-12,09:18:40,ROLF!,736,16
12040,2021-02-20,02:16:02,The cat is stuck in the garage!,626,895
12041,2021-05-02,18:23:53,I love you!,573,906
12042,2022-07-26,11:45:06,What's Up?,935,835
12043,2020-01-14,18:28:09,Can you pick up milk on your way home?,549,890
12044,2021-12-04,21:30:18,What's Up?,469,826
12045,2022-01-19,18:57:41,LMAO,340,621
12046,2023-03-30,18:11:21,Whatcha doin?,715,259
12047,2022-08-11,06:05:37,Whatcha doin?,362,631
12048,2022-09-30,06:16:35,Hey!,806,104
12049,2023-02-01,06:38:18,What do you mean?,868,229
12050,2020-05-31,13:17:34,What do you mean?,487,622
12051,2020-07-14,14:13:16,Yikes…,106,147
12052,2022-01-14,07:07:27,"Hey girl, hey!",674,751
12053,2020-12-12,13:39:13,I love you!,548,215
12054,2022-08-30,12:18:02,Sup bro?,6,309
12055,2020-09-15,11:04:26,Congrats on the new baby!,871,425
12056,2021-02-25,20:53:58,I love you!,125,977
12057,2021-07-01,10:48:05,LMAO,314,108
12058,2021-05-23,22:20:23,OMG!,757,51
12059,2023-01-07,05:58:41,"Hey girl, hey!",237,367
12060,2020-11-16,21:16:09,ROLF!,397,686
12061,2020-02-25,02:34:52,"Hey girl, hey!",612,769
12062,2022-05-15,00:55:19,Sup bro?,650,932
12063,2021-10-03,18:01:32,"Hey Siri, text Madeline.",398,908
12064,2021-03-01,22:59:29,Have you seen my keys?,71,619
12065,2021-08-11,00:27:10,Pick up your mess next time!,307,206
12066,2021-01-14,14:27:41,LOL,707,642
12067,2022-07-26,11:43:06,I love you!,489,912
12068,2020-10-11,02:29:14,OMG!,250,980
12069,2020-05-11,15:01:36,Can we talk?,181,472
12070,2020-03-12,17:18:00,Shut up grandma!,471,268
12071,2023-03-10,05:11:49,ROLF!,716,401
12072,2021-04-10,20:54:22,"Hey Siri, text Madeline.",532,975
12073,2020-04-08,13:12:27,Can we talk?,825,38
12074,2021-05-12,09:12:46,I love you!,780,570
12075,2021-04-17,18:39:43,I love you!,374,475
12076,2022-12-06,16:49:36,:),258,861
12077,2020-02-18,07:04:43,Oof that's gotta hurt,348,749
12078,2020-07-01,10:18:43,LMAO,180,863
12079,2020-11-03,01:14:28,Yikes…,532,75
12080,2020-08-18,11:14:30,OMG!,220,865
12081,2020-10-23,22:28:55,Congrats on the new baby!,605,919
12082,2021-09-21,09:44:45,What's Up?,38,272
12083,2023-01-31,16:07:06,Please do the dishes!,426,900
12084,2021-11-22,15:08:17,Have you seen my keys?,505,802
12085,2022-01-12,08:12:45,I love you!,966,114
12086,2022-11-07,16:19:27,Can you pick up milk on your way home?,909,510
12087,2020-02-14,12:26:33,I love you!,613,375
12088,2022-08-27,11:20:03,ROLF!,812,540
12089,2021-03-22,17:14:45,Please do the dishes!,398,410
12090,2020-11-10,07:30:28,What's Up?,458,532
12091,2020-09-02,06:07:20,U good?,269,916
12092,2022-04-21,21:32:20,U good?,754,130
12093,2023-02-05,10:32:56,LMAO,351,37
12094,2022-10-06,12:25:43,Have you seen my keys?,797,385
12095,2023-02-27,01:27:57,Can you pick up milk on your way home?,478,16
12096,2020-12-31,16:21:13,LMAO,905,207
12097,2020-05-02,17:43:57,Can we talk?,942,80
12098,2022-09-05,06:52:18,Congrats on the new baby!,614,310
12099,2020-02-08,15:28:51,ROLF!,966,214
12100,2023-02-20,08:36:13,Can we talk?,205,122
12101,2020-11-24,04:26:48,LOL,341,709
12102,2021-08-16,06:14:22,What do you mean?,618,598
12103,2023-03-31,11:55:25,Oof that's gotta hurt,986,393
12104,2021-08-02,14:40:29,Can we talk?,489,335
12105,2021-12-25,15:07:38,I love you!,564,344
12106,2022-10-04,04:49:15,Oof that's gotta hurt,977,960
12107,2022-04-10,05:23:59,Congrats on the new baby!,744,130
12108,2020-09-30,11:14:30,LOL,846,238
12109,2022-04-29,22:52:34,Can we talk?,424,745
12110,2021-10-27,08:43:49,Sup bro?,331,985
12111,2021-03-10,23:29:38,I love you!,873,778
12112,2022-05-07,13:38:18,"Hey Siri, text Madeline.",141,761
12113,2021-12-27,00:54:59,Hey!,377,716
12114,2020-10-15,06:20:34,Yikes…,514,364
12115,2020-12-19,05:24:39,Congrats on the new baby!,140,929
12116,2020-04-15,19:39:29,Sup bro?,925,202
12117,2022-11-28,22:36:32,Hey!,440,493
12118,2020-10-16,00:12:15,Oof that's gotta hurt,792,144
12119,2021-02-11,15:35:48,U good?,719,8
12120,2020-10-27,05:06:32,"Hey girl, hey!",67,583
12121,2020-04-10,16:55:35,I love you!,637,856
12122,2022-10-03,23:57:58,What do you mean?,143,929
12123,2022-03-17,07:11:57,Congrats on the new baby!,949,192
12124,2020-01-07,23:08:38,Sup bro?,558,181
12125,2021-04-29,19:19:24,"Hey girl, hey!",593,381
12126,2020-07-28,08:53:46,OMG!,993,506
12127,2021-04-01,23:49:33,Whatcha doin?,989,760
12128,2021-11-17,03:16:30,Shut up grandma!,734,411
12129,2021-04-17,02:41:10,"Hey Siri, text Madeline.",176,716
12130,2021-06-17,05:26:12,LOL,200,629
12131,2020-03-12,23:10:41,The cat is stuck in the garage!,958,628
12132,2021-08-13,05:27:14,What do you mean?,420,608
12133,2021-04-17,05:56:48,What do you mean?,866,567
12134,2023-03-17,07:54:51,LMAO,66,923
12135,2020-04-11,18:54:02,What's Up?,703,394
12136,2020-07-10,06:42:14,OMG!,321,42
12137,2021-08-02,18:17:35,Congrats on the new baby!,103,704
12138,2021-06-09,08:56:56,Have you seen my keys?,478,691
12139,2022-12-09,17:48:34,"Hey Siri, text Madeline.",520,184
12140,2023-03-29,04:12:57,LMAO,564,303
12141,2022-09-07,22:32:43,Whatcha doin?,548,913
12142,2022-04-07,02:38:47,Whatcha doin?,137,930
12143,2020-02-02,12:26:21,What do you mean?,669,762
12144,2022-11-11,10:08:50,Whatcha doin?,208,489
12145,2020-01-02,08:20:49,Have you seen my keys?,760,73
12146,2022-03-14,17:07:33,The cat is stuck in the garage!,173,918
12147,2022-10-19,10:35:32,What's Up?,62,661
12148,2021-09-02,06:00:45,Please do the dishes!,28,634
12149,2021-11-01,03:59:56,"Hey Siri, text Madeline.",522,870
12150,2020-07-08,17:43:51,Yikes…,719,988
12151,2022-07-15,08:55:43,ROLF!,836,521
12152,2021-11-18,15:57:44,"Hey Siri, text Madeline.",379,710
12153,2022-11-25,08:06:56,What's Up?,936,82
12154,2020-05-08,08:18:00,Sup bro?,752,900
12155,2020-03-27,04:05:11,Please do the dishes!,719,909
12156,2020-06-07,12:33:21,I love you!,530,242
12157,2021-08-17,16:49:22,LMAO,495,397
12158,2022-11-23,03:11:42,"Hey Siri, text Madeline.",320,933
12159,2021-06-02,10:58:32,LMAO,480,970
12160,2020-08-04,07:07:34,"Hey Siri, text Madeline.",608,449
12161,2021-06-15,23:13:22,Sup bro?,661,46
12162,2021-03-04,23:24:58,Congrats on the new baby!,996,188
12163,2021-11-26,19:30:29,Can we talk?,231,827
12164,2021-01-25,09:34:05,"Hey Siri, text Madeline.",62,731
12165,2021-07-03,05:23:42,Shut up grandma!,589,696
12166,2023-02-14,00:38:42,Hey!,850,662
12167,2021-05-10,22:17:58,Shut up grandma!,792,305
12168,2020-08-11,18:06:53,Sup bro?,541,530
12169,2020-10-05,08:59:54,"Hey Siri, text Madeline.",515,755
12170,2020-12-28,00:50:23,Pick up your mess next time!,495,455
12171,2022-12-02,23:36:24,LOL,654,733
12172,2021-09-15,07:10:08,Can we talk?,918,937
12173,2021-11-24,03:26:39,Can you pick up milk on your way home?,584,903
12174,2020-07-03,22:16:53,Congrats on the new baby!,47,880
12175,2022-07-10,03:28:41,Whatcha doin?,814,851
12176,2022-07-21,07:05:35,Please do the dishes!,137,358
12177,2021-02-19,19:02:53,Pick up your mess next time!,210,891
12178,2020-10-27,09:08:21,"Hey Siri, text Madeline.",477,178
12179,2020-05-31,19:31:13,LOL,86,862
12180,2021-02-27,07:58:16,Yikes…,249,756
12181,2021-09-03,22:09:22,Shut up grandma!,735,493
12182,2022-04-05,15:33:01,ROLF!,959,666
12183,2021-12-19,21:41:10,"Hey girl, hey!",110,326
12184,2022-09-23,16:25:50,I love you!,723,518
12185,2022-06-18,04:56:17,Sup bro?,899,89
12186,2022-02-15,03:30:29,Whatcha doin?,429,916
12187,2022-02-04,20:38:49,OMG!,667,802
12188,2022-10-05,01:25:01,Hey!,299,411
12189,2022-04-26,15:31:06,OMG!,406,562
12190,2020-01-04,16:20:16,What's Up?,208,226
12191,2020-06-22,19:29:55,:),562,165
12192,2022-08-27,01:58:37,"Hey Siri, text Madeline.",977,130
12193,2022-03-12,03:28:38,I love you!,205,460
12194,2020-12-03,00:18:30,Please do the dishes!,494,816
12195,2021-07-17,10:10:24,Congrats on the new baby!,90,77
12196,2022-08-17,02:06:57,Hey!,683,264
12197,2021-12-19,05:32:55,U good?,520,759
12198,2020-11-27,13:21:32,"Hey girl, hey!",14,531
12199,2022-02-06,14:42:11,LOL,476,705
12200,2021-10-27,19:19:40,Whatcha doin?,213,337
12201,2023-03-06,05:58:10,"Hey Siri, text Madeline.",42,65
12202,2020-01-15,15:51:28,"Hey girl, hey!",503,940
12203,2022-07-02,20:56:58,Congrats on the new baby!,418,146
12204,2022-07-07,06:02:05,Please do the dishes!,785,213
12205,2021-03-01,17:05:19,Can you pick up milk on your way home?,581,744
12206,2022-11-26,19:02:27,Congrats on the new baby!,926,904
12207,2022-11-18,05:50:27,LMAO,128,874
12208,2020-05-01,23:02:15,"Hey girl, hey!",427,338
12209,2020-01-05,05:13:44,Shut up grandma!,606,74
12210,2023-02-03,07:18:36,I love you!,500,426
12211,2022-09-29,01:59:03,I love you!,621,823
12212,2023-01-03,03:21:17,Congrats on the new baby!,424,356
12213,2021-03-24,10:52:45,"Hey Siri, text Madeline.",620,951
12214,2020-04-19,15:19:51,Pick up your mess next time!,229,552
12215,2022-04-05,14:29:58,:),258,806
12216,2020-03-15,07:07:59,Congrats on the new baby!,525,391
12217,2022-09-09,15:38:12,OMG!,869,174
12218,2020-04-30,12:02:33,ROLF!,382,638
12219,2020-07-26,11:17:07,Whatcha doin?,331,399
12220,2020-02-02,14:22:36,Pick up your mess next time!,489,648
12221,2022-04-01,00:47:15,What's Up?,444,206
12222,2020-02-10,18:07:55,Have you seen my keys?,237,198
12223,2021-12-14,12:33:56,Can you pick up milk on your way home?,244,418
12224,2020-02-17,10:45:18,"Hey Siri, text Madeline.",796,118
12225,2023-01-12,16:21:21,:),103,571
12226,2021-04-01,02:47:43,ROLF!,421,759
12227,2021-12-08,14:03:42,Please do the dishes!,54,140
12228,2020-10-19,18:50:35,Have you seen my keys?,170,352
12229,2021-02-17,03:36:17,Congrats on the new baby!,439,757
12230,2022-04-26,00:44:18,:),333,329
12231,2020-09-15,02:42:03,ROLF!,392,625
12232,2020-08-28,12:08:02,Oof that's gotta hurt,859,294
12233,2021-06-18,08:10:37,Yikes…,739,737
12234,2021-06-05,08:47:54,Hey!,686,930
12235,2022-03-25,13:22:41,What's Up?,125,650
12236,2022-01-28,16:53:35,OMG!,438,939
12237,2023-01-14,22:49:08,Congrats on the new baby!,771,164
12238,2020-03-22,17:48:46,What do you mean?,268,452
12239,2021-06-02,12:33:48,Can we talk?,195,250
12240,2020-12-22,18:51:26,U good?,167,57
12241,2021-06-22,03:53:24,:),76,316
12242,2022-09-14,14:35:59,Can we talk?,679,1
12243,2022-03-19,08:13:49,Shut up grandma!,544,517
12244,2021-04-20,23:08:04,OMG!,547,374
12245,2022-02-19,21:36:56,:),908,406
12246,2020-02-19,20:55:45,LMAO,594,627
12247,2021-11-10,12:39:56,ROLF!,981,600
12248,2022-08-09,04:32:35,:),578,642
12249,2022-10-28,20:32:41,Have you seen my keys?,59,334
12250,2022-11-01,11:51:53,LMAO,39,310
12251,2021-06-21,04:25:41,Sup bro?,63,585
12252,2021-01-21,01:23:21,Please do the dishes!,38,984
12253,2022-08-12,09:51:35,:),559,543
12254,2022-10-22,10:23:16,OMG!,270,133
12255,2020-02-24,05:22:44,I love you!,466,698
12256,2020-09-23,15:59:45,The cat is stuck in the garage!,205,655
12257,2022-06-30,15:55:13,Sup bro?,964,234
12258,2021-06-05,08:31:44,ROLF!,96,529
12259,2022-04-05,03:31:07,What's Up?,100,51
12260,2020-04-29,15:20:48,Yikes…,656,106
12261,2022-03-19,15:01:30,LOL,108,956
12262,2020-01-29,20:05:34,LOL,504,853
12263,2020-12-22,02:10:39,LMAO,977,542
12264,2022-08-17,21:22:50,ROLF!,656,62
12265,2022-02-01,09:20:40,"Hey girl, hey!",444,785
12266,2022-06-29,07:21:36,Pick up your mess next time!,570,925
12267,2020-09-11,07:56:27,Shut up grandma!,827,890
12268,2021-08-14,23:32:28,Can we talk?,710,332
12269,2022-06-28,01:54:23,The cat is stuck in the garage!,577,406
12270,2022-11-02,17:55:43,I love you!,571,423
12271,2021-01-12,04:28:36,Sup bro?,954,123
12272,2020-10-02,11:38:30,I love you!,8,926
12273,2022-11-26,05:06:29,Sup bro?,924,852
12274,2020-11-28,08:43:19,I love you!,483,968
12275,2022-10-12,01:47:20,Can we talk?,453,422
12276,2020-10-17,17:18:08,What do you mean?,637,750
12277,2021-02-13,05:03:07,:),337,52
12278,2022-04-07,19:48:09,Oof that's gotta hurt,159,806
12279,2021-02-01,21:42:46,Can you pick up milk on your way home?,661,743
12280,2020-08-13,05:19:19,What's Up?,553,303
12281,2023-01-05,20:04:23,"Hey Siri, text Madeline.",106,398
12282,2023-01-02,21:34:19,Shut up grandma!,371,974
12283,2021-08-08,03:41:16,What's Up?,836,718
12284,2022-12-08,03:03:14,Congrats on the new baby!,507,227
12285,2020-07-23,17:30:50,Whatcha doin?,192,550
12286,2020-04-15,22:51:41,OMG!,469,524
12287,2020-06-23,19:22:04,Oof that's gotta hurt,887,59
12288,2023-03-12,07:29:43,Congrats on the new baby!,907,257
12289,2021-12-16,08:33:25,"Hey Siri, text Madeline.",649,353
12290,2023-01-07,10:43:22,The cat is stuck in the garage!,565,250
12291,2020-10-03,06:47:52,Pick up your mess next time!,279,131
12292,2021-02-24,13:38:20,Whatcha doin?,400,109
12293,2021-09-30,01:01:34,I love you!,392,531
12294,2020-09-04,07:25:06,What's Up?,383,337
12295,2020-09-17,12:47:39,:),849,779
12296,2022-10-28,12:50:38,U good?,325,818
12297,2021-04-17,22:30:33,LOL,769,298
12298,2020-09-11,21:59:27,What's Up?,570,440
12299,2022-05-24,07:27:10,Congrats on the new baby!,848,1000
12300,2022-07-23,19:57:14,Oof that's gotta hurt,948,728
12301,2022-05-20,14:17:05,Hey!,686,364
12302,2020-06-11,18:03:56,U good?,500,161
12303,2020-10-09,05:02:09,Can you pick up milk on your way home?,399,462
12304,2020-01-27,23:14:40,LOL,998,796
12305,2021-05-21,18:18:10,Whatcha doin?,394,992
12306,2020-05-26,08:50:38,What's Up?,676,26
12307,2021-04-27,01:25:21,"Hey girl, hey!",488,119
12308,2020-05-19,09:58:16,What do you mean?,744,577
12309,2020-12-04,10:19:48,Yikes…,227,659
12310,2021-10-09,15:26:50,What's Up?,565,53
12311,2022-02-04,22:20:48,Please do the dishes!,782,2
12312,2020-10-04,15:59:16,What do you mean?,422,766
12313,2021-04-11,03:39:11,I love you!,36,377
12314,2023-01-05,08:27:23,I love you!,677,614
12315,2022-04-26,03:44:14,Can we talk?,490,214
12316,2022-07-22,01:40:31,The cat is stuck in the garage!,879,90
12317,2022-03-20,09:57:39,Can we talk?,228,176
12318,2020-05-09,07:41:00,Sup bro?,366,816
12319,2020-12-13,23:00:45,:),685,192
12320,2020-03-29,15:58:42,Oof that's gotta hurt,855,713
12321,2022-01-24,20:06:18,"Hey girl, hey!",473,426
12322,2021-01-22,21:49:06,Oof that's gotta hurt,241,749
12323,2021-09-11,00:26:47,:),444,957
12324,2020-06-30,02:07:58,What do you mean?,632,254
12325,2021-08-01,13:33:43,I love you!,825,332
12326,2020-04-08,00:15:14,Please do the dishes!,956,506
12327,2022-08-04,11:20:35,LMAO,7,164
12328,2020-10-13,01:39:38,Sup bro?,476,763
12329,2021-10-17,18:24:35,Congrats on the new baby!,783,55
12330,2022-10-06,10:58:46,U good?,118,515
12331,2021-05-06,04:59:50,:),828,969
12332,2021-02-28,12:05:33,LOL,309,320
12333,2022-03-16,03:29:20,Whatcha doin?,430,248
12334,2020-01-21,10:20:58,Hey!,536,137
12335,2020-12-18,14:45:40,Can you pick up milk on your way home?,779,998
12336,2020-06-12,19:02:53,:),28,245
12337,2020-04-05,10:31:13,Pick up your mess next time!,223,416
12338,2021-06-15,19:08:28,:),297,144
12339,2021-04-15,16:30:25,Have you seen my keys?,20,746
12340,2021-10-12,07:41:16,Pick up your mess next time!,9,153
12341,2022-09-03,06:01:16,Pick up your mess next time!,713,405
12342,2020-07-25,04:32:50,The cat is stuck in the garage!,960,701
12343,2020-10-11,01:44:35,Yikes…,79,60
12344,2020-07-30,21:34:37,The cat is stuck in the garage!,68,712
12345,2021-09-01,21:40:03,:),509,301
12346,2022-01-08,08:25:02,LMAO,585,774
12347,2020-12-29,02:32:57,ROLF!,441,772
12348,2022-05-03,21:30:12,Pick up your mess next time!,541,982
12349,2022-10-18,04:21:51,The cat is stuck in the garage!,825,791
12350,2021-04-22,09:39:45,Can you pick up milk on your way home?,629,814
12351,2021-07-24,18:12:56,Whatcha doin?,339,854
12352,2022-06-21,14:15:43,Pick up your mess next time!,811,976
12353,2020-10-06,10:55:19,Sup bro?,626,137
12354,2021-06-19,00:46:13,Can we talk?,536,195
12355,2021-05-25,03:53:45,Congrats on the new baby!,444,320
12356,2023-03-17,23:40:51,Sup bro?,976,53
12357,2020-01-13,18:05:48,LMAO,129,487
12358,2021-04-25,20:19:11,U good?,978,159
12359,2021-04-26,05:38:32,Hey!,278,716
12360,2022-11-27,09:13:38,What's Up?,235,337
12361,2021-09-26,16:50:15,Can you pick up milk on your way home?,328,310
