device_id,on_body_date,on_body_time,on_body
67,2023-02-12,13:36:08,1
433,2023-02-25,04:29:27,1
72,2023-01-27,16:03:55,0
74,2023-02-03,14:35:53,1
786,2023-01-09,03:08:38,1
168,2023-02-09,09:41:20,1
606,2023-03-23,21:34:31,1
900,2023-01-02,00:55:02,0
265,2023-03-16,23:54:44,1
392,2023-03-20,09:32:28,1
878,2023-02-20,17:44:16,0
866,2023-04-01,21:15:56,1
338,2023-03-20,22:57:23,1
888,2023-01-19,03:06:54,0
748,2023-03-30,23:58:48,0
748,2023-01-24,13:43:24,1
198,2023-03-10,07:31:18,1
531,2023-01-20,04:50:43,0
71,2023-03-14,08:52:22,1
385,2023-03-16,19:15:17,1
827,2023-02-02,15:41:40,0
488,2023-03-04,06:32:45,0
545,2023-01-15,18:13:13,0
88,2023-02-02,18:10:55,0
122,2023-03-05,18:39:41,0
979,2023-03-07,01:07:47,0
9,2023-03-31,01:37:57,0
950,2023-01-31,03:58:55,1
49,2023-02-13,08:47:51,1
372,2023-01-28,12:41:17,1
75,2023-02-09,23:04:29,0
543,2023-01-17,16:28:12,1
981,2023-02-22,21:13:24,1
112,2023-03-05,17:35:08,0
119,2023-01-20,02:42:48,1
858,2023-01-03,00:59:38,0
7,2023-02-28,10:48:40,0
827,2023-02-16,22:17:56,0
651,2023-02-07,19:57:20,0
615,2023-02-27,10:39:09,1
138,2023-01-07,21:56:07,1
454,2023-03-26,19:28:47,0
539,2023-01-06,06:23:38,1
201,2023-02-21,01:08:55,1
811,2023-01-13,01:01:29,1
921,2023-01-11,03:58:02,1
899,2023-02-12,19:30:57,0
605,2023-03-05,06:43:35,0
442,2023-01-21,01:33:21,0
998,2023-02-11,01:55:57,1
118,2023-01-17,17:00:12,0
437,2023-01-22,00:32:55,1
982,2023-02-17,13:49:51,1
230,2023-01-01,23:32:45,0
402,2023-01-17,03:54:00,1
236,2023-01-05,02:19:28,1
742,2023-03-19,08:08:14,1
39,2023-03-11,21:26:55,0
860,2023-02-22,06:55:24,0
432,2023-02-12,06:19:31,0
663,2023-02-15,10:18:08,1
730,2023-01-03,02:53:46,0
268,2023-03-30,18:45:39,0
885,2023-03-16,09:54:07,1
92,2023-03-14,03:22:39,1
249,2023-01-15,20:23:15,1
283,2023-03-07,16:17:18,0
336,2023-02-10,19:39:43,0
114,2023-01-17,06:06:20,1
600,2023-02-02,19:00:10,0
515,2023-03-07,16:02:53,0
205,2023-01-24,08:49:14,1
59,2023-01-07,06:55:22,1
786,2023-03-21,01:27:47,0
215,2023-01-16,18:37:18,0
875,2023-01-02,18:21:30,1
817,2023-01-16,13:50:29,1
662,2023-01-11,07:25:36,1
678,2023-02-01,14:54:51,1
503,2023-03-15,07:44:12,0
7,2023-03-24,19:11:44,0
40,2023-03-24,20:28:21,1
115,2023-03-15,18:30:02,1
659,2023-01-01,21:30:53,0
676,2023-02-16,09:33:11,1
444,2023-03-28,20:36:04,1
671,2023-01-01,05:37:56,0
181,2023-02-28,11:02:53,1
182,2023-03-25,14:40:22,0
541,2023-01-31,08:19:17,0
717,2023-01-08,19:12:35,0
448,2023-04-01,03:19:42,0
713,2023-03-27,07:40:17,0
948,2023-02-06,18:18:16,1
47,2023-01-02,22:22:19,0
340,2023-02-04,04:50:28,1
91,2023-03-20,00:47:47,1
251,2023-01-29,13:54:06,1
481,2023-03-02,19:07:30,1
47,2023-01-31,08:15:40,0
993,2023-02-19,02:52:59,1
150,2023-03-25,13:13:06,1
965,2023-03-26,04:57:31,1
419,2023-01-24,05:08:35,0
860,2023-02-28,11:39:41,0
687,2023-02-15,06:00:12,1
376,2023-01-15,23:16:48,1
964,2023-02-03,16:56:23,0
729,2023-01-09,21:44:41,0
426,2023-01-30,05:58:16,0
341,2023-02-03,00:09:42,0
127,2023-01-19,05:53:57,0
31,2023-03-04,20:58:17,0
911,2023-02-03,13:04:48,1
839,2023-01-15,07:11:49,1
102,2023-03-06,00:23:43,0
211,2023-02-23,04:42:51,1
622,2023-03-06,01:48:41,1
447,2023-03-04,23:03:20,0
310,2023-02-13,07:53:10,0
846,2023-03-02,10:59:49,1
145,2023-01-14,00:15:10,1
429,2023-01-18,10:29:17,1
283,2023-01-02,17:03:06,1
668,2023-01-19,07:43:38,0
474,2023-04-01,14:40:23,1
307,2023-03-18,01:23:54,0
449,2023-02-08,21:58:33,0
555,2023-01-07,00:58:47,1
945,2023-02-16,22:59:40,1
772,2023-01-14,13:10:59,1
7,2023-02-22,20:09:57,0
612,2023-02-18,00:33:52,1
282,2023-01-02,18:53:45,0
905,2023-02-05,08:07:23,1
602,2023-01-02,10:17:18,0
113,2023-01-06,11:19:00,0
272,2023-03-24,10:29:52,1
800,2023-03-09,00:52:04,0
8,2023-01-28,22:05:20,1
425,2023-02-04,18:21:24,0
699,2023-02-13,16:25:57,1
429,2023-03-23,04:31:02,1
100,2023-02-15,11:19:50,0
459,2023-02-21,21:54:15,0
809,2023-01-25,09:32:40,0
609,2023-01-08,21:53:16,0
251,2023-01-23,00:25:27,0
256,2023-03-26,04:34:38,0
160,2023-03-14,09:47:17,1
207,2023-01-06,07:35:19,1
622,2023-02-09,16:28:54,1
126,2023-01-18,07:25:13,1
868,2023-03-21,00:42:57,1
728,2023-02-16,09:53:56,0
975,2023-01-11,16:54:41,0
478,2023-01-25,19:58:57,0
195,2023-01-16,22:54:20,1
697,2023-01-27,13:49:23,1
211,2023-02-23,09:07:57,1
80,2023-01-26,15:06:18,1
677,2023-03-24,12:11:53,0
861,2023-02-18,03:21:48,1
496,2023-01-07,01:30:11,1
67,2023-03-31,18:39:20,1
430,2023-01-03,15:22:42,1
725,2023-01-07,01:41:37,0
372,2023-02-26,02:19:31,1
744,2023-02-15,18:32:02,1
462,2023-03-13,04:52:51,0
728,2023-03-08,07:02:31,0
734,2023-03-17,03:31:38,0
398,2023-03-01,11:11:17,0
907,2023-02-25,08:02:46,1
603,2023-02-25,09:28:41,1
331,2023-02-21,10:26:04,1
673,2023-01-27,14:58:46,1
89,2023-01-13,03:57:53,0
541,2023-03-08,21:20:04,0
860,2023-01-27,02:24:50,1
162,2023-02-20,07:56:50,0
448,2023-03-27,06:35:11,0
216,2023-03-09,09:13:03,1
484,2023-01-20,21:57:40,0
420,2023-01-23,10:34:40,1
326,2023-02-25,11:05:29,1
722,2023-03-04,14:49:22,0
597,2023-02-06,13:45:01,0
211,2023-02-06,00:30:42,0
167,2023-03-11,12:16:13,1
567,2023-01-18,18:34:37,0
423,2023-03-17,12:21:08,1
881,2023-01-10,02:30:43,1
999,2023-01-21,03:49:22,1
562,2023-03-28,22:52:08,0
237,2023-03-22,16:27:09,1
98,2023-01-30,19:26:55,1
848,2023-02-07,04:03:24,0
128,2023-03-06,01:03:50,0
584,2023-02-04,10:36:52,1
606,2023-03-13,07:55:53,0
322,2023-03-25,08:04:42,1
602,2023-01-14,23:03:17,0
852,2023-02-06,15:01:43,1
321,2023-03-11,15:32:49,1
762,2023-02-20,05:05:50,1
857,2023-02-15,20:15:24,1
774,2023-01-13,23:37:29,1
52,2023-01-06,07:58:04,1
990,2023-03-13,23:57:49,0
789,2023-01-03,04:34:38,0
423,2023-03-14,22:55:10,0
591,2023-01-14,01:06:38,1
711,2023-01-19,09:12:00,1
98,2023-03-12,23:20:32,0
439,2023-02-14,19:27:56,1
96,2023-03-13,08:59:34,0
755,2023-01-08,05:58:28,1
805,2023-03-28,18:04:01,0
791,2023-01-30,00:53:39,0
790,2023-01-12,01:50:16,0
255,2023-03-05,12:59:32,0
126,2023-03-23,03:21:48,0
962,2023-03-08,06:03:35,0
23,2023-01-18,04:55:22,1
155,2023-03-23,18:27:47,0
983,2023-02-12,22:40:15,1
561,2023-03-04,00:03:56,1
5,2023-03-27,14:03:09,0
237,2023-02-23,10:52:47,0
792,2023-03-01,06:51:40,0
912,2023-03-09,21:34:53,0
260,2023-03-16,23:10:10,0
27,2023-01-31,08:45:16,1
965,2023-03-19,13:28:44,1
128,2023-01-26,16:23:59,0
34,2023-03-01,15:46:18,1
894,2023-02-07,02:30:10,0
659,2023-02-19,20:59:44,0
204,2023-03-08,08:00:35,1
849,2023-01-08,07:54:03,0
575,2023-01-18,12:21:46,1
610,2023-03-04,13:41:27,0
895,2023-02-24,02:51:55,0
815,2023-02-15,22:43:54,0
484,2023-03-26,12:06:40,1
676,2023-02-20,01:42:17,1
875,2023-03-15,20:41:39,1
135,2023-01-11,04:52:17,1
405,2023-02-16,15:29:58,0
718,2023-01-06,15:54:26,1
382,2023-01-22,10:01:58,0
431,2023-03-26,12:16:46,0
950,2023-01-21,00:04:22,1
925,2023-03-18,23:43:22,1
547,2023-02-11,21:11:51,1
830,2023-01-25,12:48:11,0
65,2023-02-15,23:46:09,0
661,2023-02-06,02:54:54,1
410,2023-03-29,00:10:22,1
543,2023-01-21,01:05:41,0
330,2023-03-20,01:06:14,1
245,2023-03-22,03:14:41,0
284,2023-03-10,11:39:55,0
902,2023-03-31,02:28:43,0
989,2023-01-14,22:16:51,0
926,2023-02-28,17:19:56,0
302,2023-02-06,05:17:16,1
182,2023-02-10,00:06:33,0
206,2023-01-08,02:36:47,1
255,2023-03-01,03:51:30,0
151,2023-02-15,18:49:26,1
129,2023-02-16,17:12:51,0
193,2023-01-19,01:55:19,1
462,2023-02-09,10:53:03,0
382,2023-04-01,23:41:39,1
775,2023-02-07,04:38:33,1
56,2023-02-21,12:45:32,1
980,2023-03-31,20:40:49,0
552,2023-03-29,10:46:04,0
981,2023-01-16,16:12:43,0
891,2023-03-13,09:12:54,0
215,2023-01-04,22:16:54,1
253,2023-01-31,10:35:35,1
336,2023-02-16,14:45:17,1
364,2023-02-10,04:22:38,1
664,2023-02-21,04:33:19,1
637,2023-02-12,07:32:20,0
223,2023-02-19,14:54:01,0
770,2023-03-02,01:20:11,1
897,2023-01-26,19:47:35,1
174,2023-03-13,16:02:31,1
591,2023-02-06,20:28:59,1
837,2023-02-04,23:01:38,1
795,2023-01-03,04:46:51,1
710,2023-01-15,15:08:10,0
530,2023-03-11,03:13:17,0
428,2023-01-19,12:23:30,0
500,2023-01-04,11:10:12,1
159,2023-03-11,20:20:19,1
514,2023-02-16,04:11:08,1
56,2023-03-27,20:15:44,1
150,2023-01-02,00:15:46,0
398,2023-02-28,05:20:34,0
427,2023-01-25,03:45:50,0
639,2023-03-22,19:45:31,0
374,2023-02-23,02:02:56,0
693,2023-01-13,17:19:37,1
299,2023-03-08,13:18:58,0
966,2023-01-15,01:04:23,1
198,2023-03-02,03:09:52,0
487,2023-01-21,15:59:08,1
88,2023-03-27,13:21:17,1
422,2023-03-18,09:21:07,1
783,2023-03-04,12:10:02,1
649,2023-03-11,06:30:54,1
953,2023-03-30,00:49:07,0
705,2023-03-09,16:36:18,0
286,2023-01-01,11:51:16,1
734,2023-02-03,16:52:20,0
124,2023-01-18,02:25:06,1
424,2023-01-16,01:23:05,1
766,2023-02-13,01:59:02,0
551,2023-03-11,16:49:10,0
986,2023-02-18,15:49:24,1
928,2023-03-31,00:48:19,0
238,2023-03-18,23:28:30,1
770,2023-02-10,06:27:42,1
378,2023-02-21,03:50:27,1
300,2023-01-08,22:25:35,0
14,2023-02-21,18:47:29,1
49,2023-03-12,01:43:07,1
309,2023-02-11,21:34:11,1
96,2023-02-04,23:32:54,1
689,2023-01-04,09:40:56,0
522,2023-02-07,07:10:03,0
890,2023-03-15,03:02:29,1
250,2023-02-11,05:30:56,0
465,2023-03-01,15:22:41,0
850,2023-03-23,19:22:56,0
576,2023-03-07,05:56:34,1
387,2023-03-06,00:12:55,1
873,2023-01-24,10:38:56,0
958,2023-01-12,23:01:53,0
203,2023-03-23,16:17:45,0
769,2023-03-29,21:10:09,0
196,2023-02-09,16:59:17,0
146,2023-01-17,12:22:09,1
669,2023-03-27,01:19:14,0
303,2023-02-06,21:49:46,0
963,2023-03-17,23:30:33,1
644,2023-03-24,08:48:32,1
285,2023-01-24,08:35:17,1
335,2023-02-07,05:45:08,0
109,2023-02-24,22:50:55,1
408,2023-02-09,01:12:09,0
893,2023-02-27,19:40:42,1
616,2023-03-27,18:57:40,0
372,2023-03-11,22:25:39,0
563,2023-01-14,01:04:33,1
453,2023-02-27,11:10:22,0
695,2023-03-17,06:40:26,0
820,2023-02-04,23:37:44,0
662,2023-03-24,16:36:46,1
82,2023-01-06,16:42:37,1
369,2023-01-17,11:13:23,0
86,2023-03-12,03:40:07,0
417,2023-01-01,01:31:42,0
433,2023-03-01,02:10:56,1
84,2023-03-30,23:51:00,0
942,2023-01-24,06:33:55,0
312,2023-03-25,20:05:53,1
26,2023-03-01,22:10:34,0
213,2023-02-17,04:09:36,1
163,2023-03-07,18:46:45,0
542,2023-01-30,20:12:56,0
1000,2023-01-11,20:26:22,0
602,2023-03-04,12:44:15,1
504,2023-03-22,01:14:33,1
851,2023-03-08,22:39:08,0
280,2023-03-10,18:06:41,1
190,2023-01-26,06:45:51,0
399,2023-02-02,07:38:57,1
697,2023-02-02,21:33:08,1
480,2023-03-26,15:03:58,0
900,2023-02-28,02:18:53,1
479,2023-01-09,08:08:05,1
616,2023-02-22,02:06:26,0
506,2023-02-19,00:23:51,0
453,2023-01-09,21:52:35,0
278,2023-02-09,00:20:22,0
562,2023-02-18,17:35:08,1
779,2023-03-01,16:29:55,1
374,2023-02-12,04:35:30,1
833,2023-01-21,16:10:39,1
635,2023-03-01,10:11:39,0
795,2023-03-27,12:14:57,0
911,2023-01-05,05:37:28,1
810,2023-03-11,13:23:37,0
434,2023-01-14,10:01:29,1
477,2023-01-29,09:37:14,0
281,2023-02-06,21:42:31,0
791,2023-03-06,20:54:32,0
640,2023-03-12,05:48:45,0
167,2023-03-31,08:55:09,0
851,2023-03-03,12:07:08,1
775,2023-02-17,06:42:56,0
345,2023-01-01,03:14:07,1
953,2023-01-25,09:19:26,1
296,2023-02-05,08:38:40,0
466,2023-01-17,04:43:57,0
105,2023-02-24,04:40:11,0
283,2023-01-28,14:22:54,0
12,2023-01-05,02:52:16,1
975,2023-03-15,10:08:33,1
261,2023-02-03,13:07:31,1
35,2023-01-12,09:30:58,0
94,2023-02-13,17:07:10,1
937,2023-02-06,06:23:01,1
426,2023-04-01,02:21:11,1
270,2023-02-24,11:34:22,0
321,2023-02-04,02:40:09,1
444,2023-02-25,08:02:33,0
786,2023-01-23,21:26:09,1
130,2023-02-14,12:59:44,0
127,2023-03-05,20:37:32,0
10,2023-01-13,00:41:58,1
656,2023-01-03,00:13:44,1
516,2023-02-21,02:35:07,1
1,2023-03-29,04:34:11,0
321,2023-03-17,05:37:59,1
456,2023-01-25,11:53:34,1
917,2023-03-26,09:30:33,0
801,2023-03-17,21:37:26,0
572,2023-02-26,16:22:35,1
531,2023-02-18,00:13:09,1
255,2023-03-03,07:27:04,0
506,2023-01-18,08:27:17,0
227,2023-01-15,01:07:52,0
610,2023-01-18,12:01:16,0
205,2023-01-04,21:49:57,1
398,2023-02-22,11:26:20,1
700,2023-03-29,07:27:46,0
543,2023-01-20,03:13:17,1
118,2023-03-21,14:12:02,1
749,2023-03-31,11:26:43,1
471,2023-03-28,16:15:10,1
614,2023-01-02,07:09:11,1
879,2023-01-05,14:59:55,1
411,2023-02-26,14:15:03,1
4,2023-01-07,17:27:11,0
946,2023-01-28,15:16:56,0
571,2023-02-14,03:02:44,1
643,2023-03-04,09:12:24,0
421,2023-01-19,09:24:19,1
262,2023-01-26,23:43:46,0
711,2023-01-24,19:37:05,1
116,2023-01-17,07:46:03,0
212,2023-01-15,18:33:48,0
499,2023-02-07,14:37:32,0
565,2023-03-11,16:53:18,1
186,2023-02-17,18:13:45,1
375,2023-01-17,13:55:57,1
285,2023-03-08,09:15:54,0
216,2023-01-11,13:24:09,0
181,2023-03-27,11:23:34,0
123,2023-03-04,13:49:43,1
284,2023-01-16,18:24:51,1
81,2023-02-02,14:51:58,1
710,2023-02-18,02:08:55,1
529,2023-01-13,00:13:06,1
961,2023-04-01,21:36:48,1
849,2023-03-18,12:54:03,0
535,2023-02-17,02:48:54,1
71,2023-01-15,03:30:29,1
498,2023-02-09,15:04:08,1
266,2023-01-21,16:12:17,0
45,2023-02-18,17:31:43,1
911,2023-01-08,17:41:16,0
376,2023-03-23,22:40:26,1
160,2023-01-14,23:42:50,1
813,2023-01-03,08:42:13,0
675,2023-01-17,04:54:44,0
12,2023-01-27,07:57:57,0
258,2023-02-18,19:16:54,0
430,2023-03-15,18:07:07,1
207,2023-03-04,05:12:16,0
478,2023-01-17,12:47:56,0
408,2023-03-03,07:48:50,1
478,2023-01-11,06:01:53,0
33,2023-01-16,16:48:31,0
449,2023-02-19,18:43:32,1
455,2023-03-12,03:56:27,0
324,2023-01-21,14:49:05,0
706,2023-02-17,00:22:24,1
920,2023-02-10,00:20:48,0
561,2023-03-22,22:33:38,1
444,2023-02-28,01:30:48,0
460,2023-02-24,16:09:02,0
903,2023-02-02,11:15:34,0
257,2023-03-21,22:49:09,1
164,2023-02-16,04:12:23,1
878,2023-01-31,23:03:19,0
154,2023-03-22,16:12:20,0
706,2023-03-03,04:51:26,1
16,2023-03-23,08:11:45,1
619,2023-04-01,01:37:34,1
501,2023-01-23,18:03:53,1
424,2023-02-26,06:36:09,1
143,2023-03-18,13:29:00,1
740,2023-02-14,02:37:26,1
122,2023-03-25,19:55:27,1
927,2023-03-28,07:05:42,0
703,2023-03-22,07:17:47,1
132,2023-02-24,10:13:41,1
793,2023-01-06,21:13:28,1
607,2023-03-07,19:01:18,1
844,2023-03-29,15:17:37,1
31,2023-03-10,10:25:19,1
219,2023-03-12,21:12:44,1
751,2023-03-11,21:50:23,0
241,2023-02-13,15:10:14,1
853,2023-01-01,13:43:49,0
241,2023-01-20,05:04:20,0
329,2023-03-03,19:53:10,1
865,2023-01-11,02:10:41,1
836,2023-01-08,00:10:45,1
447,2023-01-23,05:20:28,1
735,2023-03-12,10:46:55,0
315,2023-02-26,15:49:02,0
654,2023-01-04,01:31:53,1
197,2023-01-30,21:27:20,0
644,2023-02-21,06:18:52,1
472,2023-02-16,01:21:52,0
810,2023-03-10,06:19:26,0
474,2023-03-10,14:35:36,1
710,2023-01-15,00:14:34,0
35,2023-03-26,05:51:16,0
981,2023-03-21,20:38:38,0
604,2023-02-21,05:48:14,1
879,2023-03-19,08:42:51,0
154,2023-03-27,01:17:28,0
853,2023-01-14,16:23:28,1
684,2023-03-09,22:25:31,0
817,2023-03-18,23:56:17,0
237,2023-03-23,06:26:40,0
147,2023-02-26,20:33:22,0
6,2023-03-07,04:44:29,1
65,2023-01-21,07:46:45,0
355,2023-01-03,11:16:55,1
606,2023-01-10,17:22:27,0
817,2023-03-28,14:59:32,0
285,2023-01-23,12:44:47,1
907,2023-01-28,00:52:13,1
376,2023-02-21,23:48:40,0
204,2023-03-03,05:44:31,1
802,2023-03-13,14:04:12,0
813,2023-03-24,10:01:45,1
609,2023-01-25,14:48:04,1
969,2023-01-30,07:45:29,1
62,2023-01-17,18:36:09,0
880,2023-03-18,09:39:46,1
400,2023-02-17,02:21:16,1
899,2023-01-02,21:26:23,1
683,2023-03-28,05:47:08,0
10,2023-01-09,20:49:27,0
199,2023-02-14,21:56:12,1
472,2023-03-19,09:09:13,0
678,2023-01-02,01:26:48,1
914,2023-03-21,13:53:21,1
522,2023-01-21,06:22:03,0
656,2023-02-08,14:50:53,1
689,2023-03-09,02:25:17,0
224,2023-03-18,00:14:13,0
967,2023-02-09,01:02:45,1
779,2023-01-25,04:57:27,1
133,2023-03-27,02:06:48,1
339,2023-01-05,04:08:15,1
502,2023-02-19,00:19:27,1
609,2023-02-03,19:21:23,1
440,2023-01-02,00:12:19,0
171,2023-01-24,17:12:55,0
127,2023-03-12,20:48:21,1
71,2023-01-29,10:07:49,0
587,2023-01-25,12:55:00,1
384,2023-03-14,20:53:13,0
780,2023-01-22,14:28:56,1
604,2023-01-04,08:25:12,0
88,2023-03-11,06:31:06,0
244,2023-01-07,13:29:32,1
967,2023-02-16,06:56:38,1
33,2023-02-14,05:49:35,1
607,2023-02-08,21:19:54,1
178,2023-02-11,08:19:34,1
37,2023-02-15,10:56:01,1
283,2023-01-28,02:51:09,1
605,2023-02-24,01:36:33,0
547,2023-03-06,11:12:24,1
378,2023-03-21,16:26:12,0
267,2023-02-12,06:32:30,1
284,2023-01-14,15:29:42,0
474,2023-01-06,20:36:19,1
803,2023-02-25,07:20:46,0
996,2023-01-31,19:54:44,1
709,2023-02-22,06:25:24,0
838,2023-01-05,07:50:29,1
993,2023-03-11,05:04:14,0
962,2023-03-19,22:27:05,1
949,2023-01-15,06:59:24,0
303,2023-03-13,09:30:46,1
531,2023-01-20,21:57:11,1
847,2023-02-08,01:18:59,1
682,2023-01-26,09:04:45,1
203,2023-03-16,13:39:53,1
52,2023-01-10,03:44:42,0
101,2023-02-23,01:14:31,1
887,2023-01-01,11:52:15,0
848,2023-03-08,06:36:44,0
233,2023-01-18,19:37:50,0
60,2023-02-02,19:27:01,0
457,2023-02-26,05:43:50,1
382,2023-03-26,14:36:00,1
24,2023-03-31,08:13:21,0
414,2023-01-29,13:31:58,1
20,2023-01-07,20:55:57,0
625,2023-02-20,20:52:28,0
199,2023-03-18,12:33:27,1
597,2023-02-18,17:16:03,0
155,2023-02-09,20:27:33,0
24,2023-01-20,23:04:10,1
60,2023-03-15,08:49:33,1
975,2023-02-18,16:53:15,0
895,2023-01-09,23:03:52,0
129,2023-03-28,22:39:42,0
726,2023-01-15,15:04:53,1
346,2023-04-01,15:26:27,0
869,2023-01-16,22:55:12,0
38,2023-01-04,06:54:58,1
493,2023-01-06,14:12:25,1
499,2023-03-10,12:27:14,1
152,2023-01-07,20:07:18,1
645,2023-01-13,01:03:41,0
525,2023-01-08,14:28:22,1
628,2023-01-23,23:33:00,1
890,2023-02-09,05:18:48,0
719,2023-01-28,16:57:07,0
231,2023-02-24,18:45:23,1
902,2023-03-06,13:51:43,0
227,2023-03-10,11:48:50,0
791,2023-01-01,11:56:35,1
991,2023-01-16,03:53:56,1
431,2023-01-29,05:22:12,0
251,2023-04-01,12:10:17,0
518,2023-02-21,11:38:43,0
971,2023-01-12,01:46:27,1
501,2023-01-21,05:50:23,0
532,2023-03-30,00:43:41,1
214,2023-03-23,23:28:27,1
503,2023-01-06,10:49:59,1
169,2023-01-07,12:09:43,0
106,2023-01-01,06:53:13,0
759,2023-02-09,11:33:46,1
466,2023-02-02,09:27:32,1
287,2023-01-31,18:26:11,0
325,2023-01-22,03:51:44,0
332,2023-01-21,00:40:21,1
501,2023-03-27,05:15:58,0
350,2023-03-29,11:20:53,0
592,2023-03-09,19:19:58,0
863,2023-02-18,12:15:41,0
168,2023-01-09,22:11:44,1
548,2023-02-02,00:11:38,1
161,2023-02-14,13:05:22,0
608,2023-01-16,00:03:23,1
317,2023-03-29,13:43:10,1
189,2023-04-01,05:31:40,0
941,2023-02-03,07:28:30,0
305,2023-01-20,07:23:15,0
955,2023-02-27,11:14:49,0
278,2023-03-10,04:11:35,1
332,2023-01-03,23:46:35,0
502,2023-01-04,14:43:16,1
395,2023-01-16,07:22:04,0
479,2023-01-20,04:56:07,1
477,2023-03-05,10:46:46,0
502,2023-01-13,19:47:41,1
120,2023-01-21,21:50:29,0
370,2023-02-06,09:16:43,1
613,2023-03-07,21:05:30,0
662,2023-01-09,07:39:31,1
89,2023-03-29,14:22:55,0
90,2023-03-27,12:40:46,1
459,2023-01-31,06:50:10,0
849,2023-03-28,08:36:59,0
241,2023-01-12,10:36:55,0
643,2023-02-01,14:42:27,0
888,2023-02-18,06:46:20,0
183,2023-01-28,09:54:53,0
884,2023-03-25,05:18:15,1
880,2023-03-09,08:24:16,0
999,2023-03-29,05:46:00,1
5,2023-03-23,19:55:42,1
445,2023-03-05,12:21:40,0
655,2023-01-24,01:57:25,0
147,2023-02-14,12:29:59,1
638,2023-02-19,21:28:44,0
572,2023-03-06,05:36:31,1
117,2023-02-25,03:45:18,0
582,2023-01-30,14:18:57,0
484,2023-03-19,19:46:33,1
310,2023-03-28,08:46:14,0
711,2023-01-10,14:39:17,0
561,2023-01-26,19:08:42,1
143,2023-01-16,06:23:09,1
499,2023-02-21,00:20:12,0
136,2023-03-15,03:22:44,1
289,2023-03-31,19:25:27,1
922,2023-03-04,11:13:15,1
571,2023-02-11,22:52:58,0
666,2023-01-31,00:47:42,0
908,2023-01-27,17:19:02,1
388,2023-01-21,07:56:28,1
904,2023-02-02,21:59:52,0
96,2023-02-16,10:46:14,1
996,2023-01-27,20:41:17,0
516,2023-01-11,20:50:13,1
152,2023-01-16,13:59:04,1
845,2023-03-02,06:14:22,0
681,2023-02-04,15:16:25,0
309,2023-01-16,13:42:48,1
631,2023-01-14,15:24:28,1
450,2023-02-05,05:04:38,1
142,2023-03-07,19:22:37,0
937,2023-03-25,03:38:13,0
242,2023-01-01,12:17:54,0
8,2023-01-09,00:22:29,1
781,2023-03-11,10:54:34,1
520,2023-02-15,08:18:41,1
554,2023-03-14,23:59:38,1
649,2023-01-08,05:04:27,1
542,2023-01-08,23:30:10,1
369,2023-02-23,09:06:37,0
274,2023-01-16,05:47:12,0
959,2023-03-16,23:38:56,1
348,2023-01-08,03:38:12,1
412,2023-01-19,14:52:32,0
899,2023-02-09,02:19:42,0
953,2023-03-31,19:08:36,0
882,2023-01-18,02:57:27,1
983,2023-03-18,04:44:33,0
21,2023-03-17,09:40:29,0
723,2023-01-08,08:08:32,1
283,2023-02-12,09:07:52,1
253,2023-03-13,01:20:51,0
25,2023-03-16,04:54:13,1
349,2023-01-21,07:18:48,1
387,2023-01-31,09:10:37,1
273,2023-03-07,06:09:20,1
592,2023-02-18,13:57:58,0
168,2023-03-20,04:11:00,1
685,2023-01-24,09:21:01,0
969,2023-02-03,17:19:18,0
286,2023-02-11,21:32:37,1
245,2023-02-25,10:12:34,0
617,2023-03-27,04:59:33,0
211,2023-01-15,00:51:21,1
31,2023-02-17,06:04:36,0
749,2023-02-24,01:08:11,1
649,2023-02-24,09:40:49,0
286,2023-03-21,03:35:53,1
764,2023-01-22,20:43:18,0
808,2023-02-21,01:00:32,1
700,2023-01-13,19:40:49,1
527,2023-01-24,19:28:15,1
889,2023-02-11,05:28:32,1
847,2023-03-13,02:17:27,1
372,2023-02-05,10:44:12,1
362,2023-02-17,02:00:27,1
461,2023-03-23,03:39:39,0
190,2023-01-18,21:00:48,1
590,2023-02-22,23:13:45,0
778,2023-01-27,08:47:43,1
833,2023-03-09,23:16:56,1
615,2023-01-16,08:25:06,1
603,2023-03-02,08:13:11,1
735,2023-02-09,03:17:44,0
158,2023-02-07,21:05:45,0
644,2023-03-14,04:27:22,0
177,2023-03-13,15:21:25,0
682,2023-01-17,21:30:48,1
494,2023-01-06,13:56:53,0
751,2023-03-18,21:17:19,1
568,2023-02-18,22:48:58,1
188,2023-03-09,07:36:36,0
470,2023-03-19,23:06:57,1
630,2023-01-06,21:10:38,0
882,2023-01-27,06:10:56,0
157,2023-01-11,23:16:42,0
297,2023-03-24,21:30:33,1
550,2023-01-29,04:37:55,0
148,2023-01-24,14:07:10,0
412,2023-04-01,00:02:28,1
29,2023-02-27,06:36:08,0
994,2023-03-23,05:11:18,1
162,2023-01-15,19:14:50,1
153,2023-01-08,20:17:47,0
552,2023-01-02,06:55:55,1
663,2023-02-18,08:40:50,1
241,2023-02-09,11:23:55,1
775,2023-01-27,01:28:45,0
862,2023-02-03,09:30:47,0
714,2023-03-03,01:56:35,0
846,2023-03-24,20:07:31,0
600,2023-02-25,09:40:50,1
675,2023-02-22,11:47:30,0
719,2023-02-04,02:41:39,0
611,2023-03-25,07:45:20,1
183,2023-01-11,16:54:30,0
691,2023-01-21,08:44:45,0
263,2023-02-12,11:28:39,0
628,2023-01-25,14:44:44,1
89,2023-02-26,19:28:12,0
