device_id,charge_date,charge_time,,
959,1/6/2023,19:28:58,,
252,3/9/2023,22:43:00,,
265,2/26/2023,02:03:54,,
879,1/7/2023,20:03:56,,
495,2/8/2023,13:47:44,,
313,1/1/2023,07:44:40,,
382,3/30/2023,20:13:56,,
159,2/27/2023,12:48:51,,
252,2/16/2023,09:53:29,,
767,2/13/2023,21:33:47,,
782,1/26/2023,08:50:08,,
259,2/1/2023,09:56:38,,
394,1/3/2023,03:30:52,,
757,1/12/2023,20:32:05,,
31,1/27/2023,21:08:58,,
22,3/16/2023,08:34:13,,
914,3/31/2023,13:00:15,,
128,3/16/2023,20:06:10,,
941,3/18/2023,16:04:26,,
666,3/2/2023,14:08:30,,
39,1/30/2023,06:13:41,,
892,3/13/2023,10:04:31,,
346,1/30/2023,18:09:31,,
385,1/18/2023,05:41:36,,
877,2/15/2023,14:13:32,,
770,1/25/2023,02:57:09,,
649,1/31/2023,19:06:19,,
52,1/13/2023,17:57:09,,
724,2/7/2023,20:00:21,,
934,1/2/2023,06:36:57,,
237,2/2/2023,06:43:07,,
401,1/16/2023,21:01:06,,
620,1/19/2023,07:19:56,,
639,1/14/2023,23:08:50,,
923,3/24/2023,07:52:16,,
746,2/11/2023,08:44:36,,
419,1/26/2023,22:56:34,,
96,2/8/2023,01:10:09,,
735,2/19/2023,10:32:22,,
51,3/27/2023,23:18:17,,
341,3/15/2023,00:06:13,,
894,2/8/2023,01:27:11,,
717,3/21/2023,07:22:51,,
540,1/21/2023,15:59:04,,
385,1/25/2023,02:07:41,,
342,2/7/2023,17:09:23,,
84,1/5/2023,04:06:32,,
61,1/1/2023,14:42:28,,
313,1/16/2023,22:03:15,,
940,3/14/2023,18:42:28,,
156,2/7/2023,15:15:07,,
619,3/5/2023,11:03:07,,
15,2/27/2023,10:26:07,,
761,1/24/2023,04:59:53,,
775,1/24/2023,22:53:20,,
255,3/21/2023,08:26:05,,
181,3/2/2023,08:09:26,,
618,1/8/2023,18:49:51,,
594,3/21/2023,18:55:25,,
276,3/2/2023,22:31:13,,
635,3/6/2023,12:33:47,,
925,2/10/2023,07:51:00,,
455,3/24/2023,22:25:40,,
311,3/6/2023,17:21:53,,
397,3/18/2023,06:20:48,,
581,3/26/2023,09:52:13,,
412,2/13/2023,18:44:18,,
567,2/18/2023,01:15:34,,
475,3/13/2023,19:58:27,,
168,2/28/2023,09:46:12,,
321,3/26/2023,15:14:40,,
30,1/30/2023,11:00:29,,
424,1/17/2023,02:08:37,,
636,2/13/2023,04:21:45,,
551,2/7/2023,18:15:26,,
661,1/21/2023,08:15:34,,
221,3/7/2023,01:09:26,,
155,1/25/2023,17:30:32,,
274,3/16/2023,15:16:52,,
270,1/11/2023,05:58:10,,
195,1/16/2023,08:28:49,,
122,3/31/2023,07:46:45,,
516,2/2/2023,02:10:06,,
707,1/21/2023,08:49:48,,
165,3/31/2023,04:22:20,,
204,2/22/2023,23:57:00,,
602,3/21/2023,22:09:28,,
420,1/8/2023,17:59:09,,
993,3/8/2023,18:57:41,,
635,1/19/2023,02:49:52,,
820,2/12/2023,05:27:53,,
33,3/24/2023,11:47:03,,
819,3/29/2023,20:11:24,,
968,1/25/2023,04:54:36,,
692,2/7/2023,09:31:45,,
249,2/5/2023,07:41:36,,
687,2/7/2023,22:12:02,,
170,2/21/2023,09:05:36,,
286,3/23/2023,17:55:22,,
154,1/2/2023,07:33:50,,
725,1/27/2023,18:30:18,,
718,2/8/2023,22:12:52,,
657,1/29/2023,21:18:23,,
956,1/3/2023,02:36:20,,
245,2/3/2023,12:11:30,,
805,1/9/2023,10:34:19,,
154,3/27/2023,11:33:43,,
688,1/1/2023,13:43:08,,
426,2/15/2023,15:55:30,,
455,1/4/2023,05:25:56,,
435,3/30/2023,02:56:27,,
798,3/23/2023,20:16:05,,
197,1/31/2023,08:07:47,,
12,1/17/2023,11:01:40,,
859,2/5/2023,14:24:03,,
194,3/18/2023,10:49:56,,
579,3/9/2023,10:46:20,,
163,2/6/2023,21:25:05,,
42,2/21/2023,22:49:00,,
859,1/5/2023,05:28:17,,
569,1/17/2023,02:11:51,,
414,1/31/2023,17:01:18,,
42,3/20/2023,13:34:12,,
152,3/27/2023,17:41:10,,
525,1/27/2023,09:55:19,,
810,3/15/2023,11:04:02,,
744,2/26/2023,13:52:04,,
436,3/27/2023,15:40:04,,
270,3/14/2023,11:13:40,,
219,3/11/2023,09:24:11,,
778,1/22/2023,22:48:33,,
280,3/26/2023,16:01:44,,
611,3/31/2023,10:11:32,,
115,3/7/2023,06:09:24,,
503,2/7/2023,01:05:07,,
916,2/5/2023,23:21:19,,
422,1/5/2023,09:40:03,,
720,3/17/2023,14:26:05,,
931,1/18/2023,09:34:59,,
333,3/8/2023,04:10:01,,
262,2/2/2023,09:49:47,,
959,3/29/2023,08:03:06,,
358,1/21/2023,17:32:02,,
460,3/29/2023,04:43:31,,
561,3/26/2023,19:22:39,,
970,1/19/2023,17:03:09,,
137,1/19/2023,02:26:22,,
498,3/19/2023,00:51:08,,
804,3/9/2023,11:52:17,,
259,3/30/2023,11:33:54,,
402,1/13/2023,00:49:33,,
740,2/24/2023,16:28:37,,
361,2/11/2023,07:41:14,,
221,1/14/2023,14:54:08,,
445,1/8/2023,00:06:11,,
638,1/25/2023,04:34:46,,
211,2/22/2023,04:12:11,,
460,1/21/2023,11:49:27,,
550,3/14/2023,22:59:44,,
67,2/19/2023,05:23:06,,
648,2/15/2023,04:33:40,,
400,1/28/2023,16:19:53,,
277,2/21/2023,20:21:15,,
111,2/5/2023,01:43:37,,
112,1/14/2023,09:40:37,,
402,1/19/2023,23:09:55,,
879,2/12/2023,02:24:06,,
909,1/13/2023,19:51:22,,
430,2/17/2023,09:27:02,,
835,3/6/2023,20:21:17,,
804,3/19/2023,13:58:17,,
20,2/13/2023,23:15:52,,
810,1/21/2023,07:44:15,,
978,3/23/2023,15:21:22,,
393,2/1/2023,00:30:44,,
521,3/28/2023,00:04:45,,
270,3/21/2023,05:14:38,,
604,1/16/2023,11:04:48,,
593,2/26/2023,16:03:11,,
145,1/15/2023,08:58:43,,
102,2/16/2023,20:07:28,,
788,1/8/2023,06:27:29,,
339,1/30/2023,13:14:42,,
895,1/29/2023,09:40:35,,
98,2/28/2023,15:29:23,,
914,2/13/2023,11:32:06,,
622,1/15/2023,20:03:24,,
620,3/11/2023,19:28:32,,
275,2/4/2023,16:32:38,,
288,3/10/2023,11:36:32,,
122,2/28/2023,05:24:34,,
225,1/3/2023,13:45:29,,
442,1/17/2023,01:23:26,,
647,2/5/2023,00:39:13,,
576,3/29/2023,12:29:43,,
348,3/14/2023,10:17:16,,
876,2/26/2023,12:56:09,,
668,3/8/2023,18:30:48,,
454,1/6/2023,06:24:51,,
584,2/3/2023,09:58:21,,
305,2/24/2023,18:04:05,,
151,3/3/2023,01:49:30,,
202,3/10/2023,09:17:36,,
250,3/29/2023,22:40:04,,
439,3/7/2023,06:20:59,,
634,1/18/2023,23:21:09,,
296,2/12/2023,11:43:49,,
228,2/3/2023,23:47:05,,
697,1/8/2023,03:17:13,,
984,1/24/2023,19:53:07,,
692,3/29/2023,08:01:15,,
52,1/29/2023,03:23:03,,
255,1/5/2023,01:05:04,,
970,1/8/2023,08:35:18,,
877,2/17/2023,10:44:25,,
655,2/14/2023,01:07:57,,
413,3/5/2023,21:59:07,,
91,3/26/2023,00:47:24,,
148,1/23/2023,04:03:03,,
941,2/24/2023,21:24:04,,
363,1/1/2023,06:37:51,,
468,2/24/2023,21:48:52,,
80,2/10/2023,03:14:55,,
808,1/24/2023,00:32:29,,
632,3/30/2023,04:44:33,,
145,2/12/2023,11:38:45,,
662,1/22/2023,12:00:52,,
533,2/22/2023,10:38:21,,
29,2/20/2023,05:25:08,,
252,1/31/2023,05:36:22,,
464,3/20/2023,10:06:25,,
578,3/15/2023,11:02:31,,
488,2/8/2023,23:36:32,,
647,1/24/2023,19:29:46,,
501,3/15/2023,06:23:19,,
857,1/5/2023,16:23:35,,
941,1/17/2023,00:56:31,,
529,1/6/2023,09:11:03,,
922,1/30/2023,04:44:21,,
282,3/29/2023,08:50:47,,
97,3/16/2023,00:59:28,,
656,3/9/2023,04:00:25,,
878,1/11/2023,18:33:28,,
853,1/22/2023,01:22:09,,
661,1/10/2023,18:11:52,,
203,2/22/2023,14:48:44,,
846,3/12/2023,03:32:06,,
137,2/26/2023,10:42:50,,
461,2/28/2023,14:02:03,,
528,1/27/2023,03:41:33,,
502,3/24/2023,04:50:46,,
548,3/12/2023,08:46:16,,
691,1/27/2023,10:19:00,,
853,1/19/2023,18:23:05,,
606,1/13/2023,21:57:05,,
674,1/4/2023,07:57:50,,
428,2/8/2023,18:13:31,,
56,1/2/2023,20:37:33,,
718,1/2/2023,16:22:27,,
674,2/20/2023,12:51:45,,
16,1/6/2023,03:12:05,,
840,3/7/2023,01:49:07,,
921,3/22/2023,15:18:25,,
496,1/5/2023,17:21:57,,
699,2/27/2023,07:30:11,,
497,1/8/2023,23:37:35,,
809,3/10/2023,22:21:46,,
283,1/6/2023,08:10:47,,
640,2/21/2023,20:54:11,,
248,1/31/2023,12:36:06,,
381,1/1/2023,04:31:49,,
221,2/23/2023,10:15:36,,
798,3/31/2023,00:50:27,,
44,2/9/2023,00:00:25,,
721,1/19/2023,04:16:00,,
931,3/13/2023,04:26:45,,
517,3/25/2023,13:36:16,,
886,1/20/2023,06:00:06,,
991,2/3/2023,23:48:13,,
882,3/21/2023,06:34:19,,
131,3/19/2023,14:43:18,,
614,3/30/2023,20:11:08,,
199,3/29/2023,09:39:36,,
929,2/12/2023,13:56:49,,
356,2/18/2023,07:37:31,,
492,3/22/2023,00:31:04,,
973,3/12/2023,08:03:09,,
199,2/1/2023,18:16:00,,
157,1/3/2023,10:02:33,,
543,3/1/2023,04:50:47,,
53,2/21/2023,07:07:15,,
305,1/19/2023,21:11:29,,
651,1/1/2023,21:47:21,,
769,2/14/2023,05:11:16,,
181,3/28/2023,22:31:28,,
981,1/31/2023,00:54:12,,
551,1/17/2023,19:55:20,,
289,2/19/2023,19:30:59,,
404,2/15/2023,05:28:24,,
221,2/13/2023,16:11:16,,
744,1/1/2023,09:14:48,,
182,3/28/2023,20:08:51,,
495,1/28/2023,12:39:37,,
993,3/17/2023,00:24:47,,
603,3/29/2023,03:34:45,,
802,1/2/2023,01:55:57,,
25,3/4/2023,08:07:51,,
25,2/27/2023,14:34:43,,
431,2/11/2023,02:53:37,,
937,2/1/2023,14:01:53,,
367,2/25/2023,10:44:42,,
824,2/26/2023,01:09:57,,
356,3/31/2023,19:04:17,,
727,2/16/2023,18:09:11,,
424,3/21/2023,23:40:30,,
569,2/3/2023,09:44:46,,
588,3/2/2023,03:38:37,,
654,2/12/2023,12:55:06,,
231,2/21/2023,23:04:47,,
166,3/1/2023,17:29:35,,
424,1/18/2023,02:17:49,,
298,3/12/2023,10:19:15,,
623,1/17/2023,23:11:35,,
573,2/7/2023,08:22:53,,
506,3/20/2023,10:16:03,,
970,2/13/2023,09:55:57,,
938,1/12/2023,05:39:21,,
637,2/28/2023,13:15:09,,
219,2/26/2023,08:58:15,,
1,3/22/2023,09:55:16,,
559,1/17/2023,03:12:24,,
867,1/31/2023,22:13:13,,
668,1/14/2023,06:52:16,,
137,3/25/2023,08:02:44,,
388,1/28/2023,04:53:27,,
24,2/9/2023,13:32:37,,
892,1/25/2023,19:02:05,,
820,1/28/2023,17:17:08,,
265,3/28/2023,13:52:49,,
219,1/21/2023,19:36:44,,
145,3/26/2023,11:33:22,,
99,1/14/2023,06:50:44,,
417,1/3/2023,04:06:07,,
94,3/7/2023,04:11:45,,
775,1/13/2023,23:57:47,,
843,3/25/2023,00:42:18,,
530,3/1/2023,14:55:20,,
575,1/17/2023,12:05:00,,
432,3/31/2023,09:40:56,,
676,2/28/2023,13:44:45,,
425,1/21/2023,15:21:08,,
632,1/4/2023,10:55:07,,
379,1/1/2023,08:44:23,,
978,3/19/2023,16:26:35,,
182,1/3/2023,20:38:41,,
706,3/6/2023,03:26:00,,
234,2/8/2023,18:27:44,,
390,1/20/2023,14:50:17,,
336,3/11/2023,21:45:21,,
776,2/23/2023,06:11:02,,
251,3/26/2023,19:19:26,,
614,1/11/2023,11:31:59,,
930,1/4/2023,18:31:44,,
629,1/26/2023,18:02:22,,
676,1/4/2023,12:10:16,,
66,2/22/2023,22:36:32,,
437,2/9/2023,12:10:54,,
331,1/21/2023,13:18:46,,
341,3/23/2023,01:28:39,,
3,3/10/2023,14:27:52,,
639,3/29/2023,14:56:21,,
444,2/23/2023,07:08:13,,
6,1/27/2023,01:02:58,,
411,2/22/2023,14:18:36,,
174,1/12/2023,00:35:00,,
514,2/20/2023,09:04:27,,
565,1/15/2023,23:48:25,,
138,1/31/2023,04:36:47,,
359,2/12/2023,09:45:52,,
876,1/17/2023,22:01:24,,
370,2/16/2023,05:42:33,,
285,3/25/2023,19:45:31,,
850,3/17/2023,06:38:32,,
349,2/12/2023,18:01:07,,
902,1/11/2023,22:40:33,,
39,1/21/2023,03:28:26,,
34,2/12/2023,14:26:46,,
781,1/1/2023,23:59:01,,
670,1/27/2023,21:43:35,,
781,3/19/2023,07:45:47,,
618,3/28/2023,13:04:52,,
913,1/31/2023,21:33:20,,
485,3/17/2023,01:20:35,,
370,1/26/2023,04:27:05,,
182,2/7/2023,22:38:07,,
480,3/9/2023,16:27:47,,
192,3/3/2023,19:14:40,,
346,3/19/2023,07:26:13,,
26,1/6/2023,17:07:01,,
711,3/18/2023,16:51:45,,
98,2/21/2023,05:45:34,,
391,1/14/2023,09:06:59,,
790,3/15/2023,14:53:56,,
559,2/15/2023,16:47:02,,
280,2/23/2023,22:14:16,,
594,2/12/2023,18:19:18,,
846,3/20/2023,21:11:34,,
473,3/17/2023,14:33:48,,
742,2/15/2023,07:36:10,,
608,1/12/2023,17:26:43,,
968,1/11/2023,23:07:10,,
785,2/28/2023,17:44:06,,
936,3/29/2023,18:31:18,,
455,4/1/2023,12:59:16,,
795,3/27/2023,04:55:10,,
754,1/15/2023,09:33:25,,
444,3/25/2023,01:50:40,,
838,1/15/2023,13:43:19,,
383,1/12/2023,12:11:51,,
603,1/15/2023,02:03:40,,
611,3/30/2023,02:18:30,,
485,1/23/2023,20:31:58,,
526,3/22/2023,20:16:16,,
151,3/2/2023,08:22:15,,
33,1/21/2023,21:40:02,,
404,2/12/2023,12:35:47,,
365,3/15/2023,01:51:00,,
896,1/23/2023,12:57:59,,
115,2/16/2023,20:44:16,,
496,3/24/2023,08:34:57,,
357,3/20/2023,16:38:51,,
67,3/21/2023,16:40:15,,
679,3/28/2023,11:43:14,,
13,1/17/2023,16:20:39,,
623,1/13/2023,17:04:45,,
303,3/2/2023,05:38:48,,
464,3/4/2023,14:56:06,,
103,3/13/2023,21:19:47,,
532,2/28/2023,10:03:04,,
595,1/4/2023,07:48:09,,
562,2/25/2023,16:45:46,,
928,3/13/2023,09:29:25,,
265,1/21/2023,07:12:04,,
326,1/9/2023,06:19:51,,
8,1/4/2023,16:18:43,,
423,3/12/2023,04:12:46,,
232,1/14/2023,04:23:33,,
130,3/9/2023,07:28:42,,
501,2/14/2023,02:45:21,,
79,1/25/2023,05:50:10,,
128,1/3/2023,00:30:59,,
902,3/21/2023,19:54:20,,
957,1/21/2023,03:24:46,,
524,1/23/2023,00:36:03,,
451,1/11/2023,08:48:07,,
594,3/26/2023,03:07:30,,
77,3/25/2023,20:32:57,,
78,2/15/2023,06:36:59,,
133,2/13/2023,00:39:41,,
496,1/3/2023,05:08:58,,
541,2/28/2023,16:59:21,,
451,2/22/2023,00:17:47,,
754,2/20/2023,13:53:49,,
683,1/31/2023,05:59:49,,
423,1/30/2023,03:59:37,,
897,1/3/2023,02:00:22,,
637,1/1/2023,14:34:31,,
18,3/14/2023,12:56:35,,
139,2/24/2023,05:39:18,,
360,1/10/2023,15:10:31,,
277,3/13/2023,21:36:29,,
835,1/6/2023,21:21:12,,
601,2/9/2023,01:24:09,,
730,3/30/2023,07:05:28,,
512,2/6/2023,07:55:15,,
268,1/12/2023,20:49:28,,
894,1/31/2023,17:13:44,,
360,1/19/2023,19:24:44,,
496,1/28/2023,23:19:44,,
591,2/6/2023,17:57:27,,
227,2/13/2023,07:51:02,,
491,2/20/2023,17:42:30,,
397,3/25/2023,08:41:52,,
790,3/12/2023,11:14:45,,
336,3/19/2023,17:15:07,,
433,3/7/2023,19:23:34,,
537,1/28/2023,02:41:42,,
726,2/28/2023,07:30:34,,
154,1/18/2023,17:21:24,,
425,4/1/2023,16:45:12,,
247,3/11/2023,18:15:43,,
172,3/2/2023,10:52:06,,
331,3/26/2023,10:07:28,,
73,1/8/2023,19:05:18,,
797,3/23/2023,03:50:54,,
696,2/20/2023,18:15:26,,
873,1/28/2023,11:13:34,,
276,3/3/2023,15:13:34,,
758,1/19/2023,14:18:12,,
460,2/26/2023,20:02:21,,
787,2/20/2023,07:50:55,,
888,3/14/2023,19:50:19,,
808,2/26/2023,07:36:26,,
385,1/7/2023,01:20:58,,
997,3/7/2023,14:24:03,,
358,1/24/2023,19:34:41,,
112,2/1/2023,22:16:30,,
207,2/27/2023,12:35:06,,
306,3/23/2023,12:23:19,,
265,1/20/2023,03:32:07,,
439,3/17/2023,23:20:14,,
90,3/20/2023,13:19:01,,
158,2/15/2023,08:58:27,,
817,2/8/2023,04:31:09,,
302,3/20/2023,09:46:13,,
444,3/30/2023,18:12:23,,
611,1/31/2023,01:35:56,,
249,3/20/2023,15:45:52,,
674,1/9/2023,03:15:57,,
865,3/4/2023,21:45:40,,
20,1/23/2023,13:16:16,,
548,2/21/2023,14:59:56,,
476,1/10/2023,17:02:09,,
62,1/25/2023,19:47:23,,
230,1/23/2023,14:41:51,,
682,1/27/2023,02:26:20,,
207,2/25/2023,23:25:36,,
322,1/10/2023,05:49:12,,
11,3/7/2023,11:06:47,,
245,3/12/2023,23:00:55,,
877,1/16/2023,07:37:07,,
626,3/17/2023,04:13:38,,
997,1/9/2023,11:32:14,,
591,2/26/2023,21:29:35,,
822,1/25/2023,18:20:38,,
482,3/13/2023,04:29:54,,
521,2/5/2023,18:42:02,,
863,3/4/2023,04:12:29,,
786,1/1/2023,19:50:44,,
70,1/11/2023,04:01:14,,
142,1/24/2023,15:59:58,,
769,3/28/2023,19:12:55,,
356,3/26/2023,23:01:19,,
41,3/3/2023,17:30:20,,
797,1/29/2023,12:39:20,,
56,2/4/2023,16:42:02,,
118,2/24/2023,10:03:24,,
247,3/26/2023,15:52:06,,
850,1/10/2023,09:08:08,,
354,2/27/2023,10:59:51,,
740,2/9/2023,16:43:08,,
535,3/2/2023,23:26:46,,
827,3/14/2023,17:31:59,,
743,2/18/2023,04:55:44,,
932,1/14/2023,16:37:11,,
323,1/7/2023,03:21:18,,
594,3/26/2023,20:45:21,,
989,3/29/2023,13:55:09,,
80,2/27/2023,19:16:01,,
433,2/7/2023,07:47:50,,
912,3/8/2023,04:22:22,,
132,3/23/2023,02:39:42,,
447,1/8/2023,18:22:33,,
719,2/3/2023,02:57:21,,
105,1/30/2023,07:55:41,,
563,3/17/2023,03:59:33,,
149,2/15/2023,23:16:34,,
291,4/1/2023,17:04:18,,
639,1/3/2023,16:14:42,,
779,1/21/2023,17:21:09,,
341,3/25/2023,20:39:58,,
492,2/27/2023,16:05:19,,
342,2/1/2023,15:30:38,,
548,3/11/2023,09:05:57,,
610,2/20/2023,18:25:57,,
565,2/27/2023,03:36:57,,
436,2/1/2023,22:02:48,,
822,2/3/2023,06:37:10,,
957,1/13/2023,12:14:21,,
730,3/29/2023,21:13:01,,
717,2/23/2023,09:45:08,,
381,2/17/2023,11:10:23,,
126,1/20/2023,12:15:42,,
14,3/31/2023,22:27:49,,
931,2/9/2023,17:29:53,,
79,3/9/2023,05:35:40,,
47,3/7/2023,08:50:42,,
637,3/15/2023,10:55:48,,
783,3/30/2023,03:55:17,,
175,1/13/2023,15:22:35,,
967,3/3/2023,09:23:24,,
512,1/26/2023,01:22:57,,
505,1/26/2023,02:00:34,,
431,3/22/2023,10:20:52,,
710,1/3/2023,10:56:08,,
70,1/30/2023,21:32:15,,
750,2/9/2023,04:19:36,,
6,2/10/2023,09:40:47,,
920,1/21/2023,21:52:48,,
684,2/11/2023,15:32:36,,
296,1/17/2023,23:32:53,,
341,1/4/2023,22:09:05,,
354,3/17/2023,01:36:49,,
563,2/24/2023,03:42:35,,
752,3/15/2023,06:47:08,,
247,2/19/2023,14:04:08,,
951,2/12/2023,18:42:03,,
604,3/26/2023,00:53:20,,
175,1/1/2023,21:28:28,,
584,3/17/2023,16:03:53,,
736,1/7/2023,06:09:00,,
728,2/13/2023,22:28:37,,
177,3/7/2023,13:14:17,,
312,2/6/2023,08:16:50,,
740,1/11/2023,12:23:16,,
912,3/17/2023,12:26:16,,
226,3/13/2023,20:07:12,,
486,3/4/2023,00:42:05,,
60,3/9/2023,08:25:32,,
381,2/2/2023,14:21:18,,
255,1/3/2023,01:30:26,,
216,3/4/2023,13:36:52,,
190,2/20/2023,09:52:59,,
547,2/13/2023,09:41:00,,
498,2/19/2023,23:41:18,,
574,2/11/2023,15:45:03,,
105,1/15/2023,18:50:30,,
182,2/19/2023,13:37:32,,
462,1/16/2023,08:16:44,,
411,3/15/2023,15:16:35,,
460,1/18/2023,05:30:13,,
332,1/1/2023,03:16:02,,
816,2/19/2023,11:27:17,,
939,3/27/2023,12:33:30,,
732,1/9/2023,12:10:42,,
180,1/21/2023,21:05:21,,
836,1/19/2023,17:28:49,,
654,3/1/2023,15:49:15,,
663,2/10/2023,10:10:34,,
791,1/6/2023,07:53:27,,
617,1/19/2023,10:57:56,,
75,1/4/2023,03:32:24,,
507,4/1/2023,01:38:36,,
767,1/8/2023,09:06:11,,
489,3/4/2023,23:52:46,,
111,2/20/2023,00:44:30,,
573,2/12/2023,04:12:31,,
621,3/30/2023,18:13:37,,
200,1/22/2023,17:36:27,,
363,1/20/2023,13:43:28,,
280,3/15/2023,08:20:27,,
309,2/5/2023,18:07:40,,
755,3/6/2023,01:18:46,,
738,1/9/2023,10:54:57,,
164,2/16/2023,07:43:47,,
477,2/20/2023,11:59:38,,
431,2/27/2023,01:15:25,,
745,1/11/2023,11:22:06,,
950,1/28/2023,00:05:27,,
246,2/12/2023,08:38:04,,
378,3/27/2023,05:47:42,,
348,1/20/2023,11:06:24,,
599,2/13/2023,03:32:44,,
534,3/20/2023,00:03:17,,
294,2/20/2023,10:51:12,,
689,3/26/2023,08:57:22,,
102,1/10/2023,09:46:37,,
22,2/11/2023,11:55:48,,
183,1/15/2023,12:13:50,,
24,3/19/2023,18:57:14,,
936,1/24/2023,07:32:58,,
552,1/14/2023,13:11:21,,
991,2/17/2023,08:23:37,,
193,1/25/2023,11:29:40,,
285,3/23/2023,21:58:52,,
288,1/7/2023,21:12:46,,
980,2/11/2023,22:19:25,,
104,1/4/2023,02:12:50,,
233,3/13/2023,19:18:36,,
43,3/1/2023,03:05:43,,
34,2/20/2023,19:15:58,,
394,1/7/2023,15:49:32,,
638,1/6/2023,18:10:25,,
377,3/8/2023,15:30:10,,
584,2/26/2023,22:23:36,,
458,2/18/2023,04:27:10,,
812,3/15/2023,03:05:11,,
725,2/25/2023,07:20:12,,
777,3/13/2023,10:38:33,,
603,2/6/2023,14:42:49,,
714,2/24/2023,07:15:19,,
79,1/11/2023,19:35:25,,
316,2/7/2023,10:36:35,,
852,1/12/2023,22:54:27,,
558,1/15/2023,05:39:06,,
447,4/1/2023,05:59:29,,
260,3/10/2023,21:52:28,,
673,1/9/2023,09:55:22,,
50,1/21/2023,05:07:46,,
326,2/22/2023,13:34:15,,
543,1/5/2023,22:49:39,,
369,3/12/2023,00:18:07,,
984,2/17/2023,01:13:41,,
83,1/17/2023,21:52:01,,
173,1/2/2023,23:34:26,,
58,3/28/2023,04:41:12,,
984,1/5/2023,10:04:43,,
760,2/11/2023,14:43:03,,
546,2/9/2023,22:33:25,,
678,3/16/2023,09:24:17,,
128,3/1/2023,13:23:49,,
90,2/5/2023,01:02:13,,
151,3/20/2023,19:14:41,,
310,3/25/2023,07:30:50,,
668,3/19/2023,04:21:44,,
693,1/27/2023,23:24:30,,
856,1/21/2023,05:57:29,,
198,1/31/2023,18:19:18,,
14,3/21/2023,06:38:05,,
969,2/17/2023,22:25:35,,
993,1/7/2023,00:01:52,,
970,2/10/2023,00:28:42,,
15,1/1/2023,00:47:41,,
92,3/16/2023,19:00:06,,
290,2/23/2023,06:35:00,,
864,3/17/2023,06:21:03,,
641,3/15/2023,22:15:16,,
609,3/30/2023,11:22:59,,
273,1/2/2023,21:00:56,,
587,1/9/2023,15:02:26,,
892,1/22/2023,14:11:53,,
293,3/13/2023,11:26:06,,
926,1/6/2023,13:36:01,,
75,1/31/2023,11:25:05,,
204,1/24/2023,03:48:51,,
916,3/7/2023,14:27:51,,
693,1/9/2023,05:07:11,,
591,1/10/2023,10:53:41,,
132,1/14/2023,21:32:14,,
163,2/14/2023,19:06:32,,
682,3/15/2023,20:07:11,,
473,1/22/2023,11:44:50,,
501,1/22/2023,05:27:34,,
866,2/17/2023,18:43:02,,
839,3/1/2023,10:40:00,,
386,1/15/2023,02:14:35,,
241,1/24/2023,12:20:50,,
113,2/19/2023,15:16:26,,
815,1/21/2023,05:39:04,,
631,2/25/2023,09:16:23,,
105,1/29/2023,09:46:03,,
35,3/30/2023,19:33:26,,
287,2/28/2023,18:27:59,,
941,3/10/2023,22:42:17,,
610,2/5/2023,22:58:47,,
818,3/9/2023,11:34:16,,
634,3/19/2023,10:06:25,,
361,1/3/2023,12:41:42,,
861,2/22/2023,20:13:16,,
267,1/20/2023,10:37:12,,
989,1/17/2023,07:23:53,,
428,2/15/2023,20:43:42,,
917,3/2/2023,23:21:20,,
237,1/29/2023,13:17:43,,
865,2/22/2023,01:17:32,,
267,2/28/2023,01:29:22,,
41,1/3/2023,07:00:17,,
711,1/21/2023,22:20:46,,
668,2/11/2023,20:39:10,,
298,1/23/2023,07:36:29,,
215,3/8/2023,05:24:25,,
893,2/21/2023,09:29:41,,
204,2/22/2023,16:49:01,,
183,1/31/2023,00:49:27,,
999,2/7/2023,22:41:04,,
433,1/12/2023,16:38:37,,
102,2/22/2023,05:22:22,,
742,1/19/2023,15:58:55,,
693,1/16/2023,03:40:40,,
33,1/28/2023,14:35:38,,
464,3/3/2023,07:35:08,,
212,1/26/2023,09:52:08,,
50,1/3/2023,16:32:16,,
640,2/12/2023,21:39:16,,
170,1/8/2023,16:25:14,,
160,2/8/2023,16:16:08,,
773,2/18/2023,20:17:29,,
734,2/11/2023,17:02:37,,
85,1/26/2023,08:46:25,,
51,1/26/2023,21:53:13,,
298,3/20/2023,09:31:24,,
671,2/15/2023,06:47:27,,
907,3/11/2023,04:37:10,,
690,3/20/2023,07:13:57,,
462,2/23/2023,02:02:53,,
918,2/18/2023,23:42:29,,
166,1/14/2023,10:27:02,,
487,1/19/2023,18:42:19,,
29,1/23/2023,19:02:21,,
418,2/8/2023,16:59:47,,
110,3/27/2023,19:37:11,,
332,1/15/2023,12:18:43,,
594,1/29/2023,02:12:07,,
507,3/17/2023,23:08:14,,
642,1/8/2023,15:29:32,,
503,3/15/2023,23:38:37,,
917,1/5/2023,13:31:36,,
182,1/3/2023,08:55:29,,
19,1/7/2023,07:28:54,,
345,1/30/2023,05:21:42,,
466,1/23/2023,19:59:24,,
264,1/9/2023,02:26:21,,
307,1/30/2023,01:09:57,,
941,3/2/2023,02:09:03,,
39,3/17/2023,02:07:41,,
912,3/26/2023,12:16:17,,
509,2/3/2023,21:55:00,,
952,1/13/2023,07:32:14,,
547,1/24/2023,13:47:56,,
260,2/7/2023,02:51:13,,
640,2/12/2023,19:11:44,,
423,1/26/2023,09:07:22,,
